flight id:501
flight code:Tu-142
origin:RU
date:2011-06-01
from:vaziani
to:gelendzhik
motor(s):4
mass aircraft:96000.025248
mass fuel:96000.025248
lift coef:1.5098032749390164
drag coef:0.017311591591697872

timestamp,longitude,latitude,altitude,roll,pitch,yaw,v,heading,air_speed,engine_0,engine_1,engine_2,engine_3,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893708.56,5.906095,3.9380192,91.05,0.9,6.3,77.2,-316690.5,-1.0,107.16151099176727,7450487.564722869,7450487.564722869,7450487.564722869,7450487.564722869,23.430323625244228,7.622657098212405,25388.940141974337,88.5,31.110266228725614
1306893708.77,5.906343,3.9380645,90.43,0.9,6.5,77.2,-316683.31,-1.0,101.76230976474069,5406610.325064779,5406610.325064779,5406610.325064779,5406610.325064779,23.181769526144272,7.6170976189661515,26080.232142220797,88.29999999999998,31.10367502137653
1306893708.99,5.9066061,3.9381124,89.89,0.8,6.9,77.2,-316675.72,-1.0,103.15059666991547,5191246.720046033,5191246.720046033,5191246.720046033,5191246.720046033,22.303422488747646,7.718287139988021,25386.067098099164,86.19999999999999,31.09697663992421
1306893709.21,5.9068687,3.9381601,89.5,0.7,7.3,77.3,-316668.13,-1.0,102.52747481703074,4931222.389338355,4931222.389338355,4931222.389338355,4931222.389338355,20.391880458144094,7.57785139573104,25194.57263817107,84.99999999999999,31.090737576057194
1306893709.42,5.9071305,3.9382076,89.29,0.7,7.8,77.3,-316660.56,-1.0,107.39863405679675,1400636.2206865763,1400636.2206865763,1400636.2206865763,1400636.2206865763,20.32049085304468,7.742732889610051,25732.291298668602,85.39999999999999,31.08478941332754
1306893709.63,5.9073892,3.9382543,89.3,0.6,8.3,77.3,-316653.13,-1.0,106.06145307475794,1193972.7373702915,1193972.7373702915,1193972.7373702915,1193972.7373702915,21.107601586941485,7.876022656420444,25476.47973648655,84.10000000000001,31.07931587876936
1306893709.84,5.9076359,3.9382989,89.52,0.6,8.8,77.3,-316646.03,-1.0,101.05431531376114,1417117.1185647105,1417117.1185647105,1417117.1185647105,1417117.1185647105,21.960326688369882,7.6921205145323075,25606.207136715562,82.50000000000001,31.075105467570754
1306893710.06,5.907906,3.9383477,90.0,0.5,9.2,77.3,-316638.25,-1.0,105.78674602448923,1113528.8787754655,1113528.8787754655,1113528.8787754655,1113528.8787754655,21.089687907153134,7.627842049164831,25948.568186709294,80.7,31.071859623301293
1306893710.27,5.908164,3.9383942,90.7,0.4,9.4,77.3,-316630.84,-1.0,105.81291928869382,2760845.369233943,2760845.369233943,2760845.369233943,2760845.369233943,22.871712288398456,7.525074798777647,25795.02354416551,83.10000000000001,31.07037449644215
1306893710.48,5.9084208,3.9384406,91.61,0.3,9.6,77.4,-316623.44,-1.0,105.24323415432733,552746.2222801106,552746.2222801106,552746.2222801106,552746.2222801106,23.55741507569496,7.346947428306823,25812.731309894505,85.9,31.0702060799942
1306893710.69,5.9086776,3.938487,92.71,0.3,9.7,77.4,-316616.06,-1.0,105.53012721784435,1119798.7315859483,1119798.7315859483,1119798.7315859483,1119798.7315859483,22.650285716303834,7.2819009783654725,25597.350874163516,84.69999999999999,31.071476858646875
1306893710.9,5.9089318,3.938533,93.98,0.2,9.8,77.4,-316608.72,-1.0,104.38059527129442,1472111.0645541977,1472111.0645541977,1472111.0645541977,1472111.0645541977,23.47213304110542,6.941894858886583,25210.66683006428,87.3,31.07419448769324
1306893711.32,5.9094375,3.9386247,96.95,0.1,9.7,77.4,-316594.13,-1.0,103.83739859333976,1429868.122640893,1429868.122640893,1429868.122640893,1429868.122640893,22.059258444748842,6.7437056532843185,25566.828988052548,87.7,31.079599124613626
1306893711.54,5.9096998,3.9386725,98.68,0.0,9.6,77.4,-316586.53,-1.0,103.13010231243595,6838877.336923874,6838877.336923874,6838877.336923874,6838877.336923874,24.136220265750033,6.806443358238199,25737.194950270612,88.1,31.086626683668744
1306893711.76,5.9099741,3.9387226,100.6,0.0,9.5,77.4,-316578.59,-1.0,107.67801857578677,7281661.424363685,7281661.424363685,7281661.424363685,7281661.424363685,24.570328189528382,6.889853737714348,25984.16924986404,89.10000000000001,31.095284820151686
1306893711.97,5.9102324,3.9387699,102.5,-0.1,9.4,77.4,-316571.09,-1.0,106.27057015632236,4321943.601392761,4321943.601392761,4321943.601392761,4321943.601392761,24.905591786430797,6.970622531898913,25885.012132961936,88.7,31.105389807028324
1306893712.18,5.9104771,3.9388149,104.37,-0.1,9.3,77.4,-316563.97,-1.0,100.60490525647921,6724805.494075812,6724805.494075812,6724805.494075812,6724805.494075812,24.961446441985196,7.147226534371626,26133.760368806903,90.9,31.116757917264543
1306893712.39,5.9107375,3.9388629,106.4,-0.1,9.1,77.4,-316556.34,-1.0,107.32202865973278,8497562.820090542,8497562.820090542,8497562.820090542,8497562.820090542,25.69520248187987,6.871319475583074,26105.71205456681,92.9,31.129312597929463
1306893712.61,5.9110073,3.9389129,108.56,-0.2,9.0,77.4,-316548.44,-1.0,106.11775821976853,3301563.432185725,3301563.432185725,3301563.432185725,3301563.432185725,23.673993776423504,6.926871880837172,26589.978267077353,91.0,31.142984951385277
1306893712.82,5.9112613,3.9389601,110.61,-0.2,8.8,77.4,-316541.0,-1.0,104.84499285744884,3332760.007911558,3332760.007911558,3332760.007911558,3332760.007911558,24.762622507521318,6.978570769716733,26567.973104453227,90.4,31.15753000825317
1306893713.04,5.9115163,3.9390076,112.67,-0.2,8.6,77.4,-316533.5,-1.0,100.39554718753314,5703466.1407219805,5703466.1407219805,5703466.1407219805,5703466.1407219805,25.65542769814425,6.991073792063327,27096.003956660803,90.5,31.172809973257543
1306893713.26,5.9117882,3.9390585,114.84,-0.2,8.4,77.4,-316525.47,-1.0,106.85807985559315,7235424.350935158,7235424.350935158,7235424.350935158,7235424.350935158,23.71854499361181,7.271762787904079,26608.163758923736,88.60000000000001,31.188778914639876
1306893713.47,5.9120469,3.9391071,116.82,-0.3,8.1,77.4,-316517.81,-1.0,106.79938124739994,5043606.448458028,5043606.448458028,5043606.448458028,5043606.448458028,25.142691553706616,7.343532624634417,26947.265196869226,92.00000000000001,31.203989982006455
1306893713.68,5.9122922,3.9391535,118.61,-0.3,7.8,77.4,-316510.53,-1.0,101.06686162096754,7816532.798347052,7816532.798347052,7816532.798347052,7816532.798347052,23.99025413117238,7.286070543219873,27114.33001267291,93.20000000000002,31.21924698113156
1306893713.89,5.9125523,3.9392028,120.38,-0.3,7.6,77.4,-316502.78,-1.0,107.11534774805992,9721313.93096079,9721313.93096079,9721313.93096079,9721313.93096079,23.635072816110767,7.064739424031105,26763.20072389733,91.20000000000002,31.234389150860345
1306893714.11,5.912821,3.939254,122.05,-0.3,7.3,77.4,-316494.75,-1.0,105.59096727375388,4583002.0350230485,4583002.0350230485,4583002.0350230485,4583002.0350230485,21.132516536554377,7.094785936304449,26691.024248927613,90.10000000000002,31.249355248848094
1306893714.32,5.9130755,3.9393026,123.46,-0.3,7.0,77.3,-316487.13,-1.0,104.81408954726314,4967287.629462283,4967287.629462283,4967287.629462283,4967287.629462283,21.769719614227697,6.945411715724509,26355.188479114528,87.30000000000001,31.26396920335378
1306893714.53,5.9133279,3.9393509,124.68,-0.2,6.8,77.3,-316479.56,-1.0,103.8270133910237,5542710.282512412,5542710.282512412,5542710.282512412,5542710.282512412,21.055173140669815,6.959231179269876,25928.403600693066,83.8,31.27796307911931
1306893714.75,5.9135929,3.9394018,125.75,-0.2,6.6,77.3,-316471.59,-1.0,104.26541812660405,4768219.919441429,4768219.919441429,4768219.919441429,4768219.919441429,21.685511383308455,6.970926671301574,26049.230700323064,86.1,31.291122527938207
1306893714.97,5.9138548,3.9394522,126.6,-0.2,6.4,77.3,-316463.72,-1.0,102.74402346120162,4569630.497026005,4569630.497026005,4569630.497026005,4569630.497026005,22.58202007191525,6.790288800905169,25426.424954609927,86.69999999999999,31.3033633415865
1306893715.18,5.914116,3.9395025,127.26,-0.2,6.3,77.3,-316455.88,-1.0,107.5032713221326,10387014.778744416,10387014.778744416,10387014.778744416,10387014.778744416,22.613583333921106,6.949706207120869,25278.38720828018,89.5,31.314532414202425
1306893715.61,5.9146413,3.9396038,128.08,-0.1,6.4,77.3,-316440.03,-1.0,105.41278290377686,6724855.555979398,6724855.555979398,6724855.555979398,6724855.555979398,23.64493086371484,7.000766423341444,25921.55856527316,90.2,31.324668022251416
1306893715.82,5.9149018,3.9396539,128.3,-0.1,6.5,77.3,-316432.19,-1.0,107.19016780807283,3518488.767626687,3518488.767626687,3518488.767626687,3518488.767626687,22.13606945686825,6.945399679108756,26084.937980702256,89.9,31.333456298716865
1306893716.03,5.9151629,3.9397042,128.41,-0.1,6.6,77.3,-316424.31,-1.0,107.24429041168776,2891858.494714626,2891858.494714626,2891858.494714626,2891858.494714626,21.87344335343341,6.943023565438052,25590.73952427329,89.70000000000002,31.34095848594346
1306893716.24,5.915416,3.9397529,128.44,-0.0,6.8,77.3,-316416.72,-1.0,104.01098915620678,9335368.41205126,9335368.41205126,9335368.41205126,9335368.41205126,23.522532222304317,7.0212592327757894,24972.11523641693,89.4,31.347128652172685
1306893716.46,5.9156932,3.9398062,128.41,-0.0,6.9,77.3,-316408.38,-1.0,108.69020486743281,9479032.455733372,9479032.455733372,9479032.455733372,9479032.455733372,25.970334456280657,7.043846132391614,24920.10365519931,91.80000000000001,31.351997418576882
1306893716.67,5.9159499,3.9398554,128.33,0.1,7.0,77.3,-316400.66,-1.0,105.60579051024803,9638575.104314044,9638575.104314044,9638575.104314044,9638575.104314044,24.629686192131178,7.008518162889588,25230.620033324547,95.3,31.355725546310914
1306893716.9,5.9162321,3.9399096,128.21,0.1,7.1,77.3,-316392.19,-1.0,106.01458124803405,4884328.582266878,4884328.582266878,4884328.582266878,4884328.582266878,26.56669081020339,7.24454628168874,25321.71638332452,97.2,31.358427864771105
1306893717.11,5.9164938,3.9399597,128.08,0.1,7.2,77.3,-316384.34,-1.0,107.47365067092414,1037310.7618908243,1037310.7618908243,1037310.7618908243,1037310.7618908243,26.56665059549102,7.133686191202907,24629.920932819685,98.2,31.360211548060697
1306893717.33,5.9167811,3.9400146,127.92,0.2,7.2,77.3,-316375.72,-1.0,112.63031948565727,3418326.035621794,3418326.035621794,3418326.035621794,3418326.035621794,25.95556571875156,7.356185365352899,24610.878136725696,97.0,31.36122204674836
1306893717.54,5.9170365,3.9400634,127.77,0.2,7.3,77.3,-316368.09,-1.0,104.88805119645824,3107228.583667308,3107228.583667308,3107228.583667308,3107228.583667308,27.131657416261408,7.324708786667353,23989.30459594776,95.6,31.361612466695867
1306893717.75,5.9173063,3.940115,127.61,0.2,7.4,77.3,-316360.0,-1.0,110.99732017892659,987249.8729538321,987249.8729538321,987249.8729538321,987249.8729538321,27.879107923265064,7.315779428054478,23456.98158067737,94.19999999999999,31.36125266792071
1306893717.96,5.9175654,3.9401644,127.46,0.3,7.5,77.4,-316352.25,-1.0,106.46775347097662,6332948.050410716,6332948.050410716,6332948.050410716,6332948.050410716,29.483152054727814,7.566446161872943,23362.62418352152,92.39999999999998,31.36060962330129
1306893718.59,5.9183634,3.9403164,127.1,0.3,7.7,77.4,-316328.41,-1.0,109.2464745618632,6943973.107679251,6943973.107679251,6943973.107679251,6943973.107679251,29.115065302735147,7.891081681659935,23358.292957824677,89.69999999999999,31.359606779906713
1306893719.02,5.9189079,3.9404199,126.96,0.4,7.7,77.4,-316312.19,-1.0,109.24710684371225,1655886.0725087572,1655886.0725087572,1655886.0725087572,1655886.0725087572,29.817520971853654,7.974739947749395,23647.6437642448,89.39999999999999,31.358473796529637
1306893719.44,5.9194405,3.9405209,126.96,0.4,8.0,77.4,-316296.31,-1.0,109.46233167873005,2927861.123903456,2927861.123903456,2927861.123903456,2927861.123903456,29.4680983613064,8.002271415978097,23965.415500540636,88.1,31.35736377903182
1306893719.65,5.9197127,3.9405725,126.96,0.4,8.1,77.4,-316288.19,-1.0,111.58253158856003,5964467.698095683,5964467.698095683,5964467.698095683,5964467.698095683,31.439067146941117,8.306160608007094,23460.80872491683,86.29999999999998,31.356315003878713
1306893719.88,5.9199995,3.9406268,127.04,0.4,8.2,77.4,-316279.66,-1.0,107.62646856664415,8234107.193630847,8234107.193630847,8234107.193630847,8234107.193630847,29.519463015499053,8.279924152549409,23828.91379534227,86.09999999999998,31.355419334587374
1306893720.09,5.9202739,3.9406787,127.15,0.4,8.3,77.4,-316271.5,-1.0,112.77615387830963,9015338.499096602,9015338.499096602,9015338.499096602,9015338.499096602,29.40285307520183,8.285612484539314,24704.787969814166,82.89999999999999,31.35470739233016
1306893720.3,5.9205489,3.9407307,127.3,0.4,8.4,77.4,-316263.34,-1.0,112.73167748026337,477090.4589247517,477090.4589247517,477090.4589247517,477090.4589247517,27.606552552927255,8.361322946778822,25207.933481734523,82.6,31.35423276415868
1306893720.51,5.9208127,3.9407806,127.48,0.4,8.5,77.4,-316255.5,-1.0,108.36878573864765,1505973.9263868895,1505973.9263868895,1505973.9263868895,1505973.9263868895,24.97346484466083,8.392060670362756,25847.30321292206,83.5,31.35401076065912
1306893720.95,5.9213881,3.9408892,128.02,0.4,8.5,77.5,-316238.41,-1.0,112.79103657417355,2270952.3485565106,2270952.3485565106,2270952.3485565106,2270952.3485565106,22.280912104410312,8.260330216470985,25768.758806711034,85.2,31.354324627675748
1306893721.37,5.9219278,3.940991,128.65,0.4,8.4,77.5,-316222.38,-1.0,110.85152495405801,2153292.8175383313,2153292.8175383313,2153292.8175383313,2153292.8175383313,21.80758867886093,8.222471132308568,25020.994371186953,83.4,31.35523560755326
1306893722.01,5.9227501,3.9411461,129.81,0.4,8.3,77.5,-316197.97,-1.0,110.80572939515851,447056.3326394068,447056.3326394068,447056.3326394068,447056.3326394068,22.494550525594764,8.169698976768348,25463.556971696846,83.60000000000001,31.357310191980204
1306893722.66,5.9235995,3.9413063,131.14,0.4,8.2,77.5,-316172.78,-1.0,112.66933644393804,7748318.083209259,7748318.083209259,7748318.083209259,7748318.083209259,20.19992003851142,8.213899149235077,26035.90808154932,82.7,31.36051010449114
1306893723.51,5.9247183,3.9415172,133.02,0.4,8.2,77.6,-316139.59,-1.0,113.48555489143473,10006737.419492498,10006737.419492498,10006737.419492498,10006737.419492498,18.51053688037661,8.148976771546238,25585.17756511823,83.60000000000001,31.36514921210269
1306893723.72,5.9249947,3.9415694,133.5,0.4,8.1,77.6,-316131.38,-1.0,113.68682079400998,7502617.9588927245,7502617.9588927245,7502617.9588927245,7502617.9588927245,17.039749113419667,8.175784468503968,25632.978569645722,85.50000000000001,31.37015577378248
1306893724.98,5.9266557,3.9418832,136.44,0.4,8.1,77.6,-316082.03,-1.0,113.68668478418519,9775097.594814623,9775097.594814623,9775097.594814623,9775097.594814623,17.670179555498486,7.991880296399668,25543.09377149457,85.40000000000002,31.37735174928554
1306893726.47,5.9286492,3.9422599,140.2,0.4,8.1,77.7,-316022.78,-1.0,115.39065868345453,5352178.779950643,5352178.779950643,5352178.779950643,5352178.779950643,17.23880562532537,8.068081778017337,24804.88267826734,84.89999999999999,31.387341906765855
1306893728.18,5.93095,3.9426942,144.97,0.4,8.1,77.7,-315954.44,-1.0,116.03636020972351,1624104.370667962,1624104.370667962,1624104.370667962,1624104.370667962,18.266747627026845,8.057854517120996,24639.052101406,86.1,31.400868809652994
1306893729.46,5.9326953,3.9430227,148.92,0.4,8.1,77.8,-315902.69,-1.0,117.57028552953714,2920657.8503275607,2920657.8503275607,2920657.8503275607,2920657.8503275607,19.69822017344716,7.8959251359650695,24057.679862831814,87.1,31.417281758034445
1306893731.35,5.9352955,3.9435133,155.3,0.4,8.1,77.8,-315825.5,-1.0,118.64280361849478,2304634.419162549,2304634.419162549,2304634.419162549,2304634.419162549,20.84637285204223,7.902971960130493,24087.953810892963,85.5,31.438165397579503
1306893732.82,5.9373202,3.9438942,160.65,0.4,8.1,77.9,-315765.47,-1.0,118.81117667797223,2737065.146168811,2737065.146168811,2737065.146168811,2737065.146168811,20.976419041427448,7.715016453014204,24241.69707159273,86.6,31.462662335462262
1306893733.45,5.9382029,3.9440604,163.07,0.3,8.1,77.9,-315739.31,-1.0,120.8140239777668,3416753.203642071,3416753.203642071,3416753.203642071,3416753.203642071,21.54063288101322,7.775094850427779,24231.78806371099,86.19999999999999,31.488123840274163
1306893734.93,5.9402798,3.9444519,168.98,0.3,8.1,77.9,-315677.66,-1.0,121.00573305562074,3121236.69526524,3121236.69526524,3121236.69526524,3121236.69526524,24.04392887483506,7.6022058125823815,24119.360983011276,89.1,31.51709146932053
1306893735.99,5.941762,3.9447322,173.38,0.4,8.1,77.9,-315633.56,-1.0,120.64038850334565,2972648.839168332,2972648.839168332,2972648.839168332,2972648.839168332,23.983493074530443,7.3671634503623995,23870.903281844236,90.19999999999999,31.547988232225173
1306893736.44,5.9423976,3.9448525,175.31,0.4,8.1,78.0,-315614.63,-1.0,121.91307746863218,3068523.2131687347,3068523.2131687347,3068523.2131687347,3068523.2131687347,24.85568107354973,7.306029892592617,23586.581438425143,89.70000000000002,31.579995012627624
1306893738.57,5.9454272,3.9454275,184.83,0.4,8.1,78.0,-315524.25,-1.0,122.7185922222865,2721092.46020222,2721092.46020222,2721092.46020222,2721092.46020222,25.020967484079883,7.524922271344666,23264.453039264554,88.3,31.617038975882217
1306893739.0,5.9460384,3.9455438,186.82,0.5,8.1,78.0,-315506.0,-1.0,122.68875349466781,2741260.9673244106,2741260.9673244106,2741260.9673244106,2741260.9673244106,24.68954943283408,7.634447859002118,23013.110019413813,89.9,31.65272795226017
1306893739.44,5.9466693,3.9456639,188.89,0.5,8.1,78.1,-315487.13,-1.0,123.69619505670559,3319843.4132917696,3319843.4132917696,3319843.4132917696,3319843.4132917696,23.652199020714612,7.354659177466546,23005.67437889734,88.4,31.686349999504266
1306893740.92,5.9488007,3.94607,196.05,0.6,8.1,78.1,-315423.38,-1.0,124.28591778525566,3164829.2932262276,3164829.2932262276,3164829.2932262276,3164829.2932262276,22.54415019976439,7.4222704673768245,23106.429855148705,86.4,31.72242939582972
1306893741.13,5.9490975,3.9461266,197.06,0.6,8.1,78.1,-315414.5,-1.0,122.12337951099484,3306456.640186014,3306456.640186014,3306456.640186014,3306456.640186014,24.19372841807062,7.581596007848332,23698.97609987681,87.4,31.75439789976673
1306893741.99,5.9503361,3.9463638,201.35,0.6,8.1,78.2,-315377.31,-1.0,124.32055445108887,6375285.546869989,6375285.546869989,6375285.546869989,6375285.546869989,24.025574235473016,7.549488471266712,24050.914130782512,86.30000000000001,31.785554942636374
1306893742.62,5.9512506,3.9465399,204.56,0.7,8.1,78.2,-315349.75,-1.0,125.3160203030781,8371425.3400177015,8371425.3400177015,8371425.3400177015,8371425.3400177015,24.3817852708333,7.4164536721485135,23934.12494773192,89.10000000000002,31.81731675365999
1306893743.26,5.9521757,3.9467188,207.85,0.7,8.1,78.2,-315321.75,-1.0,124.88650347108648,10519597.551236805,10519597.551236805,10519597.551236805,10519597.551236805,21.940243482070578,7.453833227108351,23289.587481759598,88.00000000000001,31.847072877894465
1306893743.69,5.9528047,3.9468405,210.11,0.8,8.1,78.2,-315302.72,-1.0,126.43456912414604,13597572.147934979,13597572.147934979,13597572.147934979,13597572.147934979,24.121108327328265,7.669535312417884,23617.528439354766,85.30000000000001,31.87519076940803
1306893743.91,5.9531262,3.9469027,211.28,0.8,8.1,78.3,-315293.03,-1.0,126.13080250195101,12651337.618069632,12651337.618069632,12651337.618069632,12651337.618069632,23.16120212983899,7.492504841547277,24256.64437207375,83.30000000000001,31.902726858646876
1306893744.57,5.9540805,3.9470867,214.75,0.9,8.1,78.3,-315264.22,-1.0,124.91244247326406,10060738.430666313,10060738.430666313,10060738.430666313,10060738.430666313,22.493779426765315,7.498059215103634,24782.54788793683,84.50000000000001,31.92563149556726
1306893745.0,5.9547097,3.9472078,217.07,0.9,8.1,78.3,-315245.25,-1.0,126.26450457045655,8947910.827729901,8947910.827729901,8947910.827729901,8947910.827729901,24.421724136580774,7.595995300293761,24794.51557284658,83.1,31.94878875715956
1306893745.42,5.9553223,3.9473255,219.34,0.9,8.1,78.4,-315226.81,-1.0,126.04143936284589,6725779.185495881,6725779.185495881,6725779.185495881,6725779.185495881,25.889447696564055,7.918042198302577,25349.5807111423,85.5,31.972099124613628
1306893745.84,5.9559418,3.9474442,221.65,1.0,8.1,78.4,-315208.19,-1.0,127.3091510998907,5269403.886905854,5269403.886905854,5269403.886905854,5269403.886905854,27.79201685285651,7.805353623249892,25168.472404889973,86.3,31.991696674919844
1306893746.5,5.9569117,3.9476296,225.3,1.0,8.1,78.4,-315179.09,-1.0,126.85903944038817,5980938.406661285,5980938.406661285,5980938.406661285,5980938.406661285,26.395970340528876,7.815054910885586,25228.486325265327,86.60000000000001,32.01331522260138
1306893746.72,5.9572336,3.947691,226.52,1.0,8.1,78.5,-315169.47,-1.0,126.30111236155547,5552835.685617474,5552835.685617474,5552835.685617474,5552835.685617474,25.267672087930833,7.9667934818900745,24733.945500401518,90.30000000000001,32.032583595304786
1306893748.04,5.959185,3.9480616,234.01,1.0,8.1,78.6,-315111.22,-1.0,127.60404309066719,5626164.212930708,5626164.212930708,5626164.212930708,5626164.212930708,23.364311827134987,7.764908912393795,24956.89617493358,89.9,32.05512843345002
1306893748.89,5.9604382,3.9482982,238.89,0.9,8.1,78.6,-315073.94,-1.0,127.23977147580253,6283148.940073736,6283148.940073736,6283148.940073736,6283148.940073736,23.803615815829207,7.727974093647424,25534.093348192582,88.3,32.0788904631963
1306893750.2,5.9623776,3.9486623,246.56,0.8,8.1,78.6,-315016.5,-1.0,127.71025231481563,6804224.407516561,6804224.407516561,6804224.407516561,6804224.407516561,22.74795019981187,7.789878278118375,25113.171297354384,91.30000000000001,32.106794006503385
1306893751.06,5.9636698,3.9489037,251.74,0.7,8.1,78.6,-314978.34,-1.0,129.54251015076903,8123322.30052362,8123322.30052362,8123322.30052362,8123322.30052362,23.60231796392777,7.685720185052417,24917.718824958745,92.4,32.13776732233891
1306893751.91,5.9649297,3.9491383,256.85,0.6,8.1,78.6,-314941.25,-1.0,127.81059230764366,8646128.898523856,8646128.898523856,8646128.898523856,8646128.898523856,26.06634236383593,7.6147702625697615,24323.48086452178,93.10000000000001,32.16999610624092
1306893752.77,5.9662199,3.9493778,262.14,0.5,8.1,78.6,-314903.34,-1.0,129.3272404556147,8573818.582020974,8573818.582020974,8573818.582020974,8573818.582020974,25.784664495909333,7.325745833256282,25054.8493658347,96.30000000000001,32.204498512190185
1306893754.06,5.9681591,3.9497368,270.18,0.3,8.1,78.6,-314846.44,-1.0,129.61599367359386,8316522.274793185,8316522.274793185,8316522.274793185,8316522.274793185,25.048135496869058,7.277314030875825,24439.208534700327,95.60000000000001,32.243418022251426
1306893754.91,5.9694485,3.9499751,275.6,0.2,8.1,78.6,-314808.66,-1.0,130.73898627348177,7285097.09846976,7285097.09846976,7285097.09846976,7285097.09846976,23.458818882188837,7.614088272504354,24862.795202032095,95.2,32.28471832846314
1306893755.34,5.9700935,3.9500942,278.32,0.2,8.0,78.6,-314789.78,-1.0,129.2938947312348,6732138.581439193,6732138.581439193,6732138.581439193,6732138.581439193,22.12577257289034,7.405326074474868,24932.03614661676,93.70000000000002,32.32530669241765
1306893755.76,5.9707378,3.9502131,281.06,0.1,8.0,78.6,-314770.91,-1.0,132.20161826948697,7579528.819322023,7579528.819322023,7579528.819322023,7579528.819322023,22.376675489180368,7.327678334444195,25536.60199541309,92.80000000000001,32.367058660921586
1306893759.98,5.9771517,3.9513968,308.93,-0.2,8.0,78.6,-314583.13,-1.0,131.01308672168292,6441016.95713473,6441016.95713473,6441016.95713473,6441016.95713473,25.070726933823885,7.617809477568109,24875.27701727646,92.60000000000001,32.42441211673961
1306893776.92,6.0035546,3.9563025,433.14,-0.2,8.0,78.9,-313806.03,-1.0,134.41604496844582,5967787.493033353,5967787.493033353,5967787.493033353,5967787.493033353,26.095133130647547,7.684055260855587,25174.796059380056,95.6,32.573116184981075
1306893778.2,6.0055752,3.9566777,443.13,-0.1,8.5,78.9,-313746.56,-1.0,136.14769837144556,5751100.473119979,5751100.473119979,5751100.473119979,5751100.473119979,27.059642941152898,7.635581680480654,25568.338005651898,93.30000000000001,32.72359628121905
