flight id:201
flight code:MiG-23MLD
origin:RU
date:2011-06-01
from:krasnodar pashkovsky
to:mozdok
motor(s):1
mass aircraft:10550.096328
mass fuel:10550.096328
lift coef:1.9060340730520209
drag coef:0.012773573396515615

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893709.21,9.0300444,3.6414329,796.62,57.3,9.6,336.3,903187.94,-317650.84,-1.0,132.7323332042991,11545852.634441247,7.816344395125633,23847.930621342995,93.30000000000001,37.35839371624477
1306893709.42,9.0298917,3.6416873,796.83,57.3,9.6,337.7,903171.19,-317624.34,-1.0,138.71061460858587,12043654.523676349,7.7019581341271,24604.422698998023,92.4,37.36000132779333
1306893709.63,9.0297489,3.6419404,797.03,57.3,9.6,339.1,903155.25,-317597.88,-1.0,136.4763194280249,14169557.339143667,7.793172372230886,24927.22057018042,90.5,37.36159362875571
1306893709.84,9.0296198,3.6421836,797.21,57.3,9.6,340.4,903140.69,-317572.34,-1.0,129.32780273975882,16778544.993302282,7.823880252869079,25697.175912362258,88.60000000000001,37.363155308545736
1306893710.06,9.0294867,3.6424518,797.42,57.3,9.6,341.7,903125.31,-317544.06,-1.0,135.626523345995,17755863.092462126,7.95701608454838,26148.09221496953,87.30000000000001,37.36471698833576
1306893710.27,9.0293675,3.6427099,797.62,57.3,9.6,343.0,903111.31,-317516.75,-1.0,135.4066695827556,18693004.304351076,7.838332789920191,26582.211340878337,87.30000000000001,37.36627866812579
1306893710.48,9.0292566,3.6429685,797.81,57.3,9.6,344.4,903098.0,-317489.28,-1.0,134.5971763333564,21306074.248005632,8.049312817397904,26113.768629974686,85.40000000000002,37.367817382036556
1306893710.69,9.0291535,3.6432287,798.0,57.3,9.6,345.6,903085.25,-317461.53,-1.0,134.647077577801,23539241.883930657,8.19401315110699,26186.3489828412,89.10000000000001,37.36933313006804
1306893710.9,9.0290591,3.6434879,798.19,57.3,9.6,347.0,903073.31,-317433.81,-1.0,132.93366536139737,25085128.922963914,8.15810936788939,25761.150244410717,90.10000000000001,37.37084887809954
1306893711.11,9.0289723,3.6437485,798.38,57.3,9.6,348.3,903061.94,-317405.84,-1.0,132.9767780093474,26661106.503252044,8.057103774178945,24892.493407805487,90.00000000000001,37.37234931554487
1306893711.32,9.0288941,3.6440077,798.57,57.3,9.6,349.7,903051.31,-317377.91,-1.0,131.5068210065494,30406817.402449746,7.948144972780789,24714.66369526005,88.5,37.3738420976971
1306893711.54,9.0288206,3.6442793,798.77,57.3,9.6,351.0,903040.94,-317348.56,-1.0,130.6954597571252,32177857.874358222,8.069547188724682,24621.90957494269,89.80000000000001,37.37532722455624
1306893711.76,9.0287525,3.6445646,798.97,57.3,9.6,352.4,903030.75,-317317.63,-1.0,137.23747689925585,34590820.80819266,8.049412541045484,24712.34025412827,92.10000000000001,37.37681235141538
1306893711.97,9.0286968,3.6448343,799.17,57.3,9.6,353.7,903021.81,-317288.25,-1.0,135.46788335044772,36181258.14612111,7.963065071331675,24020.287862354977,93.60000000000001,37.3783127888607
1306893712.18,9.0286516,3.6450906,799.35,57.3,9.6,355.1,903014.0,-317260.25,-1.0,127.67473427527915,35898364.21821362,7.923190805059628,23737.50420975393,95.2,37.379790260426745
1306893712.39,9.0286114,3.6453641,799.54,57.3,9.6,356.3,903006.38,-317230.31,-1.0,136.39624591799193,38041533.70802842,7.974190320676943,23772.067561656615,95.0,37.38126007669972
1306893712.61,9.0285786,3.6456481,799.74,57.3,9.6,357.7,902999.13,-317199.09,-1.0,134.99655407199842,36193668.52099894,8.022051783074264,23788.95933074357,96.4,37.38273754826578
1306893712.82,9.028556,3.6459158,799.93,57.3,9.6,359.1,902993.06,-317169.56,-1.0,132.91503810198017,37293543.51948467,8.20112857237134,24483.748898644462,93.49999999999999,37.38421501983183
1306893713.04,9.0285414,3.6461849,800.12,57.3,9.6,0.5,902987.56,-317139.78,-1.0,127.04996766653592,41377470.090016626,7.917994539778541,24359.681205179455,94.5,37.385692491397876
1306893713.26,9.0285346,3.6464718,800.33,57.3,9.6,1.9,902982.5,-317107.94,-1.0,135.99682245060333,43735505.42881547,7.919853365814278,24875.8232344432,94.30000000000001,37.38718527355012
1306893713.47,9.0285365,3.6467445,800.52,57.2,9.6,3.1,902978.38,-317077.56,-1.0,135.50207008308365,43615319.73889822,7.93134873368114,25598.061184420865,95.30000000000001,37.38867805570234
1306893713.68,9.0285462,3.6470028,800.7,57.0,9.5,4.5,902975.13,-317048.72,-1.0,127.77846790260834,46908496.30159611,7.847158525206703,25198.110499905004,93.30000000000001,37.39015552726839
1306893713.89,9.0285643,3.647276,800.89,56.2,9.3,5.7,902972.31,-317018.09,-1.0,136.11029480921405,49171666.44371406,7.975249553101798,24604.000768084767,93.80000000000001,37.391625343541364
1306893714.11,9.0285914,3.6475576,801.09,54.8,8.9,7.0,902970.13,-316986.44,-1.0,133.9172567166138,45674389.8056162,7.752741677512891,25107.522639923543,94.0,37.39309515981432
1306893714.32,9.0286243,3.6478233,801.27,52.8,8.4,8.2,902968.69,-316956.47,-1.0,132.66485575751918,47622127.70736319,7.7655031861759225,24705.5285593906,94.3,37.39456497608729
1306893714.53,9.0286634,3.6480858,801.43,50.8,8.0,9.2,902967.81,-316926.81,-1.0,131.15489818338807,49731157.56857047,7.702881421812157,24860.697747315007,91.6,37.39601182648099
1306893714.75,9.0287108,3.6483601,801.59,48.6,7.6,10.2,902967.44,-316895.72,-1.0,131.2526744946197,49639624.08011734,7.60374356332965,25129.354931462083,89.80000000000001,37.39742805570235
1306893714.97,9.0287634,3.6486299,801.74,46.4,7.3,11.2,902967.56,-316865.06,-1.0,129.35507976135227,50774909.34156341,7.394370086937636,24408.654795353577,91.4,37.39881366375134
1306893715.18,9.0288211,3.6488976,801.87,44.2,7.0,12.1,902968.19,-316834.59,-1.0,135.18561592954572,57075946.1208247,7.430501130594818,24664.34143711131,90.30000000000001,37.4001533400418
1306893715.39,9.0288837,3.6491646,801.99,42.1,6.7,12.8,902969.19,-316804.13,-1.0,135.23888778589705,55442106.69519736,7.334417320363669,24553.97208644447,89.69999999999999,37.40142411869447
1306893715.61,9.0289513,3.649432,802.09,39.8,6.5,13.6,902970.63,-316773.59,-1.0,129.15412869978024,53039850.10444769,7.1898666563217315,24209.385062367186,90.89999999999999,37.40262599970934
1306893715.82,9.0290221,3.6496949,802.18,37.5,6.3,14.3,902972.38,-316743.47,-1.0,133.90085503821845,55441059.490513206,7.055408263793122,23902.941604627467,92.3,37.40375898308642
1306893716.03,9.0290968,3.6499571,802.27,35.5,6.2,14.8,902974.5,-316713.41,-1.0,133.78877709441093,51529300.47803406,6.96106164828612,23913.57332423834,92.8,37.40481541353261
1306893716.24,9.0291724,3.65021,802.34,33.3,6.0,15.4,902976.81,-316684.38,-1.0,129.01273866466278,50587586.81619925,7.151021579592898,23366.014320613707,89.5,37.405772325168655
1306893716.46,9.0292584,3.6504856,802.42,31.2,5.9,16.0,902979.69,-316652.69,-1.0,135.02981174508122,54372110.61243185,7.064334757491428,24263.305838464687,86.60000000000001,37.40665268387383
1306893716.67,9.029341,3.6507396,802.49,29.4,5.8,16.5,902982.56,-316623.44,-1.0,130.38527525447046,53724465.502158746,7.1640425778895365,24138.03659941296,87.20000000000002,37.407464144941194
1306893716.9,9.0294347,3.6510175,802.56,27.3,5.8,17.0,902986.0,-316591.41,-1.0,130.54038916925836,54524486.01692512,7.028944821505627,23764.164180355354,87.90000000000002,37.40820670837076
1306893717.11,9.029524,3.651274,802.63,25.6,5.7,17.4,902989.38,-316561.81,-1.0,132.38160920248077,57647857.674437,7.212793520773321,24030.2750589661,87.3,37.408888029455625
1306893717.33,9.0296246,3.6515542,802.71,23.6,5.6,17.9,902993.38,-316529.44,-1.0,138.81406394050785,55377414.021304645,7.412656927662747,24449.341717038915,87.7,37.40953107407505
1306893717.54,9.029716,3.6518023,802.79,22.0,5.6,18.2,902997.13,-316500.75,-1.0,128.3859274259597,51367980.43099407,7.49153932860284,24630.05680018087,89.69999999999999,37.410143497522114
1306893717.75,9.0298144,3.6520632,802.88,20.5,5.6,18.5,903001.19,-316470.56,-1.0,135.6759133095802,54482978.20840459,7.483139126367369,25120.47928110955,89.9,37.4107482656761
1306893717.96,9.0299105,3.6523128,802.97,19.0,5.5,18.9,903005.25,-316441.66,-1.0,129.62785957979355,50650790.36687587,7.792748072138229,25942.49159167089,91.80000000000001,37.411353033830075
1306893718.17,9.0300092,3.6525643,803.07,17.6,5.5,19.1,903009.56,-316412.5,-1.0,131.06266263985262,50407534.860022135,7.5642550265508195,26290.814396112313,91.40000000000002,37.41196545727714
1306893718.59,9.030215,3.6530758,803.31,15.0,5.5,19.6,903018.69,-316353.13,-1.0,133.74741141473814,54612656.7986567,7.564106293046198,26789.423405186153,91.30000000000001,37.41270802070672
1306893719.02,9.0304289,3.6535919,803.58,12.5,5.5,20.1,903028.38,-316293.16,-1.0,132.0481164205321,54016387.89219637,7.768295064941166,26746.82893740095,91.5,37.413596034704966
1306893719.44,9.0306416,3.6540936,803.87,10.3,5.5,20.4,903038.25,-316234.81,-1.0,131.71993362801607,54536929.18421877,7.709858729167865,27008.939463019065,90.60000000000001,37.414652465151164
1306893719.65,9.0307515,3.6543489,804.03,9.4,5.5,20.6,903043.38,-316205.13,-1.0,134.26613494164116,55574334.67264795,7.601593085532889,26878.06458939926,90.6,37.41577779323515
1306893719.88,9.0308679,3.654617,804.21,8.3,5.5,20.7,903048.88,-316173.88,-1.0,128.81831398181603,52987739.004719615,7.632768551534653,26802.591674992338,90.9,37.41698732954311
1306893720.09,9.0309799,3.654873,804.39,7.5,5.5,20.8,903054.19,-316144.06,-1.0,135.1010131834904,51080564.52283392,7.702612493808912,26621.06350001565,92.0,37.41827341878195
1306893720.3,9.0310926,3.6551288,804.57,6.6,5.5,21.0,903059.56,-316114.28,-1.0,134.9769082428339,50985300.796760954,7.871441814060696,26923.66494124489,89.10000000000001,37.41963606095169
1306893720.51,9.0312011,3.6553737,804.75,5.8,5.5,21.0,903064.75,-316085.75,-1.0,128.98185236427324,47619524.858540386,7.813504290788897,26674.078157410466,87.9,37.421067600759216
