flight id:901
flight code:F-15C
origin:US
date:2011-06-01
from:novorossiysk
to:krasnodar pashkovsky
motor(s):2
mass aircraft:29498
mass fuel:29498
lift coef:1.408162940600709
drag coef:0.016385370250972982

timestamp,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893650.71,4.1806455,933.4317884,-24.9,12.3,81.4,2249362.1454704003,-932907.4773596,-1.0,403.5633950000233,52070.10627270035,52070.10627270035,297.61799057590974,0.07608685084587789,3.4196369422270068,87.20000000000002,0.3028538716202826
1306893651.15,4.180784,969.9475375999999,-37.7,14.1,79.9,2249609.0286804,-932828.5403492,-1.0,406.43615324089893,56255.04882788818,56255.04882788818,299.0074728673487,0.07569585789666519,3.434300707278402,86.20000000000002,0.3035157482607026
1306893651.58,4.1809395,1009.7441267999999,-41.5,14.3,78.3,2249848.9565096,-932744.1571444,-1.0,408.6811959607754,60976.123619827136,60976.123619827136,299.4910850994323,0.0790040071242353,3.4343086014252626,85.5,0.304224704953616
1306893652.0,4.1811144,1052.2638132,-47.9,15.3,76.5,2250084.7504804004,-932653.0154092,-1.0,416.291468058168,65269.06127416294,65269.06127416294,298.2379071127595,0.07999016631467973,3.56024694107828,86.20000000000002,0.3049822727576405
1306893652.43,4.18132,1099.0814,-52.5,15.7,74.4,2250326.1218792,-932549.9642247999,-1.0,422.4649833560735,68984.44366341212,68984.44366341212,299.3830124979483,0.08041958136475698,3.5989545276950765,86.2,0.30579434624845414
1306893652.85,4.1815519,1147.9331075999999,-54.3,15.5,72.4,2250563.7531204,-932437.5954548,-1.0,433.3420038626676,71205.94443542804,71205.94443542804,301.2260973580536,0.07847865230153167,3.6888732926780197,86.6,0.30665908815571574
1306893653.28,4.1818147,1199.2454452,-56.3,15.8,70.3,2250802.6638892,-932313.6453196,-1.0,433.35694522167034,72371.3547776991,72371.3547776991,301.66792211922404,0.07693382568714979,3.70619505240802,89.1,0.3075809385494165
1306893653.72,4.1821189,1254.3635571999998,-58.0,15.8,68.1,2251049.12059,-932173.58626,-1.0,445.9608402885215,72742.80136418843,72742.80136418843,301.59681774170593,0.07779591299065705,3.7969541661837667,89.8,0.3085598208766256
1306893654.14,4.1824368,1308.0052912,-58.8,15.7,66.0,2251280.2229596,-932030.04951,-1.0,448.1738291302565,72845.8672094376,72845.8672094376,303.2072166567745,0.0762737880828056,3.8051503070596344,87.5,0.3095859363621899
1306893654.56,4.1827856,1363.1562116,-59.5,15.7,64.0,2251510.7019696,-931875.3250956001,-1.0,457.0886916712125,72954.22054374764,72954.22054374764,303.78521129681513,0.07672612704404658,3.848010469936744,87.4,0.310661505041105
1306893654.99,4.1831676,1419.9803604,-60.0,15.7,62.0,2251740.55762,-931708.4287648,-1.0,456.56158945570485,73808.88369756893,73808.88369756893,303.20303507468986,0.07600977757510573,3.8423159690249196,87.8,0.3117967850061094
1306893655.41,4.1835774,1477.4934856,-58.8,14.9,60.0,2251966.7387296,-931531.5586804,-1.0,472.20971449511364,74704.30874370967,74704.30874370967,302.96425636569876,0.07343547833689491,3.8553449161684217,89.19999999999999,0.3129810588468793
1306893655.84,4.1840098,1534.9738024,-53.0,13.5,58.6,2252189.4093404002,-931346.81458,-1.0,464.26291832797256,74720.84778430876,74720.84778430876,302.4761958796888,0.07180010864681123,3.7936119579386833,89.4,0.31420659471739554
1306893656.26,4.1844616,1591.8963764,-46.0,12.9,57.7,2252411.6862504003,-931154.88544,-1.0,481.9220471444685,74840.54841080365,74840.54841080365,304.12606261988304,0.07217638546291756,3.7691030750220493,90.1,0.31546573732456956
1306893656.68,4.184931,1648.458058,-40.1,12.9,56.9,2252634.58652,-930956.39462,-1.0,485.3059020525561,73077.65757577833,73077.65757577833,303.1522139525389,0.07103308904407374,3.7616451220328386,91.89999999999999,0.31674761615221614
1306893656.89,4.1851726,1676.837324,-37.4,12.7,56.5,2252746.7584396,-930854.5901547999,-1.0,492.312568464278,70046.85504602821,70046.85504602821,301.1874149821358,0.07081063047083454,3.6993740589868587,93.39999999999998,0.3179817259509913
1306893657.32,4.1856687,1734.1535988,-31.0,12.6,55.8,2252971.8896804,-930645.9615392,-1.0,486.8023405822285,67039.97229002946,67039.97229002946,300.7627865436567,0.06988173862813549,3.7943309303529755,93.6,0.31922984493611817
1306893657.74,4.1861722,1791.4370652,-25.3,12.6,55.2,2253194.78995,-930434.8394852001,-1.0,498.44652816481175,64080.21203550916,64080.21203550916,301.33815032791006,0.06995821370351635,3.7218326944017828,91.9,0.32048301641468335
1306893658.18,4.1866989,1850.9186943999998,-20.1,12.6,54.7,2253423.0051804003,-930214.6295044,-1.0,491.24649453715006,61613.538484234894,61613.538484234894,300.55168426481606,0.07169681609455121,3.7643451360285973,91.90000000000002,0.32174981431494587
1306893658.61,4.1872103,1908.5630532,-15.6,12.6,54.4,2253640.7873396,-930001.1452456,-1.0,483.20941188816636,61704.56124656859,61704.56124656859,300.83662769941884,0.07084203960585146,3.7384652671087424,90.80000000000003,0.32302243023795546
1306893659.05,4.1877484,1969.4554435999999,-11.5,12.6,54.1,2253867.36215,-929776.93264,-1.0,493.8493111230285,64572.96028312717,64572.96028312717,301.7267142194434,0.07148192052772676,3.767078981050541,92.60000000000002,0.32430453872439463
1306893659.48,4.1882731,2029.1667316,-8.1,12.6,53.9,2254086.35822,-929558.4615043999,-1.0,490.4353081310985,66095.2400166039,66095.2400166039,300.73143747690744,0.07376605193156763,3.6844922529749025,93.00000000000001,0.32559177625720304
1306893659.9,4.1887913,2088.7795944,-5.6,12.6,54.0,2254302.4999592,-929342.7462743999,-1.0,495.9705591533306,69141.63834707547,69141.63834707547,300.2136069927029,0.07442262318349231,3.6664099321672112,93.0,0.3268839897305188
1306893660.33,4.1893153,2149.8032184,-3.9,12.6,54.0,2254521.88973,-929124.4719892,-1.0,491.0887267950625,70251.28172499327,70251.28172499327,299.1089977564529,0.0739972072287646,3.6272005682075408,92.30000000000001,0.32818577232019513
1306893660.75,4.1898211,2209.2520392,-2.9,13.3,54.0,2254734.1272695996,-928913.6780192,-1.0,486.05185559600244,69826.79669984116,69826.79669984116,300.13679320980845,0.07562388949662234,3.650879396697686,92.3,0.3294942915677892
1306893661.17,4.1903296,2269.4226448,-2.1,13.3,54.0,2254947.7755704,-928701.7357552,-1.0,489.17513820240316,68977.19448659883,68977.19448659883,301.2055028337639,0.0785091570985948,3.6699934077849656,90.5,0.3308769906054095
1306893661.6,4.1908508,2331.4633292,-1.4,13.3,54.0,2255167.395,-928484.4785304,-1.0,490.6135599229607,69072.28642467872,69072.28642467872,300.41956719596755,0.07879162691054473,3.652077640221018,90.10000000000001,0.33227071326507696
1306893662.03,4.1913726,2393.864906,-1.0,13.3,54.0,2255387.8346396,-928266.92603,-1.0,491.98176526813245,68236.05556964526,68236.05556964526,299.13214180530707,0.07731410453429124,3.64752433721071,91.5,0.3336763781819624
1306893662.5,4.1919423,2462.3032284,-0.7,13.3,54.0,2255629.17323,-928029.2619804,-1.0,492.345188842993,68114.17177688291,68114.17177688291,299.3196057157135,0.07876954195295689,3.592101590306001,92.39999999999999,0.33510294204897906
1306893662.94,4.1924742,2526.4436504,-0.5,13.3,54.0,2255855.3543395996,-927807.3131543999,-1.0,492.09414463539105,67809.91342406099,67809.91342406099,296.8860599320099,0.08034971166935856,3.5544796235351894,91.5,0.3365446633963106
1306893663.79,4.1935,2650.6562528,-0.5,13.5,54.0,2256294.36354,-927378.8354504,-1.0,493.20592617995413,66539.68788411141,66539.68788411141,295.89558335834624,0.08062160524533661,3.5379263828389518,88.19999999999999,0.33813413190024766
1306893664.65,4.1945364,2776.6733172,-0.1,13.5,54.0,2256741.8044992,-926945.56772,-1.0,495.02966283294614,66139.96712793273,66139.96712793273,296.23496267047244,0.07987769483120767,3.6181214233005714,86.20000000000002,0.3398783138775005
1306893665.91,4.1960615,2962.9594124,-0.0,13.5,54.0,2257409.02893,-926306.9194056,-1.0,501.2086671254517,65533.93375513462,65533.93375513462,295.8782071600097,0.07983457479595814,3.700294689833087,85.0,0.34191806672089514
1306893709.42,4.2472353,9390.8795656,-0.0,14.0,54.0,2283840.29618,-904400.2585996,-1.0,589.82392699929,65525.6345156697,65525.6345156697,296.85075880095667,0.07927154652453232,3.6553367871262603,87.70000000000002,0.35881391099036136
1306893711.54,4.2497116,9702.920258,-0.0,14.0,54.0,2285149.7778492,-903335.6260196,-1.0,594.1531581564744,66906.00043768845,66906.00043768845,296.7778362226245,0.07845171517321262,3.6607417950053467,86.5,0.3762991362747008
1306893717.96,4.2572425,10651.640760799999,-0.0,14.1,54.0,2289129.4367692,-900097.5353647999,-1.0,596.3081393778339,68907.35948313758,68907.35948313758,295.1885355358329,0.07568243373044216,3.690889769449911,88.80000000000001,0.3958576445861619
1306893726.26,4.2669703,11876.2470992,-0.0,14.2,54.0,2294257.3896892,-895914.9892992,-1.0,595.0619252162795,71808.06178756845,71808.06178756845,294.8960395070312,0.07662370782406148,3.6614247208007513,88.80000000000003,0.4181288060034848
1306893733.45,4.2754187,12938.2550072,-0.0,14.2,54.0,2298681.6024292,-892284.4117552001,-1.0,594.3293256304258,75466.80158295952,75466.80158295952,295.37569059901466,0.07671749989276869,3.6491218926583127,87.30000000000001,0.4427323821189703
1306893733.87,4.2759171,13000.8534344,-0.0,14.3,54.0,2298940.9856395996,-892070.4353704,-1.0,597.6679083926671,78784.58287873503,78784.58287873503,295.33480283290356,0.07673482804777267,3.724507214656256,85.8,0.4673223318127586
1306893741.34,4.2847126,14102.920398799999,-0.0,14.4,54.0,2303470.1852595997,-888298.2895804,-1.0,589.9266781981335,80412.456105159,80412.456105159,295.83954501520077,0.07532437746669303,3.842921349146201,87.9,0.49433411002798167
1306893743.91,4.2877481,14481.955844000002,-0.0,14.4,53.8,2305004.6013192,-886999.5034496,-1.0,585.6166579185424,80439.14731482959,80439.14731482959,295.3367108100789,0.07581808309639179,3.8030982302223815,91.3,0.521940474857378
1306893753.2,4.2987828,15851.739352399998,-0.0,13.8,53.8,2310394.3980795997,-882298.5518556001,-1.0,577.8447427632874,78963.08161363125,78963.08161363125,295.25423456701094,0.0766972878920297,3.740701858987191,93.50000000000001,0.5524489612965732
1306893753.63,4.2992985,15913.812845199998,-0.0,11.7,53.8,2310637.8035992,-882079.7854443999,-1.0,572.1310664751563,75984.2322885057,75984.2322885057,297.4838991436478,0.0768395846258285,3.7090589691711484,91.80000000000003,0.5826676183394428
1306893754.06,4.2998146,15971.7196712,-0.0,10.6,53.8,2310880.5857592,-881860.9862247999,-1.0,570.3888817188149,73680.09396362981,73680.09396362981,297.8913076795974,0.07440756709162165,3.763910940315859,91.60000000000002,0.5980229114278067
1306893754.48,4.3003301,16024.770854,-0.0,9.8,53.8,2311122.1212,-881642.3838556,-1.0,580.0515874641746,71590.53939891743,71590.53939891743,297.590707560191,0.07333303106294957,3.737968166527246,94.30000000000001,0.6127738956797752
1306893754.91,4.3008462,16073.2288608,-0.0,9.2,53.8,2311363.4597904,-881423.8142947999,-1.0,566.3327100546682,68416.31740883173,68416.31740883173,299.68163732626743,0.0750212143191469,3.7099412330523895,92.20000000000002,0.6254242675082966
1306893755.34,4.3013639,16117.454584000001,-0.0,8.6,53.8,2311604.8311892,-881204.5229492,-1.0,566.3150139529599,67050.82155622731,67050.82155622731,299.261654024654,0.07655575965993557,3.7114942053941493,92.7,0.6353204179894865
1306893755.76,4.3018818,16157.677682399999,-0.0,8.1,53.8,2311845.7432704,-880985.1987952001,-1.0,577.4655777700557,65520.40214732803,65520.40214732803,300.76314802290864,0.07552873358769639,3.760932386439055,94.5,0.6428324039912363
1306893756.19,4.302395,16193.865347600002,-0.0,7.6,53.8,2312083.8338292,-880767.9415704,-1.0,558.9793518544099,62358.41908469828,62358.41908469828,299.63023790570855,0.07315331950765565,3.6685536101403273,97.3,0.6502827648836247
1306893756.61,4.3029068,16226.542514,-0.0,7.1,53.8,2312320.8745192,-880551.3077052,-1.0,568.7375455953792,62876.04536116482,62876.04536116482,301.2185182290158,0.07480618711257496,3.655563296440533,94.5,0.655237882993861
1306893757.03,4.3034319,16256.890284000001,-0.0,6.7,53.8,2312563.6566792,-880329.1292204,-1.0,581.2975371102444,62371.30944131535,62371.30944131535,302.1000756744064,0.074281475077947,3.665201474666696,93.80000000000001,0.6593793965546658
1306893757.45,4.3039382,16283.301045999999,-0.0,6.3,53.8,2312797.4165292,-880114.9559852001,-1.0,561.3293177769417,59293.4376814152,59293.4376814152,300.8249189639803,0.07239542426970279,3.6702971564077784,91.60000000000001,0.6603863738075093
1306893757.87,4.3044598,16307.8417292,-0.0,6.0,53.8,2313037.9349096,-879894.3194952001,-1.0,576.2348632732712,60612.685814419485,60612.685814419485,298.87321233750185,0.07081167077407065,3.69874273014671,91.5,0.6613057745074218
1306893758.29,4.304971,16329.4624648,-0.0,5.7,53.8,2313273.1383292,-879678.1121392,-1.0,564.7882178724393,59631.58654321213,59631.58654321213,297.8376563573429,0.07137165198677546,3.7073386242096724,90.30000000000001,0.662140507665777
1306893758.71,4.3054887,16349.147504800001,-0.0,5.4,53.8,2313511.1960795997,-879459.2144944,-1.0,570.9501039368788,58107.078736814015,58107.078736814015,297.5689285478521,0.07353815678899892,3.6425411581257947,88.8,0.6628973864934236
1306893759.13,4.3060067,16366.798424,-0.0,5.1,53.8,2313749.0569796,-879240.2184244,-1.0,570.6700608837995,59987.14752719316,59987.14752719316,297.3828974440698,0.07392254493849575,3.568394423008601,90.2,0.6635823821189704
1306893759.55,4.3065213,16382.5136476,-0.0,4.9,53.8,2313985.2774596,-879022.6331156001,-1.0,567.0296628675894,60923.93140032619,60923.93140032619,298.6335302455217,0.07089471838880737,3.510668896010693,90.5,0.6642008532475794
1306893759.98,4.3070534,16396.9493436,-0.0,4.7,53.8,2314229.07668,-878797.6987252001,-1.0,571.5410215244248,60432.57734085052,60432.57734085052,297.0703189057543,0.07142740863929446,3.566706652702784,90.7,0.6647591537725137
1306893760.4,4.3075658,16409.3181104,-0.0,4.5,53.8,2314463.8535904,-878581.06486,-1.0,564.0785201182724,61842.414207582966,61842.414207582966,298.6612989697465,0.07167728984721382,3.5261711925566055,87.89999999999999,0.6652618768696265
1306893760.83,4.3080993,16420.768242000002,-0.0,4.3,53.8,2314708.07932,-878355.6055352001,-1.0,572.4399790441265,62258.833519763204,62258.833519763204,298.42853777874865,0.07197402368417687,3.4596003730023206,90.0,0.6657150702204576
1306893761.25,4.3086231,16430.6763788,-0.0,4.2,53.8,2314947.58064,-878134.2472604,-1.0,574.7891658751396,60977.69849110204,60977.69849110204,299.0995055258633,0.07034628414709002,3.479841925278862,89.7,0.6661205710953483
1306893761.68,4.3091494,16439.4362216,-0.0,4.0,53.8,2315188.3286792,-877911.7735,-1.0,565.0922236335704,61310.34765363241,61310.34765363241,300.21416499033006,0.07178986800890239,3.4723522259691304,92.6,0.6664848864934235
1306893762.1,4.309661,16446.9493452,-0.0,3.9,53.8,2315422.0885292,-877695.5333356,-1.0,562.2537414957368,61076.55439249415,61076.55439249415,302.3831675382243,0.07182373675380722,3.5166221035224807,95.80000000000001,0.66680947092037
1306893762.52,4.3101812,16453.675067199998,-0.0,3.8,53.8,2315659.7197704003,-877475.7170556,-1.0,570.7627033592772,62078.18556819505,62078.18556819505,303.539909418048,0.07397628123829514,3.5054115609824334,94.89999999999999,0.6670993003166956
1306893762.95,4.3107114,16459.646195999998,-0.0,3.7,53.8,2315901.9113792,-877251.7013004,-1.0,568.3496293028193,61425.18088050358,61425.18088050358,304.5821163492515,0.07289676141329929,3.595342886174042,93.39999999999999,0.6673571305879116
1306893763.37,4.311238,16464.7971148,-0.0,3.6,53.8,2316142.4297595997,-877029.1291147999,-1.0,577.1908773847099,62275.87403858188,62275.87403858188,305.26091077586574,0.07071783129918371,3.585059200423749,93.4,0.667585794192461
1306893764.64,4.3127984,16476.2800548,-0.0,3.4,53.8,2316854.3720396,-876369.7787,-1.0,566.1730739525099,61649.19621698261,61649.19621698261,304.6843325680511,0.07122507508313339,3.683915381401014,91.10000000000001,0.6678045824689266
1306893874.78,4.4483943,16476.2800548,-0.0,3.4,54.1,2378840.29922,-818934.737492,-1.0,568.3130462214998,59562.45982249319,59562.45982249319,303.63994858052047,0.07279147257393778,3.6688307042016164,91.60000000000001,0.6679896874558032
1306894046.29,4.6582077,16476.2800548,-0.0,3.4,54.4,2475369.99391,-729495.2989344,-1.0,568.3319046683009,59095.64143323196,59095.64143323196,303.1957485274894,0.07266400889223712,3.6962651890311555,94.0,0.6681459319877366
1306894102.92,4.7271251,16476.2800548,-0.0,3.4,54.5,2507243.7810192,-699962.6536324,-1.0,568.3510072111426,58400.36416988685,58400.36416988685,302.50941280442953,0.0727425442755285,3.7175503298562416,92.2,0.6682754595467918
1306894159.51,4.7958088,16476.2800548,-0.0,3.4,54.6,2539093.3555292,-670452.5148928,-1.0,568.3225300665586,58190.03086050547,58190.03086050547,300.37497699329117,0.07505347620466651,3.638133263549614,90.3,0.66838186812072
1306894306.87,4.9737151,16476.2800548,-0.0,3.3,54.6,2621988.27288,-593646.4100728,-1.0,568.0635089373985,59653.2646135813,59653.2646135813,300.17192136811883,0.07398832269597548,3.621918587763783,86.8,0.6684678370621023
1306894328.3,4.998604,16476.2800548,-0.0,3.3,54.9,2633631.7771896,-582858.2535596,-1.0,550.247924341167,60945.42573395834,60945.42573395834,299.7776393762367,0.07524901285108129,3.557616052678158,86.80000000000001,0.6685362753823122
1306894386.0,5.0655297,16476.2800548,-0.0,3.3,55.0,2664998.44486,-553795.5557792,-1.0,550.5183573182112,60973.54177910939,60973.54177910939,298.3668399247997,0.07568163441060673,3.554026401590291,86.2,0.6685890203516911
1306894410.62,5.094022,16476.2800548,-0.0,3.1,55.0,2678377.9072304,-541398.8362224,-1.0,550.3539251186835,61013.84109147432,61013.84109147432,296.44912855396217,0.07635702495985627,3.476203336443104,88.00000000000001,0.6686278326876491
1306894410.83,5.0942695,16482.8089264,-0.0,1.4,55.0,2678494.1802,-541291.0934368,-1.0,560.2781036831518,59799.26573514944,59799.26573514944,294.95460668334505,0.07760362668670397,3.5819321032228233,85.7,0.6686698602467043
1306894411.04,5.094509,16481.857482800002,-0.0,-1.2,55.0,2678606.7458204003,-541186.7955332,-1.0,543.4898260272888,56536.499967185504,56536.499967185504,293.423860801043,0.07694851868880177,3.469305744934739,86.2,0.6686828742449545
1306894411.67,5.0952465,16467.848296,-0.0,-4.2,55.0,2678953.4978,-540865.7653392,-1.0,556.8178425703513,57032.56135773179,57032.56135773179,294.8925983325867,0.07682797446492091,3.472103974260524,83.80000000000001,0.6686632001417173
1306894411.88,5.0954832,16459.3837288,-0.0,-4.7,55.0,2679064.8495095996,-540762.6485380001,-1.0,538.688799777656,56800.55848985763,56800.55848985763,296.26592393040397,0.07876582110406817,3.5846866871593965,82.10000000000001,0.6686237753823123
