flight id:701
flight code:F-14B
origin:US
date:2011-06-01
from:beslan
to:tbilissi-lochini
motor(s):2
mass aircraft:44040
mass fuel:44040
lift coef:1.3582186375634022
drag coef:0.017830377164784177

timestamp,longitude,latitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893645.18,2.0038608,6.9748717,2.1,9.5,43.5,967968.5677203999,-18907.710578799997,-1.0,275.49559875459806,3419.0980819652973,3419.0980819652973,297.40213897171753,0.07422849757661605,3.8861590863973134,92.20000000000002,0.29894810062395827
1306893645.62,2.0043101,6.9752461,2.5,9.2,43.5,968076.4417396,-18764.0754036,-1.0,275.4517249307659,3993.546928027695,3993.546928027695,296.57114178689517,0.07682041718182847,3.807195692531135,94.0,0.29959428391354703
1306893646.04,2.0047471,6.9756119,2.8,9.0,43.6,968181.2317692001,-18623.7538768,-1.0,281.0007236478125,4408.018659567101,4408.018659567101,295.1743597729102,0.07644107849009601,3.699443583870394,91.2,0.30024988321363455
1306893646.47,2.0052015,6.9759935,3.2,8.8,43.6,968290.0900404,-18477.362795999998,-1.0,285.5376247880353,4434.104859050109,4434.104859050109,296.68505974219573,0.07547158942790784,3.685475835674184,88.8,0.30090800876044116
1306893646.89,2.0056601,6.9763798,3.6,8.6,43.6,968399.9981804,-18329.2656784,-1.0,295.2852898248254,4640.784541193433,4640.784541193433,296.48327184535214,0.07886534010977617,3.6434952409166668,88.09999999999998,0.3015600100727771
1306893647.31,2.0061155,6.976764,4.1,8.6,43.8,968509.1845356001,-18181.9559624,-1.0,293.15001151247094,4774.626823823517,4774.626823823517,295.1429174795417,0.07726756653266781,3.7188668955359883,88.1,0.30213836746560296
1306893647.73,2.0065848,6.9771593,4.4,8.7,43.9,968621.6845392,-18030.348346,-1.0,301.7150533268615,5066.460370967786,5066.460370967786,294.5611450491067,0.07781763242973798,3.7047754834684254,87.3,0.3026941417438182
1306893648.15,2.00706,6.9775576,4.4,8.9,44.0,968735.5624956001,-17877.5596272,-1.0,304.4432850382768,4873.959366265339,4873.959366265339,296.35749482831443,0.08032849503835568,3.652992429483223,88.6,0.30322273973156977
1306893648.58,2.007562,6.9779761,4.7,9.2,44.1,968856.0349403999,-17716.9953176,-1.0,313.3544216320882,5098.029935854895,5098.029935854895,294.9288260878401,0.08008201485166128,3.6299508597516326,86.20000000000002,0.3037233958995488
1306893649.0,2.0080502,6.9783805,4.8,9.5,44.1,968973.12812,-17561.7787772,-1.0,310.69558193867397,5277.784966435127,5277.784966435127,297.1940991883796,0.08349116778654679,3.547057018982574,87.50000000000001,0.30419603369482434
1306893649.44,2.0085801,6.9788168,4.8,9.8,44.4,969100.3590952001,-17394.2590868,-1.0,321.1306453688218,5988.465469488619,5988.465469488619,296.2849001643689,0.0806386236245914,3.5110746803499495,85.10000000000001,0.304644327658079
1306893649.86,2.0090954,6.9792385,4.8,10.0,44.4,969224.11238,-17232.3496328,-1.0,326.1197392068438,6535.395965758474,6535.395965758474,296.2657708996637,0.07884804075090052,3.4916753882201292,86.80000000000001,0.30507095714189353
1306893650.29,2.0096437,6.9796843,4.8,10.0,44.7,969355.9693396,-17061.0569764,-1.0,338.2464115624141,7228.085552201389,7228.085552201389,296.2046179150138,0.0786984542134751,3.491513439053436,86.4,0.30548633334486813
1306893650.71,2.0101775,6.9801156,7.7,14.4,44.9,969484.2173752001,-16895.341748,-1.0,335.8659926871076,7508.911516426745,7508.911516426745,294.3081876195596,0.0768320421210272,3.593053915831392,89.5,0.3058947432311323
1306893651.15,2.0107464,6.9805664,31.5,18.6,46.0,969621.1924452,-16721.883737199998,-1.0,339.1195782263977,7753.893093813287,7753.893093813287,294.9762225664103,0.07613922122098567,3.4943013727529553,87.7,0.30631517192754526
1306893651.58,2.0113206,6.9809914,50.0,21.7,48.7,969760.1360192,-16557.808928799997,-1.0,339.213616181612,8670.927898348227,8670.927898348227,294.0519258866814,0.07695920105926934,3.4079986210352335,87.39999999999999,0.30676645145510434
1306893652.0,2.0119157,6.9813877,53.7,20.4,51.7,969905.1819556,-16403.8391076,-1.0,343.41230650326213,10726.10256106625,10726.10256106625,293.91983238375855,0.07710399692607345,3.3740174533011222,88.30000000000001,0.3072609833886126
1306893652.43,2.0125559,6.9817709,59.9,23.1,54.8,970062.0717243999,-16253.9047196,-1.0,345.45638430914676,14609.003662101208,14609.003662101208,291.9576789350264,0.07412315869546252,3.415248679436726,86.4,0.3078100210089101
1306893652.85,2.0132216,6.9821183,66.9,27.3,59.1,970226.409,-16116.6015656,-1.0,350.5830233313234,19328.33605022187,19328.33605022187,292.5920482190811,0.07411553187892904,3.4942746339590456,87.4,0.3084183105977115
1306893653.28,2.0139279,6.982425,69.7,26.5,64.1,970402.2292156001,-15993.504448799998,-1.0,344.8302602332043,25144.097129588998,25144.097129588998,291.84132755467346,0.07421324581700708,3.5030294774535653,89.50000000000001,0.3090933543422435
1306893653.72,2.0146927,6.9826954,71.7,27.6,68.9,970593.86308,-15882.6776736,-1.0,348.9976485590593,31170.516389388053,31170.516389388053,293.1574638980122,0.07546537986292631,3.5820589798238514,92.4,0.3098379081480178
1306893654.14,2.0154409,6.9829014,74.2,30.7,74.3,970782.7082304,-15795.5713716,-1.0,344.7871692246179,36113.25481210369,36113.25481210369,295.5963041417987,0.075000442847314,3.5984917173926947,92.20000000000002,0.3106471491803887
1306893654.56,2.0162087,6.9830504,75.6,30.4,80.1,970978.0166356001,-15728.9703196,-1.0,343.5491669004807,39032.19746953402,39032.19746953402,296.55421736496754,0.07748145354853692,3.627058956325527,93.4,0.3115176325574665
1306893654.99,2.0169928,6.9831416,76.2,30.4,85.6,971178.7712352001,-15683.136984800001,-1.0,336.093961329306,40256.724254515844,40256.724254515844,298.3865296132094,0.07894966072916809,3.6014342334288756,91.4,0.3124479037735645
1306893655.41,2.0177746,6.9831743,77.0,31.0,91.5,971380.2476196,-15658.694726800002,-1.0,340.14237772016224,38381.92892323711,38381.92892323711,298.6580913750431,0.07908590418891714,3.7325068200616918,94.2,0.31342142739561174
1306893655.84,2.0185425,6.9831475,77.5,31.0,97.4,971579.4602243999,-15656.102863199998,-1.0,327.28561822304084,34564.18724901155,34564.18724901155,299.72406151644327,0.07829477764774975,3.7422266625245424,95.30000000000001,0.31442220386105363
1306893656.26,2.0192937,6.9830629,77.5,30.4,103.1,971775.6872648,-15674.9020764,-1.0,332.35620647430875,30030.527367866325,30030.527367866325,301.337163744896,0.07849141970770047,3.7794817233753415,95.10000000000001,0.31543821435974123
1306893656.68,2.0200231,6.9829228,77.5,30.6,108.8,971967.5179796,-15714.239348,-1.0,330.91447504320354,26654.23509186778,26654.23509186778,302.1495608986575,0.0794794769359557,3.762101003366888,95.00000000000001,0.3164578993991113
1306893656.89,2.0203783,6.9828322,77.8,30.8,111.5,972061.4156204,-15741.568745199998,-1.0,331.03241017467326,26758.483189248447,26758.483189248447,301.9694034101662,0.07719361785439567,3.75961547192881,95.70000000000002,0.31742774848047617
1306893657.32,2.0210646,6.9826097,77.7,30.8,117.6,972244.0271747999,-15811.6146792,-1.0,323.9570816113345,32702.452645144946,32702.452645144946,301.7964567115266,0.07490821417099891,3.8340136143755843,93.50000000000001,0.3183865739397937
1306893657.74,2.0217049,6.9823377,77.4,29.9,123.4,972415.7463404,-15900.4598264,-1.0,328.31952921299154,40916.12423711528,40916.12423711528,299.94271402781237,0.07632888400674101,3.8288249241664043,90.0,0.3193245004489801
1306893658.18,2.0223184,6.9820103,69.0,24.6,128.5,972581.8552696,-16009.9414572,-1.0,323.0040909811674,49195.606171803585,49195.606171803585,298.6619172900345,0.07678716838936914,3.866595437791299,88.2,0.32024573841923376
1306893658.61,2.0228751,6.9816622,49.4,18.7,131.6,972733.79097,-16127.8548468,-1.0,320.01053367088815,57699.88815513511,57699.88815513511,296.7164472780605,0.0753500552946213,3.946694625839963,88.8,0.3211456946747019
1306893659.05,2.0234426,6.9812781,29.5,14.1,132.9,972889.2371692,-16258.727554399999,-1.0,330.400022986268,63932.156047838325,63932.156047838325,294.85911982102846,0.07332945319300009,3.8884455762241785,87.60000000000001,0.32202957481468436
1306893659.48,2.0239928,6.9808937,16.1,14.5,133.5,973040.2542343999,-16389.9611544,-1.0,332.6953187582201,65018.40538439041,65018.40538439041,295.9431689216587,0.07373065853725774,3.8065980336297773,85.0,0.3228967664157343
1306893659.9,2.0245389,6.9805057,5.4,15.0,133.8,973190.3526643999,-16522.638324,-1.0,340.89273413209213,63581.497665951196,63581.497665951196,295.94450671663674,0.07465767239513407,3.8178356590128733,86.60000000000001,0.3237504847009487
1306893660.33,2.0250976,6.9801062,-3.4,15.4,133.8,973343.8303596,-16659.219693199997,-1.0,341.7623082080147,57456.19840580197,57456.19840580197,294.71769105360136,0.07123133666250255,3.789854996581506,85.60000000000001,0.32459800219876134
1306893660.75,2.0256452,6.9797164,-9.2,15.4,133.6,973494.3224903999,-16792.487414000003,-1.0,353.8460076341507,48363.259602008024,48363.259602008024,296.27636444426014,0.07256580844905001,3.717420697429751,86.80000000000001,0.3254429168969242
1306893661.17,2.0262056,6.9793217,-12.6,15.4,133.3,973648.2266948,-16927.329938,-1.0,360.07442074663163,39489.69677487682,39489.69677487682,296.87707052097267,0.07252943124656147,3.6242252326592057,88.7,0.3263378206589539
1306893661.6,2.0267913,6.9789152,-14.6,15.4,132.9,973808.9878548,-17066.043853199997,-1.0,364.841441212235,31512.97557531635,31512.97557531635,296.1039803932874,0.07292051150339283,3.587561741551955,89.5,0.3272435183842382
1306893662.03,2.0273898,6.9785067,-15.1,15.2,132.5,973973.0298547999,-17205.315511200002,-1.0,369.57657944599043,25421.61053385543,25421.61053385543,297.1911616664852,0.07075705475951306,3.468453565649431,91.7,0.3281663639660405
1306893662.5,2.0280572,6.978059,-14.4,15.0,132.0,974155.8382596,-17357.7433376,-1.0,373.7608238670497,21637.13799992744,21637.13799992744,296.0399772785599,0.0698503310110459,3.4347654442052504,90.69999999999999,0.3291187589791639
1306893662.94,2.0286931,6.9776392,-13.1,15.0,131.7,974329.8212047999,-17500.492685999998,-1.0,377.2670509196892,19664.988316149895,19664.988316149895,296.0332277465973,0.06830749245191121,3.340880492726216,89.8,0.3300984068356818
1306893663.36,2.0293095,6.9772379,-11.6,14.7,131.4,974498.3579556001,-17636.8443964,-1.0,380.4878263228095,18741.743160751532,18741.743160751532,296.1016647607902,0.06832245681262564,3.3344955209552376,93.3,0.33109612118388826
1306893663.79,2.0299528,6.976824,-9.8,14.6,131.1,974674.2109796,-17777.362773599998,-1.0,385.5365350968295,18247.496466887595,18247.496466887595,295.16067507707476,0.06751346268166579,3.312821185298669,92.39999999999999,0.33211902144635547
1306893664.22,2.0306031,6.9764114,-8.0,14.6,130.7,974851.7700404,-17917.290599599997,-1.0,387.0170131234212,18296.402899196328,18296.402899196328,295.635644675288,0.0665180896513351,3.287433888548083,92.6,0.33316703107015244
1306893664.65,2.0312707,6.975993,-6.0,14.6,130.5,975033.9550856,-18059.0228876,-1.0,394.6299281303557,18564.747383597052,18564.747383597052,295.98786661961105,0.06737075354160915,3.297182040292732,94.0,0.3342377769144219
1306893665.07,2.0319428,6.9755739,-4.1,14.3,130.5,975217.2884247999,-18200.952026,-1.0,405.22561689155964,19066.41383430886,19066.41383430886,295.5646489605849,0.06592423474747655,3.3399672565633134,91.80000000000001,0.33533110587330206
1306893665.49,2.0326103,6.9751582,-2.9,14.3,130.5,975399.47347,-18341.6672536,-1.0,402.4916262084009,19911.113969873673,19911.113969873673,295.4776396252087,0.06580664078118886,3.451427708108058,89.70000000000002,0.33644211855921635
1306893665.91,2.0332794,6.9747423,-2.2,14.3,130.5,975581.9865992,-18482.5137148,-1.0,403.0484164062817,21011.19945894955,21011.19945894955,295.6778861972906,0.06762752118312129,3.443590407563539,87.50000000000001,0.33756537971407197
1306893666.35,2.0339973,6.9742967,-1.5,14.1,130.5,975777.7871304,-18633.333929599998,-1.0,411.95318550639524,22360.29747945087,22360.29747945087,295.63832695724466,0.0688468279759047,3.4979156478597733,85.5,0.33870617149009996
1306893666.77,2.0346897,6.9738679,-1.1,14.1,130.5,975966.6650892,-18778.4454828,-1.0,415.69957764073484,23933.740491123324,23933.740491123324,296.8759700125534,0.07019384481883745,3.474625642265643,88.2,0.33984795845422944
1306893667.21,2.0354157,6.9734193,-0.8,14.1,130.5,976164.6309747999,-18930.282757999998,-1.0,415.6071217299984,25642.713953653794,25642.713953653794,299.53451172557135,0.07015206200588604,3.5317991462817377,88.60000000000001,0.34100199388730035
1306893667.65,2.0361579,6.9729618,-0.6,13.9,130.5,976367.0259943999,-19085.0727892,-1.0,423.97739799520616,27296.516332542727,27296.516332542727,299.95562371175464,0.07306989568335523,3.6324711485534986,88.50000000000001,0.34217455512964506
1306893707.26,2.128124,6.9233428,-0.6,13.4,130.5,1001305.4126192,-35673.655997199996,-1.0,502.3048838683212,28440.31231649765,28440.31231649765,300.8213232605326,0.07352201807002136,3.640846012969141,90.10000000000002,0.35663417892667043
1306893714.11,2.1449224,6.9145611,-0.6,13.5,130.7,1005858.4967544,-38598.098348,-1.0,525.970644496387,30246.242443435305,30246.242443435305,299.1479342960327,0.07394527308117196,3.694661011411855,90.10000000000001,0.3733370332573791
1306893720.95,2.1616884,6.9057863,-0.6,13.6,130.7,1010404.2974247999,-41519.6535596,-1.0,525.9782312809602,33206.229257921834,33206.229257921834,297.5713219872727,0.07512945706220941,3.687122883850524,90.5,0.39227768286367826
1306893727.33,2.1772853,6.897612,-0.6,13.7,130.7,1014634.5140956001,-44240.8806808,-1.0,524.8388887267902,37419.75205897916,37419.75205897916,296.13030776809836,0.07628037286648498,3.7143919845685636,93.4,0.4132935293203712
1306893731.35,2.1871304,6.8924431,0.8,13.7,130.7,1017305.5443647999,-45961.4187936,-1.0,526.1784019699259,43969.92118967164,43969.92118967164,296.8091715362582,0.0789438528857446,3.683673915620158,94.60000000000002,0.43557961855921634
1306893731.56,2.1876237,6.8921838,4.2,13.7,130.7,1017439.4354452001,-46047.7705024,-1.0,504.29166118960904,51784.13564698716,51784.13564698716,298.41473349235474,0.07675911297794064,3.64990095431295,97.1,0.45782069467470193
1306893731.77,2.1881413,6.8919113,9.4,13.7,130.8,1017579.8882056001,-46138.4857284,-1.0,530.1530210550497,64106.10333343804,64106.10333343804,299.19165157097376,0.0762143691462208,3.6116368237157115,99.0,0.4800120113851131
1306893731.98,2.1886588,6.891638,15.4,13.7,130.9,1017720.3737743999,-46229.49623,-1.0,530.6760351830268,66544.7512233628,66544.7512233628,299.19697575219317,0.07547440826184329,3.7008786696839557,98.80000000000001,0.5021580087604413
1306893732.19,2.1891782,6.8913624,23.1,13.8,131.1,1017861.3514692,-46321.3269416,-1.0,533.3711474494991,67156.13205153737,67156.13205153737,298.2497575732333,0.07716276145886856,3.670353899743806,100.4,0.5242536343072478
1306893732.4,2.1896919,6.8910877,33.0,14.0,131.3,1018000.8855943999,-46412.9279944,-1.0,528.7690496714754,64904.551657894845,64904.551657894845,297.6746932873398,0.07686355069775452,3.5661407842710027,97.3,0.5462957493553668
1306893732.61,2.1901824,6.8908226,40.1,14.3,131.7,1018134.1533152001,-46501.3794408,-1.0,505.56574779381856,58143.76497335849,58143.76497335849,297.5020743928401,0.07568819671888871,3.6431131000764143,98.8,0.5550083915250955
1306893732.82,2.1906905,6.8905443,45.7,14.6,132.1,1018272.2766792,-46594.358446399994,-1.0,526.7098586194913,60028.3799853164,60028.3799853164,298.10051320358866,0.07614210445731592,3.572544735367237,98.50000000000001,0.5614376894253581
1306893733.03,2.1911986,6.8902615,50.1,15.0,132.6,1018410.46566,-46688.977871999996,-1.0,529.4500816429921,64214.0167021817,64214.0167021817,298.32106208465456,0.07780234372437594,3.568358125759969,98.70000000000002,0.565587087938044
1306893733.24,2.1917035,6.8899749,54.3,15.4,133.3,1018547.9656643999,-46785.0736756,-1.0,529.7750293273474,68911.42623576875,68911.42623576875,298.18792817555504,0.0779187090816006,3.5709740047184186,96.00000000000001,0.5676184199590414
1306893733.45,2.1922071,6.8896827,57.8,15.8,134.0,1018685.3344352001,-46883.2036,-1.0,532.7021336291782,73207.70752958441,73207.70752958441,298.09946871139095,0.07709620723930838,3.626236108002468,93.9,0.5683376347446932
1306893733.66,2.192692,6.8893941,61.2,16.4,134.8,1018817.7163292,-46980.2836556,-1.0,516.7202612749917,75481.8580480821,75481.8580480821,296.68382569238975,0.07778607341863183,3.626818761446983,93.7,0.5690576916125848
1306893733.87,2.1931995,6.8890834,64.1,16.9,135.7,1018956.4302443999,-47085.106493600004,-1.0,547.8008958845647,74650.09282909134,74650.09282909134,296.3378061845787,0.07885042471617407,3.7401133770374835,91.50000000000001,0.5697790498803014
1306893734.08,2.1936751,6.8887827,67.0,17.6,136.7,1019086.6139756001,-47186.8125336,-1.0,518.4935983759362,73677.03040556631,73677.03040556631,296.0482735969571,0.0796428811758711,3.681363764971678,90.30000000000001,0.5704979584542295
1306893734.29,2.1941433,6.888476,69.5,18.4,137.8,1019215.09167,-47290.815161599996,-1.0,517.8532267678606,79055.06926408174,79055.06926408174,294.87443063689994,0.07923004094516874,3.6936197275277074,88.8,0.5712138049109224
1306893734.51,2.1946446,6.8881336,72.0,19.4,139.2,1019352.9853752,-47407.252173199995,-1.0,539.6978033973097,86247.98570301806,86247.98570301806,295.4854547952772,0.07903759980326637,3.757419252344364,89.8,0.5719335555670902
1306893734.72,2.1950906,6.887814,74.4,20.6,140.8,1019476.0168752001,-47516.3401032,-1.0,512.6544217704015,92695.5558128996,92695.5558128996,295.5100351920739,0.07819093204005768,3.7661586918125955,87.99999999999999,0.5726533827761892
1306893734.93,2.195541,6.887474,76.5,22.0,142.4,1019600.6887952001,-47632.744306399996,-1.0,531.5276254184815,101818.56477294212,101818.56477294212,295.29550018145005,0.08058582146342554,3.877885055851526,88.39999999999999,0.5733730568794262
1306893735.14,2.1959651,6.8871333,78.6,24.0,144.5,1019718.5037596,-47749.870294399996,-1.0,515.3863722230903,108883.97437055579,108883.97437055579,297.2632212614059,0.08063743942470404,3.901416819852269,87.19999999999999,0.5740902812888752
1306893735.35,2.1963648,6.8867888,80.5,26.4,146.7,1019830.1507447999,-47868.800744399996,-1.0,503.8197900935752,113806.26140697258,113806.26140697258,298.02867485447,0.08031119450348292,3.8558784722845365,88.70000000000002,0.5748036780517798
1306893735.56,2.1967469,6.8864301,82.6,29.5,149.6,1019937.5982548,-47993.177388799995,-1.0,505.8981541541576,123271.25800621728,123271.25800621728,297.0110836874367,0.08040827830212058,3.79642407253009,88.5,0.5755130940622785
1306893735.78,2.1971276,6.8860325,84.6,32.2,153.0,1020045.4394656001,-48131.727262,-1.0,514.1754989588379,136116.8524726963,136116.8524726963,298.5630308397547,0.07871044188899896,3.796408095922822,86.4,0.5762249597665655
1306893735.99,2.1974361,6.885668,85.4,32.3,156.3,1020133.9237204,-48259.4503632,-1.0,471.4483050455565,143877.56787270773,143877.56787270773,299.851800783132,0.07656573490134638,3.7077385566695558,89.89999999999999,0.5769260315075979
1306893736.21,2.1977354,6.8852646,84.5,31.2,159.8,1020220.9644056001,-48401.4779268,-1.0,480.8216154676822,157414.72261957877,157414.72261957877,299.7467441650101,0.07803459063204984,3.7015852810423144,90.9,0.5776233521550169
1306893736.44,2.1980071,6.8848413,82.4,30.8,163.4,1020301.2465604,-48551.2482728,-1.0,465.7629285663027,168240.10676625412,168240.10676625412,299.1644891566967,0.07959813102706155,3.7333353538599865,89.7,0.578317381026408
