flight id:b01
flight code:F-15E
origin:US
date:2011-06-01
from:nalchik
to:soganlug
motor(s):2
mass aircraft:37637
mass fuel:37637
lift coef:1.6723900635573576
drag coef:0.01254232652701665

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893643.06,3.1909045,7.0396464,324.146992,0.8,9.8,51.6,1273238.0328696,25972.277734,-1.0,2571.0244044029782,2571.0244044029782,298.4512972471122,0.07710751363211235,3.494510209833796,92.39999999999999,0.2693295562842696
1306893643.48,3.1913605,7.0399178,345.89896120000003,0.9,9.7,51.6,1273348.2362852,26080.2501784,-1.0,3202.990738455793,3202.990738455793,299.0744307088105,0.07787391150916768,3.5638681169446214,90.79999999999998,0.2698541735196151
1306893643.9,3.1918247,7.0401956,368.1430564,1.1,9.4,51.6,1273460.50663,26190.6832528,-1.0,4006.173887470278,4006.173887470278,297.2688361900044,0.07798066500958303,3.5420255588996175,90.0,0.2704265597838321
1306893644.33,3.1922999,7.0404812,390.4527684,1.3,9.1,51.6,1273575.2376048,26304.2331252,-1.0,4471.324312113456,4471.324312113456,296.2258176182932,0.07417939468997298,3.5739392668946315,91.7,0.27104403572433955
1306893644.75,3.1927765,7.0407691,411.90946199999996,1.5,8.8,51.6,1273690.3622804,26418.5703992,-1.0,5256.743658225254,5256.743658225254,298.4055755291607,0.07173442817476199,3.6549233258071743,92.40000000000002,0.27160570457823285
1306893645.18,3.1932732,7.0410703,432.90683799999994,1.7,8.5,51.6,1273810.2113656001,26538.222634,-1.0,5740.856654716626,5740.856654716626,297.02388831153326,0.07085207396913173,3.6707826686270915,93.0,0.27215612015128615
1306893645.62,3.1937805,7.0413791,452.5590696,2.0,8.2,51.6,1273932.7507396,26660.8276248,-1.0,5896.983354327808,5896.983354327808,296.3428619883445,0.0689917173079802,3.6319612049202843,89.2,0.2727181717698339
1306893646.04,3.1942742,7.0416804,469.816288,2.3,8.0,51.6,1274051.87804,26780.4470512,-1.0,6288.02054793144,6288.02054793144,294.5035810842668,0.07055629301142688,3.7114524335105217,90.7,0.27328183099993014
1306893646.47,3.1947874,7.0419944,485.6627452,2.6,8.0,51.6,1274175.6313248,26905.0533544,-1.0,6518.85709151441,6518.85709151441,295.0196528707929,0.07173745067251226,3.6689610874708483,93.39999999999999,0.2737550046657219
1306893646.89,3.1953054,7.0423115,499.4750816,2.9,8.0,51.6,1274300.5985204,27030.9391852,-1.0,6581.499220378201,6581.499220378201,293.7935925735578,0.07029339442863979,3.593002562505335,94.5,0.2742134036158531
1306893647.31,3.1958196,7.0426264,511.0892552,3.2,7.8,51.6,1274424.6798892,27155.906380800003,-1.0,6564.9866758982425,6564.9866758982425,294.48001089368375,0.06812602130605834,3.502394325809136,95.2,0.2746496022160281
1306893647.73,3.1963485,7.0429501,521.325476,3.5,7.9,51.6,1274552.3045652001,27284.384075200003,-1.0,6943.829040662198,6943.829040662198,295.7295831254761,0.06584359012352349,3.534097880618717,95.4,0.2750589307374629
1306893648.15,3.1968824,7.0432762,530.67587,3.8,8.2,51.6,1274681.0775352002,27413.8132132,-1.0,6771.0057796452775,6771.0057796452775,297.00542004734825,0.06790257302599126,3.618103327803979,94.0,0.2754381739570605
1306893648.58,3.1974445,7.0436186,540.026264,4.1,8.5,51.6,1274816.7402692,27549.771222800002,-1.0,7123.487295832073,7123.487295832073,297.9223226428847,0.07056302316341295,3.616197075704488,92.0,0.275787178768959
1306893649.0,3.1979892,7.0439493,549.1798076,4.3,8.8,52.5,1274948.2691447998,27681.103248000003,-1.0,7392.093126614592,7392.093126614592,295.5235321428735,0.0714719810617989,3.5831710438402373,90.5,0.2761074762317761
1306893649.44,3.1985787,7.0443058,559.5800704,4.5,9.1,52.6,1275090.5591756,27822.7371108,-1.0,8159.261275184261,8159.261275184261,294.56217861686537,0.07489708805164716,3.6759417263634777,88.9,0.27640304709791785
1306893649.86,3.19915,7.04465,570.3740339999999,4.5,9.3,52.8,1275228.4856892,27959.515330399998,-1.0,8693.173079109494,8693.173079109494,295.21125563627925,0.07790823570192788,3.69091864490366,92.0,0.276677948672721
1306893650.29,3.1997561,7.0450137,582.8084176,4.5,9.5,52.8,1275374.87677,28104.101949199998,-1.0,9356.211622971017,9356.211622971017,297.4130504627326,0.07851648258901549,3.6392332469897,93.8,0.2769415969666843
1306893650.71,3.2003444,7.0453654,595.8661608,4.5,9.5,53.1,1275517.0683756,28243.9969668,-1.0,9649.520172236742,9649.520172236742,297.98966349308523,0.07742341287155162,3.6694515756666153,92.6,0.27719873826152236
1306893651.15,3.2009679,7.0457371,610.6955575999999,4.5,9.7,53.1,1275667.7901652001,28391.8316172,-1.0,9920.79182213218,9920.79182213218,299.16144866147266,0.07819098054582345,3.6396218529569806,94.5,0.27745825269721797
1306893651.58,3.2015819,7.0461011,626.2467392,4.6,9.7,53.4,1275816.14975,28536.7135116,-1.0,10679.958401786706,10679.958401786706,299.7576676009331,0.07872332094407422,3.756382882165677,94.5,0.27772695348461957
1306893652.0,3.2021945,7.0464622,642.5197056,4.5,9.7,53.4,1275964.3124843999,28680.479920399997,-1.0,11796.59598785023,11796.59598785023,297.07496619410927,0.08066465811506664,3.6674905047796407,92.70000000000002,0.2780097400113037
1306893652.43,3.2028307,7.046835,660.105008,4.4,9.6,53.7,1276118.2823056001,28829.003547199998,-1.0,13436.649551990273,13436.649551990273,295.9764300561056,0.07831211117349621,3.5812990313280006,94.60000000000001,0.27831174132363967
1306893652.85,3.2034683,7.0472068,678.31367,4.2,9.6,53.8,1276272.6130192,28977.1662816,-1.0,14707.518892482933,14707.518892482933,297.2338594610171,0.07614428212352502,3.6224212694012143,95.30000000000001,0.2786344119273142
1306893653.28,3.2041209,7.0475853,697.4409672,4.0,9.5,53.9,1276430.5854652,29128.0849216,-1.0,15470.321784705011,15470.321784705011,297.3776734941401,0.07609427624737086,3.5682013419696745,96.2,0.2789803546219774
1306893653.72,3.2048073,7.0479815,718.011834,3.8,9.5,53.9,1276596.7928196,29286.1229844,-1.0,15997.909080601292,15997.909080601292,298.65357238042645,0.07443578176771608,3.5100891144652944,96.7,0.27935002872521447
1306893654.14,3.2054654,7.0483596,738.0577664,3.6,9.5,53.9,1276756.2088352002,29437.0416244,-1.0,16106.133844995085,16106.133844995085,298.26006352496046,0.0718235582650291,3.486907261107933,96.9,0.2797412907549608
1306893654.56,3.2061352,7.048743,758.7926752,3.3,9.5,53.9,1276918.51199,29590.027193600003,-1.0,16224.6481330322,16224.6481330322,297.54574958452775,0.07303266991892503,3.5076197590882923,93.30000000000001,0.2801519206762206
1306893654.99,3.2068193,7.049133,780.6102612,7.1,12.1,53.9,1277084.2928352,29745.801476800003,-1.0,17233.832298422516,17233.832298422516,296.82393311375455,0.07094919468357862,3.4517172674708636,92.10000000000001,0.28058299023002636
1306893655.41,3.2075058,7.0495191,806.0367712,27.9,15.8,55.2,1277250.7954652,29900.1978072,-1.0,18795.238760775523,18795.238760775523,296.5023223466,0.0714738552262595,3.4345191421618155,90.30000000000001,0.2810387863805075
1306893655.84,3.2081961,7.0498879,836.8438588,39.6,18.8,57.2,1277418.84009,30048.3277332,-1.0,20084.20026322579,20084.20026322579,296.1982522243055,0.07187334558294528,3.3899170620903463,88.9,0.2815301796438496
1306893656.26,3.2088972,7.0502318,873.3267996,42.8,20.8,59.7,1277590.3624052,30187.5993912,-1.0,22821.602901756938,22821.602901756938,297.9926755144857,0.07084584177946276,3.466521158471498,88.5,0.282068729512616
1306893656.68,3.2096092,7.0505471,915.0918928000001,48.7,22.7,62.6,1277765.3952192,30316.6676368,-1.0,25184.08800791189,25184.08800791189,298.3335222955016,0.07087328335641763,3.561061068079917,87.5,0.28266369889144366
1306893656.89,3.2099697,7.0506931,937.7624972,51.5,23.6,64.1,1277854.4700252002,30377.0679012,-1.0,27666.782141163767,27666.782141163767,298.55570415941384,0.07379333687271913,3.5809969248037556,88.8,0.2832690794688715
1306893657.32,3.2107008,7.0509593,986.1220787999999,54.7,24.9,67.6,1278035.8348604,30488.6164612,-1.0,31820.38780173598,31820.38780173598,301.058217072938,0.0724557441275791,3.665430388323999,87.90000000000002,0.2839426687077166
1306893657.74,3.2114339,7.0511874,1037.237566,56.4,25.7,71.0,1278218.8401156,30586.319876399997,-1.0,35674.63831870493,35674.63831870493,300.59491389099605,0.07108165165022912,3.6569018911250635,87.4,0.2846875287252144
1306893658.18,3.2121916,7.0513837,1092.1588276,58.5,26.6,74.6,1278409.1288356,30672.9340524,-1.0,38314.682775908295,38314.682775908295,301.90562496317796,0.07169963949266664,3.654179587815558,86.70000000000002,0.28551376450824156
1306893658.61,3.2129174,7.0515349,1146.2926876,59.8,27.2,78.1,1278592.3637496,30742.5206688,-1.0,40422.9801177345,40422.9801177345,300.62674108459527,0.06898413422512298,3.667789077398734,87.6,0.2864179311749082
1306893659.05,3.2136697,7.0516546,1203.6745792,60.6,27.6,81.7,1278783.3742544,30801.1164712,-1.0,41460.65312532812,41460.65312532812,298.9526346100579,0.06937686859197502,3.677174261618311,88.0,0.2874050812186527
1306893659.48,3.2143908,7.0517345,1259.7113264,61.4,28.1,85.4,1278967.39657,30844.6204096,-1.0,39961.310788399416,39961.310788399416,298.57910181249156,0.0704826907954952,3.674523277110404,89.99999999999999,0.28846365514691175
1306893659.9,3.215092,7.0517798,1315.0590972,61.9,28.5,88.8,1279147.2194104,30875.033796399995,-1.0,39919.205362162895,39919.205362162895,296.7217177806433,0.07203554809595632,3.732684641747147,90.9,0.28957949066747163
1306893660.33,3.2157887,7.0517926,1370.8333771999999,62.2,28.9,92.3,1279326.8454004,30893.5705424,-1.0,39510.19043159323,39510.19043159323,295.5510855439023,0.07384440063859171,3.7070695618648513,91.9,0.29074033931139115
1306893660.75,3.2164465,7.0517745,1424.3110692,62.4,29.3,95.8,1279497.3506552002,30900.099414,-1.0,39051.44565306024,39051.44565306024,294.41788530771885,0.07391999659050506,3.679748935659676,90.9,0.29192851735163616
1306893661.17,3.2170916,7.0517271,1477.5591024,62.6,29.7,99.2,1279665.2968547998,30895.7030884,-1.0,39255.41875465874,39255.41875465874,294.678915698084,0.070614643071427,3.699803872177171,90.3,0.2931880427234647
1306893661.6,3.2177345,7.0516493,1531.5617287999999,62.6,29.7,102.9,1279833.6367552,30880.1519068,-1.0,40526.882062176875,40526.882062176875,292.17472952653196,0.07404747349595624,3.601870186319536,90.2,0.29446073519940524
1306893662.03,3.2183598,7.0515432,1585.0066124,62.1,29.7,106.2,1279998.1052644,30853.905186800002,-1.0,40969.05146297412,40969.05146297412,293.22353928139563,0.07578257468978594,3.5949288512418565,92.10000000000001,0.2957388629334385
1306893662.5,3.2190209,7.0513964,1642.716588,61.3,29.7,110.0,1280173.0068448,30813.5836632,-1.0,41632.444326972436,41632.444326972436,294.2110010804424,0.07790387524556085,3.5420833123574162,91.0,0.29702349766659675
1306893662.94,3.2196173,7.0512319,1696.1286632000001,60.7,29.6,113.4,1280331.7010756,30765.5193572,-1.0,41811.12529174854,41811.12529174854,293.8129325777369,0.07972774834489348,3.456340261359797,90.0,0.2983064482352757
1306893663.36,3.2201659,7.0510518,1746.5879824,60.0,29.6,116.6,1280478.5186656,30710.794945999998,-1.0,40887.47425676434,40887.47425676434,294.89822018770326,0.07974762279646327,3.5264137777460873,91.4,0.2995732461355382
1306893663.79,3.2207089,7.0508444,1798.0643619999998,59.3,29.6,119.7,1280624.6472792,30646.0311644,-1.0,40335.37017542843,40335.37017542843,295.41404194220104,0.07701727953344899,3.543940783866458,91.1,0.3008294031784078
1306893664.22,3.2212274,7.0506168,1848.9501903999999,58.7,29.6,123.0,1280765.0016144,30573.426175200002,-1.0,39378.84649402859,39378.84649402859,295.56503324661327,0.07631772021214768,3.5318085937805015,89.0,0.3020751490226773
1306893664.65,3.2217295,7.0503663,1900.1641028,58.1,29.6,126.0,1280901.7470256002,30492.12696,-1.0,38913.692146737565,38913.692146737565,297.5041549217768,0.07430845505128182,3.575795426913865,91.19999999999999,0.3033102540095539
1306893665.07,3.2222062,7.0500979,1950.9186975999999,57.6,29.6,129.0,1281032.4884996,30403.8395556,-1.0,38509.58852800962,38509.58852800962,300.2407518615868,0.07474867583893534,3.5665071321569912,92.19999999999999,0.3045390051031672
1306893665.49,3.2226522,7.0498164,2000.6890403999998,57.2,29.3,131.9,1281155.6184248,30310.1387652,-1.0,37669.02181085269,37669.02181085269,297.5089121735874,0.07592059257892916,3.579176691431941,92.30000000000001,0.30575964158610686
1306893665.91,3.2230722,7.0495207,2050.032874,56.8,29.3,134.8,1281272.3835204,30210.729313199998,-1.0,37121.931017142466,37121.931017142466,297.4545153579558,0.07578802144621684,3.645133139811219,93.2,0.306969407552861
1306893666.35,3.2234933,7.0491899,2102.362272,56.5,29.3,137.8,1281390.4937604,30098.557393600004,-1.0,36626.43521909702,36626.43521909702,298.2218032165003,0.07647553471533655,3.6814995865249895,92.80000000000001,0.3081765707199651
1306893666.77,3.2238705,7.0488591,2152.3294652,56.3,29.3,140.7,1281497.2194856,29985.4996472,-1.0,36206.93136827818,36206.93136827818,296.11471394505384,0.0744729671167013,3.6741342647863977,93.80000000000001,0.3093656673953807
1306893667.21,3.224236,7.0485013,2204.1667372,56.1,29.3,143.6,1281601.8126647999,29862.4025304,-1.0,36230.48020410324,36230.48020410324,298.4026029708184,0.07203724366070774,3.8065597496610253,95.2,0.3105510895301139
1306893667.65,3.2245784,7.0481256,2256.5617519999996,55.9,29.3,146.5,1281700.7627992,29732.317224399998,-1.0,36187.83459323374,36187.83459323374,298.7349140311271,0.07175936457401688,3.8083802582682558,92.9,0.3117410282877692
1306893705.11,3.1750344,7.0259397,3016.896422,55.9,29.3,238.0,1269519.5944304,20662.4350444,-1.0,36040.783275412,36040.783275412,298.90866063042114,0.07112202947701067,3.776670013394404,91.0,0.31458496967009636
1306893705.32,3.1745324,7.0257207,3018.0119076,55.9,29.3,237.0,1269396.0708044,20572.704070400003,-1.0,33944.9104855386,33944.9104855386,299.4902595791074,0.07150017592247125,3.7743224455165416,90.5,0.317312780256273
1306893705.54,3.1740287,7.0254928,3019.1273932,55.9,29.3,236.0,1269272.2190943998,20479.659448,-1.0,77454.40835225614,77454.40835225614,297.7894667907735,0.07104756726136853,3.777325872234096,89.79999999999998,0.31992369451699043
1306893705.75,3.1735306,7.0252591,3020.2428788,55.9,29.3,235.2,1269150.0078043998,20384.646321599997,-1.0,149894.52338201218,149894.52338201218,296.93373436215705,0.0732972921916551,3.758946494342506,90.00000000000001,0.3224187841932809
1306893705.97,3.1730382,7.0250196,3021.325556,55.9,29.3,234.2,1269029.4369344,20287.6318828,-1.0,234894.87324453762,234894.87324453762,297.08580774812185,0.0723264226870815,3.6660844504753944,87.4,0.32480026932014006
1306893706.19,3.1725269,7.0247618,3022.47385,55.9,29.3,233.2,1268904.4369304,20183.5308296,-1.0,315242.2739349939,315242.2739349939,298.29643949275487,0.07214787628823091,3.709818915868406,86.8,0.3270692981915311
1306893706.4,3.1720689,7.0245224,3023.5237188,55.9,29.3,232.3,1268792.6915199999,20087.2381756,-1.0,331705.6685671379,331705.6685671379,297.0633080146836,0.0694590687743604,3.7621282921578865,84.4,0.32921867483195116
1306893706.63,3.1715615,7.024248,3024.6720127999997,55.9,29.3,231.3,1268669.2663192,19977.198802,-1.0,271091.41940589703,271091.41940589703,298.32737594289284,0.07222143648222885,3.8427790200809326,85.7,0.33125414071121617
1306893706.84,3.1710873,7.023982,3025.7546899999998,55.9,29.3,230.3,1268554.1088352,19870.8667776,-1.0,208152.9327411774,208152.9327411774,297.22668779468745,0.07406500694075357,3.74892908668746,86.7,0.33317117920640427
1306893707.05,3.1706494,7.0237281,3026.7717503999997,55.9,29.3,229.5,1268448.0064696,19769.685672,-1.0,150468.12905089578,150468.12905089578,297.4733953691691,0.07425234284401588,3.750405752751112,86.0,0.3349683358118286
1306893707.26,3.17019,7.0234527,3027.8216192,55.9,29.3,228.5,1268336.8516104,19660.236849599998,-1.0,87436.01246067078,87436.01246067078,297.0388326183026,0.07580689736236454,3.8297058532345103,85.9,0.33499382793781296
1306893707.48,3.1697416,7.0231746,3028.871488,55.9,29.3,227.5,1268228.6823156,19550.0006256,-1.0,94684.18736204252,94684.18736204252,296.742282699452,0.07246523342611927,3.7511854211990237,88.60000000000001,0.3350191669579354
1306893707.7,3.1692978,7.02289,3029.9213568,55.9,29.3,226.6,1268121.9565904,19437.500622,-1.0,94743.1642536499,94743.1642536499,297.09259871083225,0.07225981100453209,3.668800148606327,89.3,0.3350443528721961
1306893707.91,3.1688609,7.0226002,3030.9712256000003,55.9,29.3,225.7,1268017.0681356,19323.2617732,-1.0,92829.0196708994,92829.0196708994,296.2513992952117,0.07040418628711768,3.669491303074172,88.7,0.335069385680595
1306893708.12,3.1684489,7.0223177,3031.988286,55.9,29.3,224.7,1267918.5445104,19212.1397224,-1.0,96005.92342639097,96005.92342639097,298.7475529536392,0.0714666088970921,3.659022236094612,89.1,0.3350942653831323
1306893708.34,3.1680221,7.0220152,3033.0381548,55.9,29.3,223.7,1267816.64162,19093.471739599998,-1.0,98883.4959775688,98883.4959775688,299.69261825369057,0.06864982161745431,3.6550973177625385,90.6,0.3351189154268768
1306893708.56,3.1675836,7.0216935,3034.1208319999996,55.9,29.3,222.8,1267712.2780996,18967.5859088,-1.0,95412.99159874622,95412.99159874622,298.904354521819,0.0722498348928661,3.6234370082162046,91.69999999999999,0.3351436420235522
1306893708.77,3.1671946,7.0213983,3035.1050840000003,55.9,29.3,221.9,1267619.8896452,18852.2971912,-1.0,107303.80754556178,107303.80754556178,298.54208674162913,0.07087136588154813,3.59005260012903,89.30000000000001,0.33516798585557317
1306893708.99,3.1667903,7.0210811,3036.1549528,55.9,29.3,220.9,1267524.2531592,18728.707948400002,-1.0,109632.98683806129,109632.98683806129,299.3169886991627,0.06969157131763123,3.6065797646608595,90.4,0.3351922531346633
1306893709.21,3.1663956,7.0207607,3037.1720132,55.9,29.3,220.0,1267431.14292,18604.1344536,-1.0,104764.41095017924,104764.41095017924,297.7660682810398,0.06883978758745309,3.6146020178981972,91.20000000000002,0.3352165204137534
1306893709.42,3.1660104,7.0204372,3038.1890736,55.9,29.3,219.0,1267340.6245444,18478.609515199998,-1.0,111776.17044917855,111776.17044917855,298.7322607119653,0.0678921413147068,3.6030014152186216,93.60000000000002,0.3352407111399127
1306893709.63,3.1656383,7.0201137,3039.206134,55.9,29.3,218.0,1267253.3542004,18353.379852399998,-1.0,112462.65683759272,112462.65683759272,299.61953672132097,0.06785873009385773,3.572271406450191,91.0,0.33526482531314095
1306893709.84,3.1652908,7.0198016,3040.1575776,55.9,29.3,217.1,1267172.2518356,18232.7433656,-1.0,112764.3673856973,112764.3673856973,300.04719825890925,0.06970132755114322,3.6052161863532586,87.8,0.3352887098275767
1306893710.06,3.1649189,7.0194558,3041.2074464,55.9,29.3,216.2,1267085.7360848,18099.3772196,-1.0,117894.96911841356,117894.96911841356,301.6724829860672,0.07000184644579868,3.5800845021642727,87.8,0.3353125943420124
1306893710.27,3.1645718,7.0191215,3042.1916984,-59.9,29.3,215.3,1267005.3555047999,17970.7026748,-1.0,123819.43074203606,123819.43074203606,301.54257288578043,0.06854686007299154,3.572988222038418,89.6,0.33533640230351713
1306893710.48,3.1642341,7.0187849,3043.1759503999997,-59.2,4.9,214.3,1266927.4355547999,17841.339153599998,-1.0,124551.740249052,124551.740249052,300.5586777088215,0.06908520917359776,3.497247949000776,88.6,0.3353600571591602
1306893710.69,3.163904,7.0184446,3044.127394,-57.8,4.7,213.5,1266851.5497256,17710.79453,-1.0,125991.29484158197,125991.29484158197,301.1863230368067,0.06709981049973336,3.435752175595127,87.4,0.3353834058030798
1306893710.9,3.1635842,7.0181042,3045.0788376,-55.7,4.4,212.7,1266778.3541852,17580.4139484,-1.0,129293.95190898432,129293.95190898432,299.8717999779963,0.06843149991243669,3.438698348442492,86.3,0.3354066778940684
1306893711.11,3.1632709,7.0177608,3045.9646644,-53.4,4.1,212.0,1266706.9959152,17449.1147316,-1.0,132892.2349411824,132892.2349411824,299.542002670146,0.07102523572451097,3.5140549847532565,84.8,0.3354295672204027
1306893711.32,3.1629667,7.0174181,3046.7848744,-50.9,3.8,211.3,1266637.9014247998,17318.1764072,-1.0,128805.32886263738,128805.32886263738,301.74693609300067,0.07191876969311153,3.5242272518362485,83.8,0.3354519972291515
1306893711.54,3.1626549,7.0170581,3047.6050843999997,-48.3,3.6,210.7,1266567.2649396,17180.8076364,-1.0,129278.77062198728,129278.77062198728,300.2955276556388,0.07457307289305654,3.599265690798359,81.1,0.33547396792031514
1306893711.76,3.1623345,7.0166789,3048.3924859999997,-45.8,3.5,210.1,1266495.0864596,17036.2866344,-1.0,126917.45595281046,126917.45595281046,298.6772463071721,0.07479498639708425,3.6520338037910824,83.2,0.33549540274096246
1306893711.97,3.1620376,7.0163195,3049.0814624,-43.4,3.3,209.6,1266428.2229404,16899.442798,-1.0,126450.66859028365,126450.66859028365,298.88200526025173,0.07432017633226219,3.657712090281844,85.1,0.3355162251381628
1306893712.18,3.1617601,7.015977,3049.6392052,-40.8,3.2,209.1,1266366.1166392,16769.1278332,-1.0,131470.63485700035,131470.63485700035,297.1718176611439,0.07626065522905107,3.7663503225428863,86.4,0.3355358992413999
1306893712.39,3.1614689,7.0156108,3050.2297564,-38.4,3.1,208.7,1266300.9919652,16629.921792,-1.0,129050.28773173418,129050.28773173418,295.06931100824085,0.07862647093320349,3.874299807238653,85.9,0.33555465470946644
1306893712.61,3.1611709,7.0152295,3050.7546908,-35.8,3.0,208.3,1266234.5549552,16485.072706,-1.0,140358.21048503197,140358.21048503197,295.2518507332448,0.07807501375212021,3.886987374993222,86.9,0.33557233843650053
1306893712.82,3.1608938,7.014869,3051.2140084,-33.4,2.9,207.9,1266172.94078,16348.1960612,-1.0,143178.03446071106,143178.03446071106,294.67806892207614,0.07799770909105472,3.9260482282476783,88.7,0.33558887386957137
1306893713.04,3.1606186,7.0145056,3051.6405176,-31.0,2.8,207.6,1266111.9499644,16210.3351644,-1.0,135893.62519513306,135893.62519513306,294.90352667728274,0.07459180300679273,3.886563785466974,89.60000000000001,0.33560418445574813
1306893713.26,3.1603283,7.014117,3052.0670268,-28.7,2.8,207.2,1266047.6455003999,16062.9598316,-1.0,132507.72536443546,132507.72536443546,293.9630917576634,0.073937346306682,3.7605158070365428,91.0,0.3356184233008925
1306893713.47,3.160055,7.0137463,3052.4607276,-26.7,2.7,207.0,1265987.3764696,15922.4742628,-1.0,136958.79581589453,136958.79581589453,293.244088216147,0.07451036362684667,3.6677134692895366,92.3,0.3356316669579354
1306893713.68,3.1597982,7.0133938,3052.82162,-24.6,2.7,206.7,1265930.7819796,15788.944074800002,-1.0,129977.21214645408,129977.21214645408,294.3237139030972,0.07423322616205265,3.5446797052680976,93.6,0.3356438388739459
1306893713.89,3.1595285,7.0130196,3053.1825124,-22.8,2.7,206.5,1265871.5300092,15647.2445952,-1.0,125260.27587827171,125260.27587827171,294.304922796239,0.07608479347175638,3.57971303452054,94.50000000000001,0.3356550156018549
1306893714.11,3.1592523,7.0126325,3053.5762132,-20.8,2.6,206.3,1265810.8344692,15500.722280799999,-1.0,139726.63788020902,139726.63788020902,293.8951907372086,0.07659520702361744,3.6456969943542976,96.30000000000001,0.33566550335338596
1306893714.32,3.1589931,7.0122656,3053.9699140000002,-19.0,2.6,206.1,1265754.0103204,15361.877132,-1.0,138024.39267436677,138024.39267436677,294.21945072516746,0.07490364596525866,3.563709128587464,92.9,0.33567560834026255
1306893714.53,3.158738,7.0119016,3054.3636148,-17.4,2.6,205.9,1265698.1376152001,15224.1802772,-1.0,134992.75405554826,134992.75405554826,294.1109354406087,0.07437662816989608,3.556891595852937,93.10000000000001,0.33568525400955396
