flight id:a01
flight code:F-16A
origin:US
date:2011-06-01
from:maykop-khanskaya
to:kobuleti
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,temperature_in,humidity_in,pressure_in,oxygen_mask
1306893638.8,3.940859,5.4443015,206.8241536,-0.2,10.5,-1.0,1516410.1863204,-539710.647192,-1.0,241.4641103999274,24519.551354929754,296.6207061111916,0.07477229078584646,3.6590104069667735,0.2837028719454801
1306893639.66,3.9397457,5.4439638,247.1456772,-0.2,10.5,-1.0,1516124.8516656,-539858.4162255999,-1.0,258.27957916223863,27244.871160437167,297.2587972304567,0.07274898379502902,3.6592201031609557,0.28403587719482404
1306893640.09,3.939174,5.443792,270.0459404,-0.4,10.5,-1.0,1515978.2637343998,-539933.7771204,-1.0,265.3478349686431,31101.638492275375,298.98974839128346,0.07310581598681205,3.748462013961282,0.28442208673113195
1306893640.51,3.9385951,5.443619,294.5538152,-0.5,10.3,246.7,1515829.8057243999,-540009.695758,-1.0,275.0485522087121,35570.082671376316,297.6321651321303,0.07350323401162727,3.723657406401366,0.2848653282009482
1306893640.95,3.9379756,5.443435,322.0800628,-0.6,10.3,246.7,1515670.8818348,-540090.5356556,-1.0,280.99108744807046,41707.76504802639,299.75399267826197,0.0762478839988334,3.7031141068332354,0.2853726444739141
1306893641.79,3.9367474,5.4430738,379.46195439999997,-0.9,10.1,246.7,1515355.7243444,-540249.4595452,-1.0,291.62842716816635,48419.68457880652,300.92030878606136,0.07661852967674394,3.7400387969226823,0.28600520134180557
1306893642.22,3.936102,5.442886,409.8097244,-1.1,9.9,246.7,1515190.0419244,-540332.3007552,-1.0,298.96362101972505,55033.827665466975,300.938452903623,0.0747125017959461,3.6379677954168024,0.2867010674835379
1306893642.64,3.9354538,5.4426986,439.5341348,-1.3,9.5,246.7,1515023.5392944,-540414.9779232,-1.0,306.9117462228929,61491.95498664837,300.0287922971418,0.07412890956899301,3.625029673869522,0.2874552669586035
1306893643.06,3.9347886,5.4425075,468.6351856,-1.5,8.9,246.7,1514852.7059556001,-540499.4267448,-1.0,314.2175307664696,67524.39760018534,299.8433111993291,0.07567150433383302,3.5880024407687374,0.28826320659114946
1306893643.48,3.9341121,5.4423143,496.2926668,-1.7,8.5,246.5,1514678.9526692,-540584.8926268,-1.0,318.7792482150313,73077.5661381271,299.8646721758243,0.07634819776416545,3.51471022830352,0.2890451947801258
1306893643.9,3.9334141,5.442116,522.3753448,-2.0,8.1,246.5,1514499.6219547999,-540672.6879052,-1.0,328.11202896250666,78739.22235841803,300.53326280238986,0.07585040736822933,3.479751150302953,0.28978148086936467
1306893644.33,3.9326905,5.4419112,546.7191776,-2.3,7.8,246.5,1514313.6311352002,-540763.3703228,-1.0,331.5624388906319,85153.18152034526,299.26766475472925,0.07822366354848033,3.5794903672088014,0.29048048568126317
1306893644.75,3.9319561,5.441704,568.5367636,-2.7,7.6,246.4,1514124.88441,-540855.2010344,-1.0,343.7707417862036,91116.95213959995,297.59614749487855,0.07659200564630124,3.474201846648595,0.2911769642464425
1306893645.18,3.9311823,5.4414861,588.582696,-3.1,7.6,246.4,1513925.9998892,-540951.8217723999,-1.0,353.2159440026453,98015.72369815636,299.3128621573123,0.07628623959723782,3.368909801682188,0.2918630316130217
1306893645.62,3.9303845,5.4412613,606.7585496,-3.5,7.7,246.3,1513720.9473892,-541051.4608832,-1.0,355.5726001164223,105669.72512529796,297.74262283901123,0.0764109171267528,3.366329807121792,0.29252728139429907
1306893646.04,3.9296029,5.4410397,623.3596,-3.8,8.1,246.2,1513520.1927896,-541149.5908076001,-1.0,364.95093338074645,112869.9262450326,296.2601412650879,0.07600807786781828,3.2768278457727775,0.2930963758824881
1306893646.47,3.9287863,5.4408067,640.4199679999999,-4.2,8.5,246.1,1513310.41588,-541252.6419919999,-1.0,372.80029422208656,120817.7731628386,294.9400951307219,0.07567844596542808,3.2549914592110785,0.2936344664336692
1306893646.89,3.9279598,5.4405689,658.2677375999999,-4.4,8.9,246.0,1513098.0799152001,-541357.6616804,-1.0,386.89152731078644,129044.02772607333,294.51271776395146,0.07705408411205113,3.360698061318902,0.2941448448238704
1306893647.31,3.9271378,5.4403305,677.165376,-4.6,9.3,246.0,1512886.9906696,-541462.8126024,-1.0,385.3434782512547,137645.6088998864,296.10419181712734,0.0771757154123251,3.3712831068169273,0.29463141525256675
1306893647.73,3.9262916,5.4400829,698.0643268,-4.6,9.5,245.7,1512669.8318699999,-541571.8021071999,-1.0,397.2011102684418,145027.3434221125,296.1270512774907,0.0756173082814444,3.4384716904459878,0.2951022157775011
1306893648.15,3.9254371,5.4398308,720.7677396,-4.8,9.7,245.6,1512450.5405243998,-541682.6944992,-1.0,401.9572319984285,153822.7013824343,297.02017680672617,0.07635088837599226,3.409596373277533,0.2955651313505545
1306893648.58,3.924537,5.4395631,746.2598664,-4.8,9.7,245.4,1512219.6350052,-541800.2141880001,-1.0,414.1668639918756,161520.64499016246,297.57422585390316,0.07497247106081581,3.2818929837749597,0.29603072627618876
1306893649.0,3.9236646,5.4393018,772.6050116,-6.8,12.8,245.3,1511995.8161004,-541914.8467376,-1.0,411.85024038221655,169540.1876993259,298.73797169883045,0.07552160351530503,3.3287391044023957,0.296506885506285
1306893649.44,3.9227286,5.4390168,806.0039628,-25.6,14.0,244.6,1511755.9210796,-542039.4858492,-1.0,423.5527410190132,176511.55364498697,296.94930443849785,0.07844269338876586,3.3654381801073368,0.2970142017792509
1306893649.86,3.9218414,5.4387326,842.9790296,-39.9,15.3,243.0,1511528.91976,-542162.7141996,-1.0,425.2313359037211,183726.9778866504,298.8334786994327,0.07779711930478289,3.35227532870671,0.2975653828816131
1306893650.29,3.9209294,5.4384172,885.5643328000001,-42.8,14.8,241.3,1511296.2753956001,-542297.8848076,-1.0,433.91207637770145,188981.56752646508,298.8419771339706,0.07854126064074494,3.3316288156698244,0.2981771939052351
1306893650.71,3.9200714,5.4381005,927.7887436000001,-47.4,13.0,240.0,1511078.0011104,-542432.3664392,-1.0,424.0617613172789,192162.01397166803,299.21015532707065,0.08048345098683192,3.322888392559508,0.298847721026845
1306893651.15,3.9191857,5.4377583,970.5380888,-52.8,11.7,239.0,1510853.1651452,-542576.7233992,-1.0,421.766461522223,192079.96185814711,301.2695353030623,0.07869126936729053,3.3371452417560423,0.29957635182299547
1306893651.58,3.9183352,5.4374177,1009.1863840000001,-54.6,10.4,238.1,1510637.6467656,-542719.7352148,-1.0,417.31672034363265,187423.4882060101,299.53223821619565,0.07767114941688082,3.347953740038446,0.3003510674835379
1306893652.0,3.9175062,5.4370761,1043.6680124,-55.8,9.5,237.5,1510427.8042392,-542862.6157968,-1.0,418.68240630178366,179570.0122067328,298.95451691657263,0.07790976089726026,3.3101403675478998,0.3011574760574661
1306893652.43,3.9166651,5.4367202,1075.2296932000002,-57.5,8.9,236.7,1510215.2386156002,-543010.9425732,-1.0,416.93751746155976,169609.50608530134,297.5416277221899,0.07983587142859074,3.303302436398528,0.301984553922733
1306893652.85,3.9158427,5.4363616,1102.7231324,-58.3,8.4,235.9,1510007.6270604,-543159.8927092,-1.0,420.24878111583126,160975.2488620972,298.28558007748313,0.0791636165221313,3.352469295012721,0.30281630151678374
1306893653.28,3.9150228,5.4359917,1127.0013483999999,-58.7,8.0,234.9,1509801.1637992,-543312.9110867999,-1.0,412.52802149458813,154463.97954698635,298.24262647739266,0.07796357903143654,3.4143453309312366,0.30364322627618884
1306893653.72,3.9141849,5.4355987,1148.786126,-59.3,7.7,233.8,1509590.5666796,-543474.6893071999,-1.0,416.3155841443427,150100.71700143057,298.9345113438076,0.07713754079553263,3.4397655930507027,0.30444305129806104
1306893654.14,3.913406,5.435217,1166.5682788,-59.6,7.5,232.5,1509395.2582744,-543631.0213332,-1.0,410.78813854051504,147336.98352150124,298.51169223248263,0.0778025048313864,3.4746176335178696,0.3051980928553664
1306893654.56,3.9126385,5.4348229,1181.92261,-59.6,7.5,231.1,1509203.3291344,-543791.6840680001,-1.0,410.9752636245115,145389.05663790047,298.76644545123935,0.07866604295115735,3.4879875430317187,0.3058895954800383
1306893654.99,3.911881,5.4344132,1195.2428204,-59.9,7.5,229.6,1509014.5824092,-543957.7929971999,-1.0,403.38589040709564,141635.45521619523,299.6259674345049,0.078031275253171,3.512522956249266,0.30651365497260175
1306893655.41,3.9111465,5.4339934,1206.52891,-59.9,7.5,227.9,1508832.2661304,-544127.1171496001,-1.0,408.77496734728,136855.65909748306,299.7221504361046,0.07773638787369007,3.507680889127973,0.30706430020444775
1306893655.84,3.9104388,5.4335646,1216.1089628,-60.1,7.5,226.2,1508657.2661247998,-544299.0331656,-1.0,394.0122017201903,132675.00848101417,301.60598625714005,0.07697766663691713,3.5750405315961,0.3075471195395309
1306893656.26,3.9097553,5.4331242,1224.245446,-60.1,7.5,224.3,1508489.1230748,-544474.6893392,-1.0,400.0157073594652,127283.00148501353,299.70661600873905,0.07666350772972025,3.5872484489499628,0.30796846687111445
1306893656.68,3.9090966,5.4326717,1231.1680184,-60.1,7.5,222.4,1508327.8369804,-544654.1840956,-1.0,397.27791525725365,123632.11255866954,300.8096760529766,0.07453690434069032,3.5940410635049225,0.30833232295160434
1306893656.89,3.9087763,5.4324405,1234.252008,-60.1,7.5,221.4,1508249.8186052002,-544745.588298,-1.0,395.9338055094001,122189.7794247272,299.38528822017366,0.07541921671250687,3.6626355739554737,0.30863922365151686
1306893657.32,3.9081543,5.4319669,1239.6982024000001,-60.1,7.5,219.2,1508098.8999652,-544932.0056268,-1.0,386.30270148065273,121165.03252337893,299.1556867509131,0.07480999816355086,3.656035528737,0.3089021829691022
1306893657.74,3.9075652,5.4314846,1244.2913784,-60.1,7.6,217.1,1507957.1020604,-545120.7851604,-1.0,389.6008632512323,121697.73819809101,299.5158146001711,0.07331008093228458,3.604277319385311,0.30912502855090446
1306893658.18,3.906991,5.4309765,1248.3268116,-60.1,7.7,214.7,1507820.0285652,-545318.7182376,-1.0,379.74821402739815,124351.08663542756,297.84366594735127,0.07403490689042794,3.618174390906804,0.3093157984546665
1306893658.61,3.906473,5.4304794,1251.64046,-60.1,7.9,212.4,1507697.5219996,-545511.3691623999,-1.0,369.01923980609183,126296.11819698024,299.01269414912304,0.0727839196118384,3.6836660194481157,0.3094784734327942
1306893659.05,3.9059684,5.4299515,1254.5604076,-60.1,7.9,209.9,1507579.5101847998,-545714.9452844,-1.0,372.002972477926,126417.72393990176,298.7294229736767,0.07260318555481465,3.739228448167292,0.30961688113183183
1306893659.48,3.9055154,5.4294319,1257.0210376,-60.1,8.2,207.3,1507474.9170056002,-545914.3547396,-1.0,364.77521171272844,128883.65412697823,296.5640102920929,0.07576103334444652,3.684027295225756,0.3097346960924618
1306893659.9,3.905104,5.4289124,1259.1535836,-60.1,8.4,204.9,1507381.3146404,-546112.8455596,-1.0,364.33608528700404,129756.6528319986,296.9045648669005,0.07569579573579902,3.682747520412513,0.30983513353778114
1306893660.33,3.9047242,5.4283804,1261.0236624000001,-60.1,8.6,202.3,1507296.63616,-546315.1093456,-1.0,356.1148817606966,131798.40177377575,298.5216608715245,0.07397252988561058,3.6546297817206503,0.30992094937330167
1306893660.75,3.9043934,5.4278621,1262.6640824,-60.1,8.8,199.7,1507224.45768,-546511.3691944,-1.0,348.2290757117609,134907.24462938958,299.31817515084197,0.07539475488851963,3.6696627752735624,0.30999444018695
1306893661.17,3.9040969,5.4273375,1264.1732688,-60.1,9.0,197.1,1507161.5967856,-546709.1382296,-1.0,345.963802454146,137867.93641869715,300.11443690474,0.07621041035075257,3.5546836650276608,0.31006425645991587
1306893661.6,3.9038312,5.4267977,1265.5512216,-60.1,9.2,194.3,1507107.3645004,-546911.762908,-1.0,341.99086928032864,139022.2335027614,299.50156138570264,0.07811253561578649,3.4706758640783373,0.3101245801694522
1306893662.03,3.9036043,5.4262565,1266.8307492,-59.6,9.2,191.6,1507063.5980947998,-547114.0595024,-1.0,337.8902661209594,140069.01258406808,299.2590272415732,0.07873946138623222,3.488105669776809,0.31017717203296924
1306893662.5,3.9033985,5.4256669,1268.5039775999999,-28.6,7.6,189.1,1507026.78707,-547333.51489,-1.0,332.7893134093741,139578.80709902965,300.6756137890961,0.07545203791243221,3.480888989880606,0.31022425208546267
1306893662.94,3.9032265,5.4251204,1271.4567336,7.9,6.5,189.1,1506997.6860192,-547536.5332692,-1.0,327.94885799510575,138184.6968260371,300.8634849061645,0.07685481768087982,3.526354243901534,0.3102704900557164
1306893663.36,3.903062,5.4246053,1275.0656576,19.8,6.5,189.2,1506969.5692204,-547727.871858,-1.0,324.0914748600277,136844.47470672432,300.93915800078213,0.07743634731254524,3.5112889006307273,0.3103183356375186
1306893663.79,3.9028862,5.4240825,1279.0682824,28.3,6.8,190.0,1506938.7293244,-547922.3600532,-1.0,322.3260874032772,133795.14192170012,301.8081411356569,0.07383331614860095,3.531627046283188,0.3103697792070725
1306893664.22,3.9027011,5.4235696,1282.9396736,40.4,7.6,191.1,1506905.1007144,-548113.370558,-1.0,317.5180908525824,130574.8091551773,301.63249571514154,0.07523893632955177,3.478968364620929,0.31042528008196313
1306893664.65,3.9024979,5.4230595,1286.6798312,46.1,8.3,192.7,1506866.5508444,-548303.82332,-1.0,317.9465794465547,125952.57189685757,301.1374169561477,0.07522063364171946,3.5885867534036047,0.31048514447391407
1306893665.07,3.9022759,5.4225607,1290.19033,49.0,8.7,194.5,1506822.7516304,-548490.5359244,-1.0,320.9755643449728,120981.67486066259,300.176880635682,0.07359803384067706,3.6315739460842895,0.3105493723829255
1306893665.49,3.9020364,5.4220792,1293.3727448000002,52.6,9.4,196.5,1506773.7686892,-548671.3430168,-1.0,313.5147362412234,117376.51687585385,301.28290633864736,0.0740269270192919,3.689204348378639,0.31061750449141196
1306893665.91,3.9017747,5.4216099,1296.2926924,55.0,9.9,198.8,1506718.38811,-548848.1802928001,-1.0,309.9692793592298,113291.81603755533,302.8924398181417,0.07134692608587835,3.718480670821391,0.3106892345876499
1306893666.35,3.9014681,5.4211207,1299.1798316,56.2,10.1,201.3,1506651.8526748,-549033.2852856,-1.0,313.6496207897123,109249.92301816423,304.54808984398414,0.07288039785652914,3.727636893335587,0.31076471577750114
1306893666.77,3.9011466,5.4206625,1301.7060784,57.4,10.3,203.9,1506580.2975543998,-549207.3994644,-1.0,314.095625334485,105798.45039433696,304.5650462038587,0.07509056539998565,3.774512006156689,0.3108421873435554
1306893667.21,3.9007816,5.4201964,1304.1667084,58.3,10.5,206.6,1506497.4563443998,-549385.3850344,-1.0,312.35639754176566,101111.09625263259,303.61543194750516,0.07447279988683418,3.7119044238700627,0.3109185106156464
1306893667.65,3.9003793,5.4197355,1306.430488,58.8,10.5,209.5,1506404.5429556,-549562.2223104,-1.0,317.2851300966169,95834.22756241464,303.8781978000523,0.07410339337750312,3.698824617969617,0.31099169521757114
1306893705.11,3.8843074,5.4397128,1393.7336404,35.6,6.3,86.8,1501529.9365004,-542635.35201,-1.0,143.04816790561202,92283.11538376632,303.930953280156,0.07582477502876443,3.702491506567106,0.3112592477110095
1306893705.32,3.884644,5.4397351,1393.7664488,33.4,6.2,87.5,1501618.7488392,-542619.76802,-1.0,295.18700020549477,84641.19980504568,301.5257138758278,0.0751519074444636,3.7582297421436985,0.31151784351153444
1306893705.54,3.8849856,5.4397551,1393.7664488,31.4,6.1,88.0,1501708.7422804,-542605.00424,-1.0,285.19477523757706,116745.05691321434,300.8593812630354,0.07734054414109184,3.745505344154594,0.3117677122779386
1306893705.75,3.8853272,5.4397725,1393.7664488,29.5,6.0,88.5,1501798.9653804,-542591.06067,-1.0,299.0645617219825,174471.80601672846,299.57916452538774,0.07875880445150195,3.6917386365090086,0.3120093898807383
1306893705.97,3.885669,5.4397877,1393.7664488,27.6,5.9,89.0,1501889.2869056,-542578.0357352,-1.0,285.59473246525636,237155.58957667823,299.30543966245875,0.0781242346665788,3.671791412936718,0.31224364184924225
1306893706.19,3.8860283,5.4398013,1393.7992571999998,25.8,5.9,89.4,1501984.3328404,-542565.1092256,-1.0,300.131836713477,295820.41724817536,299.4084969128744,0.07864084517131364,3.6955028856087186,0.3124711571598284
1306893706.4,3.8863543,5.4398117,1393.8320655999999,24.0,5.8,89.9,1502070.5533156001,-542554.15122,-1.0,285.152269510175,275573.2231314106,298.9031970165344,0.07569881642761037,3.683312914847963,0.3126920123654277
1306893706.63,3.88672,5.4398214,1393.9304908,22.3,5.8,90.3,1502167.4693292,-542542.5698548,-1.0,292.38602890736826,175841.89773181095,298.55314586241315,0.0739884704109474,3.646939566601567,0.31290720265414157
1306893706.84,3.8870666,5.4398288,1394.028916,20.8,5.8,90.6,1502259.3328492001,-542532.2024004,-1.0,303.2584960938682,81947.35362495169,297.65281132368017,0.07439296125618122,3.628045027803884,0.3131168811318319
1306893707.05,3.8873909,5.4398342,1394.1601496,19.4,5.7,90.9,1502345.2252404,-542523.0816652,-1.0,283.6321650811229,6015.915208135975,296.9537042073623,0.07570719042560958,3.6039567801281907,0.3133215836690147
1306893707.26,3.8877359,5.4398385,1394.3241916,18.0,5.7,91.2,1502436.7934847998,-542513.8953132001,-1.0,302.03597533504177,91142.04212977653,296.78714548748223,0.07387836050513269,3.5276116128837645,0.31332296162177065
1306893707.48,3.8880776,5.4398415,1394.521042,16.6,5.7,91.5,1502527.4102856,-542505.2995124,-1.0,285.4130187336558,89542.80808515375,297.2761370535658,0.07580557111483147,3.548583100388262,0.31332472233918096
1306893707.7,3.8884209,5.4398432,1394.7507008,15.3,5.7,91.8,1502618.5848292,-542497.0974124,-1.0,287.0742046225041,91281.75418794788,296.95760702406824,0.07608334952208679,3.496688481422143,0.31332701892710746
1306893707.91,3.8887642,5.4398437,1395.013168,14.2,5.7,92.0,1502709.7265644,-542489.2890132,-1.0,300.4038974490205,93010.91735079439,298.40723788982314,0.0747308733309713,3.53067705433632,0.31332992793848097
1306893708.12,3.8890931,5.4398432,1395.3084436000001,13.0,5.6,92.2,1502797.0625252002,-542482.2352071999,-1.0,287.9492384818352,92646.56442200912,299.3389009505458,0.07455563578830411,3.5799166264385422,0.3133335259262325
1306893708.34,3.8894394,5.4398417,1395.669336,11.9,5.6,92.4,1502889.1228956,-542475.1485928,-1.0,289.66283599020784,91937.59864347128,297.14236597616747,0.07566300621078823,3.6086026045430173,0.31333788944329294
1306893708.56,3.8898016,5.4398392,1396.0302284,10.9,5.6,92.6,1502985.4155496,-542468.0947868,-1.0,302.7665275478296,94218.68572599076,296.10476067147425,0.0749862738507992,3.6198525354205238,0.3133430184896621
1306893708.77,3.8901287,5.4398361,1396.4239292,10.0,6.0,92.8,1503072.3578096,-542461.9924244,-1.0,286.5586271569653,90140.7747147572,295.863296283317,0.07657218843739817,3.6748494573591786,0.3133488365124093
1306893708.99,3.8904749,5.4398321,1397.0144804,9.1,7.2,92.9,1503164.41818,-542455.7916367999,-1.0,289.57311742548495,90584.86066283581,297.34900505446416,0.07374584237493687,3.6631585335715804,0.3133558028291197
1306893709.21,3.8908192,5.4398272,1398.0315408,8.2,9.1,93.1,1503256.0848496,-542449.98455,-1.0,288.3316273586325,94183.78476573201,298.8937548899668,0.07230151233329879,3.6745645725047367,0.31336483607496396
1306893709.42,3.8911614,5.4398214,1399.9672363999998,7.4,11.7,93.3,1503347.1281596,-542444.5383556,-1.0,299.873867888128,92075.14852325732,297.9640310898643,0.07214227241389284,3.73157899122853,0.31337800317907594
1306893709.63,3.8914977,5.4398147,1403.2480764,6.6,14.7,93.6,1503436.6294747998,-542439.5186704,-1.0,294.96581273004057,93656.83796631207,299.0941713468243,0.0711420899835073,3.6489660672471396,0.313398366258691
1306893709.84,3.8918167,5.4398075,1408.1037196,5.8,17.1,93.8,1503521.5048056,-542435.1551532,-1.0,280.1664109522748,94982.94900347352,301.05027354791247,0.0699601523364339,3.5879331749478824,0.31342952330156065
1306893710.06,3.8921631,5.4397985,1415.6496516,5.0,19.5,94.0,1503613.89326,-542430.7588276,-1.0,291.4143664205983,93784.30526853885,299.3330376972303,0.0721066519425166,3.5661494118212653,0.31347767509508645
1306893710.27,3.8924912,5.4397892,1425.2953212,4.3,21.1,94.2,1503701.2620292,-542426.9202448,-1.0,289.5011184559951,93424.62404752031,296.51681024843634,0.07363633088375063,3.470098560048936,0.3135476444739141
1306893710.48,3.8928151,5.4397792,1437.2375788,3.5,22.6,94.4,1503787.5809296,-542423.4425544,-1.0,287.019956250474,95126.69315707147,298.88101445701295,0.07310043987800012,3.350792721517339,0.31364463703734363
1306893710.69,3.8931362,5.4397688,1451.4764244,2.9,23.8,94.5,1503873.1780452002,-542420.1617144,-1.0,285.8086349193058,95835.10365267897,297.597895048514,0.07655799079760732,3.433397041248988,0.313774011490537
1306893710.9,3.8934518,5.4397581,1467.8150076,2.2,24.9,94.6,1503957.3643996,-542417.0777248,-1.0,282.49088893407776,95948.98945659914,297.6733606380839,0.07393050215038964,3.4208647874483527,0.31394059066813984
1306893711.11,3.893765,5.4397471,1486.22052,1.6,25.5,94.7,1504040.9273944,-542414.1577772,-1.0,281.8516433252432,95312.98944173587,298.24091759852274,0.07439776905167561,3.4417841931643895,0.31414873808721244
1306893711.32,3.8940733,5.4397362,1506.3648776,1.0,26.0,94.7,1504123.0468196,-542411.3362548,-1.0,278.54568816795324,96384.4058605039,297.6412226200566,0.07609739246844988,3.4003183475827754,0.3144015158649902
1306893711.54,3.8943932,5.4397246,1529.199524,0.5,26.2,94.8,1504208.4470847999,-542408.4491156,-1.0,277.96790648479833,94451.85000124286,297.3160910705552,0.0778824098895475,3.3706323653565153,0.3147030578597409
1306893711.76,3.8947267,5.4397126,1554.8885012,0.0,26.2,94.8,1504297.3250404,-542405.4963596,-1.0,290.69993700650025,92698.00234445882,296.6908093441801,0.07887489245157334,3.4068333249414575,0.3150568855062851
1306893711.97,3.8950401,5.4397013,1580.54467,-0.4,26.1,94.8,1504380.8880352,-542402.6748372,-1.0,287.76552696259773,90461.86029483887,296.8248252416123,0.07811795655308598,3.4819642969629943,0.31545924771100947
1306893712.18,3.895337,5.4396907,1606.0039884,-0.8,25.9,94.7,1504460.1531296,-542400.0173567999,-1.0,278.91763555665176,86007.74967994835,299.3241515952632,0.07491882822877659,3.4502125256162253,0.31590340781599635
1306893712.39,3.895653,5.4396794,1634.0879788,-1.1,25.6,94.7,1504544.4379092,-542397.1302176,-1.0,296.9735578957547,83932.8939677143,299.62648322526354,0.07458317713053625,3.454915227704549,0.3163905906681398
1306893712.61,3.8959811,5.4396679,1664.1732816,-1.4,25.2,94.7,1504631.8722952001,-542394.1118448,-1.0,295.0742181978246,78902.36438385973,299.98858640510423,0.0740920381298798,3.5648921598493644,0.31692010729106196
1306893712.82,3.8962905,5.4396571,1693.1102903999997,-1.7,24.9,94.7,1504714.4182296,-542391.1918972,-1.0,292.4847115460544,77303.63356291316,301.7277342078553,0.07380299907454603,3.466083085282941,0.31748391962701994
1306893713.04,3.896602,5.4396464,1722.7034672000002,-2.0,24.5,94.6,1504797.45629,-542388.2063328001,-1.0,281.6991050392392,78602.08813122951,299.9649810351282,0.07708791165335017,3.403484811022339,0.3180786593470549
1306893713.26,3.8969348,5.4396351,1754.6260403999997,-2.2,24.1,94.6,1504886.1373952,-542384.9911096,-1.0,300.5380611949426,78704.13035832767,299.50176160568344,0.07735471040747335,3.4260186747076897,0.318704938874614
1306893713.47,3.8972519,5.4396245,1785.2034692,-2.5,23.8,94.6,1504970.7174503999,-542381.8415032,-1.0,300.4259573033401,77082.2488171589,298.0368078067603,0.07707006304638227,3.5322280172792864,0.31935556223419403
1306893713.68,3.8975532,5.4396145,1814.30452,-2.7,23.5,94.5,1505050.9996052,-542378.7903219999,-1.0,285.6983320704478,78467.32820209218,298.821945563266,0.07567623585307329,3.6267845819897477,0.3200208072035729
1306893713.89,3.8978728,5.4396041,1845.1116075999998,-2.9,23.3,94.5,1505136.20302,-542375.5422904,-1.0,302.567963395146,79058.62627670396,298.7205588004307,0.07185127128855041,3.550148596078797,0.32069799443016955
1306893714.11,3.8982031,5.4395936,1876.8701388000002,-3.1,23.0,94.4,1505224.2607656,-542372.0646,-1.0,298.51537267932076,75071.87677889617,296.24604803420823,0.07266195383918798,3.56005279759176,0.3213894205019106
1306893714.32,3.8985158,5.4395838,1906.7585911999997,-3.2,22.8,94.4,1505307.6269099999,-542368.7181432,-1.0,295.9454916561272,76163.52660878358,294.55327694788116,0.0759318850014377,3.6662035851529726,0.32209118121932095
1306893714.53,3.8988258,5.4395742,1936.2205344,-3.4,22.6,94.3,1505390.2712696,-542365.4044948,-1.0,293.2841721763589,77558.95448336065,294.59584566520135,0.0744707135584007,3.739870555176825,0.3227961571598284
1306893714.75,3.8991508,5.4395644,1966.86358,-3.5,22.5,94.3,1505476.8854456001,-542361.8283792,-1.0,293.1484542001394,77205.35994758092,293.781936780744,0.07418541289324737,3.753468440996727,0.32350243450016086
1306893714.97,3.8994715,5.4395548,1996.8832659999998,-3.7,22.4,94.3,1505562.4169444,-542358.1866467999,-1.0,289.34373949739035,78007.62071045623,293.97238291077997,0.07417841667212506,3.746071556779074,0.32421123808721247
