flight id:c01
flight code:F-16A
origin:US
date:2011-06-01
from:anapa-vityazevo
to:nalchik
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,temperature_in,pressure_in,heart_rate,oxygen_mask
1306893641.37,7.6423562,5.5162788,1631.6273488,0.7,10.2,63.1,-1.0,252.1000483793817,12028.894580311315,298.73402173920095,3.534555357384869,81.7,0.354218997360516
1306893641.79,7.6428882,5.5164914,1659.28483,1.0,10.2,63.1,-1.0,262.3922545560899,14612.893705614366,299.08912847307073,3.527239050694115,81.3,0.35478472351974605
1306893642.22,7.6434345,5.516711,1688.81239,1.2,10.3,63.1,-1.0,263.53012456272444,17775.38849118455,301.6296501560425,3.4395090920024733,81.2,0.3554191942109097
1306893642.64,7.6439808,5.516932,1719.1273516,1.4,10.2,63.1,-1.0,270.5708425088767,21547.568711879554,301.09826736584847,3.3499189639331135,83.50000000000001,0.356124246704348
1306893643.06,7.644539,5.5171592,1750.2297148,1.6,10.1,63.1,-1.0,277.2458905911093,25654.043881190133,299.8281937854429,3.412527820757611,84.10000000000001,0.3568972016474801
1306893643.48,7.6451043,5.5173906,1781.2664611999999,1.9,9.8,63.1,-1.0,280.67570826607977,29392.57587195852,301.43290374616873,3.4859204682426337,85.6,0.3577373700639281
1306893643.9,7.6456854,5.5176298,1812.0735488000003,2.2,9.3,63.1,-1.0,288.71896280410385,32863.0051573984,302.2627882803777,3.5374355087627776,87.19999999999999,0.3586410774130095
1306893644.33,7.6462861,5.5178782,1842.0932348000001,2.5,8.7,63.4,-1.0,291.2979504119059,35836.20965054215,303.7097850023975,3.624444029272822,90.39999999999999,0.3593931334060103
1306893644.75,7.6468945,5.5181309,1870.1444167999998,2.8,8.3,63.4,-1.0,301.88322567680893,38366.045513595134,301.8134913007681,3.66563711970985,91.80000000000001,0.360067717832957
1306893645.18,7.6475349,5.5183977,1896.7848376,3.2,7.9,63.5,-1.0,310.05371421395944,40485.198759250685,300.85061671392486,3.704111697078625,91.60000000000001,0.36074605335351684
1306893645.62,7.6481955,5.5186731,1921.0630535999999,3.7,7.7,63.5,-1.0,312.2335245132479,42656.246066798856,299.19982807820946,3.6381813093890982,91.7,0.3614214033097723
1306893646.04,7.6488451,5.5189426,1941.8307708,4.1,7.5,63.6,-1.0,320.8817923520862,45079.24249633704,299.17151678383254,3.60404269778938,89.70000000000002,0.3620806771505422
1306893646.47,7.649527,5.5192241,1960.7940259999998,4.4,7.6,63.6,-1.0,327.9928652620085,47831.001401475856,297.9478208525784,3.670321567211621,92.20000000000003,0.36271530094756765
1306893646.89,7.6502209,5.5195086,1978.1824780000002,4.4,7.9,63.6,-1.0,341.5360655209975,50915.22681417473,299.1602106942318,3.7588442894126306,90.90000000000002,0.3633197628898248
1306893647.31,7.6509145,5.5197911,1994.75072,4.7,8.3,63.6,-1.0,340.4711163796493,54281.24462478575,299.89436384198524,3.6535226980405127,90.80000000000003,0.3638903118837005
1306893647.73,7.6516324,5.5200812,2012.0407467999999,4.8,8.7,64.0,-1.0,352.1191098645828,58636.00373028761,299.57711767747287,3.6973721373895287,91.10000000000002,0.3644287851995361
1306893648.15,7.6523609,5.5203731,2030.3150256000001,4.8,9.1,64.1,-1.0,357.0564196179166,62763.87575438187,300.0369070010468,3.6529727538573655,88.3,0.36493801529577413
1306893648.58,7.6531318,5.5206794,2050.9187008,4.8,9.4,64.1,-1.0,368.541524541648,67920.22649796726,300.32660558189673,3.628904013281218,85.5,0.3654252747008485
1306893649.0,7.6538824,5.5209751,2072.4410112,5.5,11.9,64.4,-1.0,366.9192704921186,73320.7357643219,299.85350223307364,3.622682359600015,83.89999999999999,0.36589730007267696
1306893649.44,7.6546939,5.5212903,2100.3609596,20.8,14.0,65.0,-1.0,378.7376141750413,79429.00359114341,301.8051208879719,3.7010763075727895,83.89999999999999,0.3663723110088099
1306893649.86,7.6554773,5.5215813,2133.0053176,38.0,15.7,66.5,-1.0,380.6837578208878,85392.25142226164,303.29779389526703,3.716538706977118,85.3,0.36686684294231825
1306893650.29,7.656306,5.5218648,2171.8504632,42.4,15.6,68.4,-1.0,389.28582110515396,91826.64904568692,304.0184005176314,3.755422081410909,86.8,0.3674035555407435
1306893650.71,7.6571064,5.5221163,2211.3517768,46.0,13.6,69.8,-1.0,380.8630739637437,98079.35452897886,303.59388440766116,3.784122869371927,85.5,0.3679881902739018
1306893651.15,7.6579488,5.5223642,2251.9685759999998,52.0,12.1,71.0,-1.0,379.2714426507109,104573.71186067554,303.1678886455994,3.766102321468956,84.90000000000002,0.3686270244821258
1306893651.58,7.6587706,5.5225929,2288.9108343999997,54.4,10.8,72.0,-1.0,375.62516463845725,111671.14669391286,303.05343531864435,3.8458090414509623,84.4,0.3693133980604285
1306893652.0,7.6595821,5.5228083,2322.01451,55.5,9.7,72.7,-1.0,377.01572639419055,118616.532840945,302.3768322148107,3.8707204098098864,83.10000000000001,0.37003667015141706
1306893652.43,7.6604156,5.5230199,2352.2966632000002,57.2,9.1,73.5,-1.0,376.090609852151,125311.44431331186,302.0298674799148,3.855063135468816,84.9,0.37078796061510916
1306893652.85,7.6612418,5.5232193,2378.6746168,58.2,8.7,74.4,-1.0,379.2754145832564,130698.30644894077,302.29914941558985,3.776644320353836,86.3,0.37155272439463666
1306893653.28,7.6620783,5.5234092,2401.8701556,58.6,8.3,75.5,-1.0,372.8764608159827,134798.05458392124,301.77678879727205,3.7704822426541016,85.2,0.3723213923736393
1306893653.72,7.6629485,5.523593,2422.6378728,59.2,8.0,76.7,-1.0,376.8398547918728,138047.06436231302,299.2579030360579,3.727989503730867,87.3,0.3730733718137093
1306893654.14,7.6637739,5.5237525,2439.468582,59.5,8.0,78.0,-1.0,372.15866631982203,140626.81770987238,299.4799196364434,3.7904043778930103,85.7,0.3737884527410934
1306893654.56,7.6646051,5.5238973,2454.0027032000003,59.7,7.7,79.4,-1.0,372.79065940742294,142976.68496092182,299.10507594989724,3.8054076210646377,84.89999999999999,0.37444680794669283
1306893654.99,7.6654459,5.524026,2466.4698952,59.9,7.7,81.0,-1.0,366.4740832585398,146074.6011849211,298.5319090000554,3.795384412242383,84.00000000000001,0.37504208353724394
1306893655.41,7.6662833,5.5241353,2477.0013916,60.0,7.7,82.7,-1.0,372.376912785444,149304.55126765487,299.2061603726621,3.7051831551209236,83.9,0.37556716009017477
1306893655.84,7.6671137,5.524224,2485.8596596,60.1,7.7,84.6,-1.0,359.3305610563934,151823.9183430453,298.21907857384144,3.7506149729406486,85.00000000000001,0.37602670733426924
1306893656.26,7.667941,5.5242916,2493.3399748,60.1,7.7,86.5,-1.0,365.6602493731934,155013.74374555357,297.7015961902489,3.618883989509073,87.5,0.37642646673934366
1306893656.68,7.6687652,5.5243374,2499.6391876,60.1,7.9,88.5,-1.0,363.8725848295554,156877.43522861967,297.2948002173934,3.583549308917676,88.80000000000001,0.3767702659519421
1306893656.89,7.6691766,5.5243519,2502.4279016,60.1,7.9,89.5,-1.0,363.20708182679107,158167.87583666554,296.0048642860408,3.6664452848928257,86.60000000000001,0.37705902360723514
1306893657.32,7.6699987,5.5243632,2507.3491616,60.1,8.1,91.8,-1.0,354.9428064388178,160036.259729995,298.8570465224733,3.6926671922070695,87.00000000000001,0.3773051412800261
1306893657.74,7.670809,5.5243505,2511.48302,60.1,8.2,94.1,-1.0,358.87202393424474,161494.68754958134,299.0539921457079,3.6836686535449026,87.80000000000001,0.377512446616859
1306893658.18,7.6716342,5.524312,2515.0591356,60.1,8.4,96.5,-1.0,350.9656255606256,162304.33088675502,298.63318805467236,3.6452997040365323,88.80000000000001,0.37768882456961494
1306893658.61,7.6724146,5.5242504,2517.9790832,60.1,8.6,98.9,-1.0,341.9919223127316,163889.06025757606,296.2300581904499,3.6426503416357727,88.4,0.377838102784838
1306893659.05,7.6732149,5.5241604,2520.5709468,60.1,8.8,101.5,-1.0,345.60459245413284,165485.6233831731,297.25539470000405,3.519400624032091,88.9,0.37796433856786504
1306893659.48,7.6739752,5.524048,2522.7363011999996,60.1,9.0,104.1,-1.0,340.1767982555121,164231.82449697368,295.66496676882196,3.602420550794377,91.9,0.37807105335351693
1306893659.9,7.6747091,5.5239131,2524.5735716,60.1,9.2,106.7,-1.0,340.7975390770089,163352.05378518743,295.3610992829116,3.6036044627934607,92.0,0.37816138581195957
1306893660.33,7.6754339,5.5237524,2526.2468,60.1,9.4,109.3,-1.0,334.4367588202242,160347.25727412,296.29974464383923,3.710362326488377,88.6,0.3782381684016359
1306893660.75,7.6761148,5.5235744,2527.6903696,60.1,9.7,112.0,-1.0,328.13826679992616,156005.07754803775,294.7409722447621,3.708573091435712,87.7,0.3783036211575414
1306893661.17,7.6767791,5.5233736,2529.0027056,60.1,9.9,114.8,-1.0,327.32321400375423,151471.022786799,295.46277118608975,3.6626373913114545,88.39999999999999,0.37836562903155707
1306893661.6,7.6774366,5.5231455,2530.2166164,60.1,10.2,117.7,-1.0,324.9712654944137,147089.7590617587,293.972243280359,3.67759983313887,87.4,0.37841898642438304
1306893662.03,7.6780696,5.5228954,2531.3649103999996,60.1,10.4,120.5,-1.0,322.31730584978334,141440.6877425182,294.3308348842477,3.6596647298574445,87.00000000000001,0.37846537750049847
1306893662.5,7.6787296,5.5225987,2532.5460128,60.1,10.7,123.8,-1.0,318.68004244332604,135750.70275032945,293.15325143110624,3.6654722114541176,89.80000000000001,0.3785061802126595
1306893662.94,7.6793147,5.5223004,2533.5958816,60.1,11.0,126.8,-1.0,314.7142031323522,129402.62072827891,294.8070486800719,3.684124367086319,90.9,0.3785426194077601
1306893663.36,7.6798432,5.5219979,2534.5801336,60.1,11.2,129.8,-1.0,311.521857379792,122089.28051538538,294.55329952331306,3.7590936596358793,91.60000000000001,0.3785753075092474
1306893663.79,7.6803567,5.5216691,2535.5315772,60.1,11.4,132.7,-1.0,310.1615315589542,115181.43837592122,294.92125381804215,3.700585356446175,88.7,0.37860516315229203
1306893664.22,7.680838,5.5213241,2536.4830208,60.1,11.4,135.9,-1.0,307.61603609419006,107947.44200623629,296.59766457572255,3.669354786765047,86.30000000000001,0.37863295186620277
1306893664.65,7.6812957,5.5209567,2537.401656,60.1,11.4,138.9,-1.0,310.5111609033691,101244.76497352519,296.545003304871,3.6523509514621195,88.3,0.3786589798627032
1306893665.07,7.6817222,5.5205728,2538.3530996,60.1,11.4,141.9,-1.0,316.79787120639065,94983.46043875432,298.3783091930707,3.774427409484524,85.89999999999999,0.3786838595652404
1306893665.49,7.6821135,5.5201776,2539.2717348,60.1,11.3,144.8,-1.0,313.12142809902065,89235.29886194362,297.6279397632255,3.7455729364747152,86.19999999999999,0.378707820632607
1306893665.91,7.6824735,5.5197688,2540.19037,60.1,11.2,147.8,-1.0,312.98444993842133,84983.6085551019,298.1140116601613,3.6642062313504926,89.5,0.37873109272359556
1306893666.35,7.6828238,5.5193178,2541.174622,60.1,11.1,150.9,-1.0,318.4317857299933,82448.45338777099,299.2193930182555,3.711733009295848,89.4,0.37875398204992977
1306893666.77,7.6831252,5.5188741,2542.0932572,60.1,11.1,153.9,-1.0,319.1236936116279,81999.67414807164,298.5463236332094,3.6467857463072937,88.00000000000001,0.37877625895281697
1306893667.21,7.6834026,5.5184022,2543.0775092,60.1,11.1,156.9,-1.0,316.3515913962894,83229.85327235893,299.68290977250433,3.6508407679235946,88.50000000000001,0.3787983827498423
1306893667.65,7.6836457,5.5179144,2544.0617611999996,60.1,11.1,160.0,-1.0,319.661029511709,85276.47346502496,298.6036629760226,3.57917573571374,86.50000000000001,0.3788205065468677
1306893705.11,7.6863616,5.4776163,2658.8255443999997,0.8,11.1,160.0,-1.0,293.82460333618184,88599.72499525528,300.5379351958629,3.6214654358991565,87.7,0.3791081924611284
1306893705.97,7.6870303,5.476727,2660.8268568,0.9,11.1,160.0,-1.0,318.9706195288551,91007.90217727933,300.9696124240029,3.58794443784516,87.1,0.3793983280691775
1306893706.63,7.6875453,5.4760408,2662.3688516,0.9,11.1,150.6,-1.0,320.54423648376473,88764.578134953,301.1089585946638,3.5729359988054723,85.3,0.3796899181829132
1306893707.48,7.6882099,5.4751537,2664.370164,0.9,11.1,150.6,-1.0,321.421674188921,85654.77948599431,299.3332781781196,3.4510199550797402,88.80000000000001,0.37998395799043727
1306893708.12,7.6887064,5.4744895,2665.8793504,1.0,11.1,150.7,-1.0,319.7497226230325,80440.99696401495,300.8353304488659,3.542863944601668,88.89999999999999,0.3802793757507172
1306893708.99,7.6893815,5.4735848,2667.9134712,1.0,11.1,150.7,-1.0,320.1214513104056,73162.32701279542,301.7876903374147,3.5812036332824473,87.9,0.3805773963106472
1306893709.63,7.6898821,5.4729127,2669.4226576,1.0,11.1,150.8,-1.0,322.8984557057517,67877.40353115172,302.0024961556797,3.4655658958605695,85.8,0.38087664171747126
1306893709.84,7.6900393,5.4727014,2669.8819752,0.9,11.1,150.8,-1.0,310.5408657932687,65668.91894241802,304.01986377877853,3.4635894450616322,86.0,0.38117481538326303
1306893710.48,7.6905382,5.4720299,2671.3911616,0.9,11.1,150.8,-1.0,322.51584141152193,62788.05489801963,302.2352232782166,3.4655884742474643,84.40000000000002,0.381474213895949
1306893711.11,7.6910243,5.4713747,2672.8675396000003,0.9,11.1,150.9,-1.0,319.8111631936704,63243.360218167676,304.4858726354772,3.5562526279779956,83.80000000000001,0.3817747607025982
1306893712.18,7.6918452,5.4702658,2675.360978,0.9,11.1,150.9,-1.0,318.61207391310757,64775.88045699114,304.17443236428073,3.520565050271821,84.7,0.3818133433797635
1306893712.61,7.6921827,5.4698091,2676.3780384,0.9,11.1,151.0,-1.0,325.8902464490893,63341.25792642906,301.9139587069163,3.492900309028908,85.40000000000002,0.3818496294690024
1306893713.04,7.6925068,5.46937,2677.3622904,0.8,11.1,151.0,-1.0,314.1216919864641,64173.927314602726,301.36228309118405,3.433727902695967,87.00000000000003,0.38188461415841624
1306893713.68,7.6930007,5.4687002,2678.8714768,0.8,11.1,151.0,-1.0,321.3671780555842,65454.54275585475,301.3771985135668,3.530716717201564,83.40000000000002,0.38191845055386686
1306893714.32,7.6934979,5.4680248,2680.3806632,0.8,11.1,151.1,-1.0,323.6425595482957,66537.37367911836,300.8270546811428,3.556846302598937,82.50000000000001,0.38195228694931743
1306893715.18,7.6941542,5.467132,2682.3819756000003,0.7,11.1,151.1,-1.0,318.6900795385156,68070.81202338265,298.6683793964972,3.56257508410038,83.2,0.3819860467918371
1306893715.61,7.6944832,5.4666838,2683.3662276,0.7,11.1,151.1,-1.0,319.84487405900296,69058.35578606818,298.7708294378825,3.6216599676213153,84.4,0.3820185817874626
1306893716.24,7.6949653,5.4660265,2684.8426056000003,0.7,11.1,151.2,-1.0,320.0056643810206,68466.85083516763,298.19638975358254,3.61962324321235,82.30000000000001,0.38205348992394556
1306893717.33,7.6958057,5.4648787,2687.4344692,0.6,11.1,151.2,-1.0,322.6996435369808,69053.69607572973,299.5352750143852,3.5710267738378647,81.6,0.38209092430714764
1306893717.54,7.6959618,5.4646653,2687.8937868,0.6,11.1,151.2,-1.0,311.9219003871605,69101.66147078098,299.651675724158,3.508368382732862,84.00000000000001,0.3821259855494924
1306893719.65,7.6975758,5.4624544,2692.8478551999997,0.5,11.1,151.2,-1.0,321.038073793808,67474.48603918853,297.99895943525246,3.4737053665543027,83.9,0.3821667882616534
1306893720.09,7.69791,5.4619959,2693.8649156,0.5,11.1,151.2,-1.0,319.30473781980703,66792.86160230052,299.5731434033832,3.5472417309579725,86.5,0.3822075909738144
1306893720.74,7.6984033,5.4613184,2695.3741019999998,0.5,11.1,151.4,-1.0,319.33392281153283,65055.62394435369,300.30135417942483,3.544525212639987,86.30000000000001,0.38224961853286943
1306893722.22,7.6995354,5.4597617,2698.8517924000002,0.4,11.1,151.4,-1.0,321.91488974168175,63494.413774422705,300.6493763295821,3.4504571558049504,89.60000000000001,0.3822962392677776
1306893723.08,7.7001915,5.4588583,2700.8531048,0.4,11.1,151.4,-1.0,321.46019588434143,63605.593675611024,299.2112572575219,3.3345926148939187,92.3,0.38234400829664894
1306893723.93,7.7008344,5.4579725,2702.8544172,0.4,11.1,151.5,-1.0,318.9840388126454,64925.74140779151,299.4009359767349,3.329625939260907,91.9,0.3823917773255203
1306893725.4,7.7019497,5.456434,2706.2664908,0.3,11.1,151.5,-1.0,320.2479670085694,66194.2091914944,298.8314196824983,3.3709603135411603,92.60000000000001,0.3824452112712772
1306893726.91,7.7030955,5.4548519,2709.8097980000002,0.3,11.1,151.5,-1.0,320.5073050160676,67667.6976809657,298.35054469839406,3.4788074795646207,92.60000000000001,0.38250346805167956
1306893728.18,7.7040606,5.453518,2712.762554,0.3,11.1,151.6,-1.0,321.1978490577837,69251.84146918693,297.0256899606873,3.5253118836036235,93.2,0.3825625669143218
1306893730.09,7.7055156,5.4515053,2717.2573048,0.2,11.1,151.6,-1.0,322.08934309000256,69158.65287056199,294.9958809973946,3.5746106947880105,93.3,0.38263108178746263
1306893732.4,7.7072689,5.4490778,2722.6378824,0.2,11.1,151.6,-1.0,321.21937421767893,69368.95014508243,295.27357979669375,3.56373280822128,92.5,0.382700591848705
1306893734.08,7.7085408,5.4473156,2726.5748903999997,0.2,11.1,151.7,-1.0,320.68345404365573,69563.66546054893,295.75198853077796,3.548176431445274,91.30000000000001,0.382776915120796
1306893740.5,7.713409,5.4405646,2741.5683292,0.1,11.1,151.7,-1.0,321.337516696121,69693.89717909133,295.10007659029765,3.617977012807742,92.70000000000002,0.3828847016474801
1306893742.41,7.7148604,5.4385507,2746.06308,0.1,11.1,151.8,-1.0,322.0640998507508,69901.52025523556,296.43553714393425,3.685658759140659,93.10000000000001,0.38299486131502164
1306893762.1,7.7298001,5.417808,2792.0276484,0.1,11.1,151.8,-1.0,321.82412336585435,70079.8710744076,295.65647261143664,3.716271317535613,91.4,0.38320760190994735
1306893763.37,7.7307721,5.416458,2795.0132128,0.1,11.1,152.0,-1.0,324.5318168633576,70087.41400755694,296.2720941005368,3.6741652088399297,89.4,0.3834226390927995
1306893773.08,7.7381494,5.4062079,2817.6838172000002,0.1,5.8,152.0,-1.0,322.4108892846006,70279.74238395636,297.6924376080739,3.684583536213999,89.60000000000002,0.3836826128460803
1306893773.5,7.7384648,5.4057695,2818.6680692,0.1,5.8,152.0,-1.0,319.1938198925047,70495.00666050153,298.29211928657094,3.5460045693713944,92.50000000000001,0.3839366154707522
1306893774.35,7.7391132,5.4048684,2820.7349983999998,0.1,5.8,152.1,-1.0,323.62110250319387,70381.60279700649,297.45549949436383,3.481614405213826,92.40000000000002,0.3841885511662902
1306893796.19,7.7557303,5.3817712,2871.8504856,0.1,5.8,152.1,-1.0,322.965547922268,70481.41062818581,297.552699695634,3.424676848741452,92.10000000000002,0.3845492685766139
1306893806.87,7.7638698,5.370455,2896.7520612,0.1,5.8,152.1,-1.0,323.53966284630525,70433.77854320798,296.88471006845685,3.5035302484528414,92.60000000000001,0.3849555349808134
1306893816.26,7.7710383,5.3604868,2918.6680724,0.1,5.8,152.5,-1.0,324.10926900023793,70230.91789545494,295.79524533166,3.4523023701516977,90.60000000000001,0.38540375239113717
1306893823.04,7.7762193,5.3532804,2934.4817212,0.1,5.9,152.5,-1.0,324.48143288047834,70377.7082842339,295.2354901241257,3.4564925967617453,88.0,0.38585388362473294
1306893823.47,7.7765488,5.3528221,2935.8268656,0.1,7.3,152.5,-1.0,325.323013384002,70716.61029266211,294.68606346001917,3.454844176131158,85.7,0.386296665776964
1306893823.89,7.7768719,5.3523726,2938.2546872000003,0.1,7.0,152.5,-1.0,326.57191078969885,70974.60445586525,296.5792677793948,3.4343493019003817,86.30000000000001,0.38663786218991236
1306893824.31,7.7771951,5.3519233,2941.4042936,0.1,6.7,152.5,-1.0,326.5883265312479,71521.41618980179,296.615287786626,3.5025787720083392,86.80000000000001,0.3869794413675151
1306893824.73,7.77751,5.3514856,2944.6523251999997,0.1,6.3,152.5,-1.0,318.613231077479,72111.00848452919,295.2933095817252,3.399745391169044,87.0,0.3872757012100348
1306893825.15,7.7778312,5.3510393,2947.8675484,0.1,6.1,152.5,-1.0,324.6114397787865,71607.65334156167,293.88695353038787,3.46487982303517,86.5,0.38757716665185454
1306893825.99,7.7784776,5.3501417,2953.248126,0.1,5.7,152.5,-1.0,326.2247194835838,71552.9355222901,294.18109848435404,3.450389442095153,87.6,0.3878863639396936
1306893826.41,7.7788028,5.3496904,2955.3150551999997,0.1,5.6,152.5,-1.0,327.7914674905881,71329.06955511526,295.53014545183737,3.4612556604223794,86.5,0.3880811145958616
1306893827.67,7.7797688,5.3483499,2959.4161052,0.1,5.6,152.5,-1.0,324.97213315408106,71108.31638826885,296.10006646181364,3.387410726800311,87.2,0.3882273306938493
1306893833.59,7.784308,5.3420477,2972.112956,0.1,5.7,152.5,-1.0,325.08520365072604,71470.8313166589,295.3324912451369,3.424975687511698,90.9,0.3883520354182587
1306893834.45,7.7849702,5.3411279,2974.1470768,0.1,5.7,152.7,-1.0,326.44741422489983,72178.81834734071,296.9040575452295,3.4107860598106017,93.2,0.38844458791169706
1306893835.73,7.7859476,5.3397698,2977.1326412,0.1,5.7,152.7,-1.0,324.0294544472538,72587.28563662924,297.0898284860803,3.4044945755633895,95.0,0.38854096805167954
1306893842.08,7.7908217,5.332995,2991.8964211999996,0.1,5.7,152.8,-1.0,325.6892558462979,72721.1088043859,297.2396069400469,3.3827163945820238,94.80000000000001,0.3886661320936743
1306893843.85,7.7921836,5.3311015,2996.0302796,0.1,5.7,152.8,-1.0,326.4974801242327,72789.23732323927,296.93762655589893,3.3431409772293077,94.50000000000001,0.3887935927235956
1306893852.43,7.7987639,5.3219477,3015.9449784,0.1,5.7,152.8,-1.0,325.64559799873547,72253.96793629217,295.32223267058765,3.4146944474139116,95.30000000000001,0.38895994224240565
1306893858.24,7.8032261,5.3157388,3029.4292308,0.1,6.1,152.8,-1.0,326.1367989545991,72018.63458835354,296.697854018602,3.401392666638398,94.40000000000002,0.38915025282858245
1306893858.87,7.803712,5.3150625,3032.152328,0.1,7.3,152.8,-1.0,327.53257497893725,71901.63861574297,297.72719382329853,3.5386065670917866,96.60000000000001,0.3893343626273576
1306893859.08,7.8038693,5.3148436,3033.628706,0.1,7.1,153.0,-1.0,318.6497750387761,72202.19082216999,296.0982966940594,3.568042069185806,98.10000000000001,0.3895170944733769
1306893859.73,7.8043705,5.3141466,3039.1077088,0.1,6.5,153.0,-1.0,327.2376673991075,70973.76783095242,295.34889760185985,3.6759875970083415,97.60000000000002,0.38970304154249324
1306893860.15,7.8046908,5.3137014,3042.651016,0.1,6.2,153.0,-1.0,323.8681191407465,70118.3195158309,297.3345624905325,3.71597704435441,94.90000000000002,0.38986763034389305
1306893860.57,7.8050169,5.3132484,3045.9318559999997,0.1,6.0,153.0,-1.0,329.1348797303643,69030.1558044565,295.8655409397295,3.7286937376829363,94.2,0.39003512815666647
1306893861.43,7.8056793,5.3123288,3051.2140084,0.1,5.6,153.0,-1.0,326.4786828105861,68174.80600730337,296.2487494221801,3.6780665121145506,93.2,0.39020798467460177
