flight id:501
flight code:Tu-142
origin:RU
date:2011-06-01
from:beslan
to:mozdok
motor(s):4
mass aircraft:96000.025248
mass fuel:96000.025248
lift coef:1.5098032749390164
drag coef:0.017311591591697872

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,engine_2,engine_3,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893708⋅34,5⋅9058213,3⋅937969,91⋅83,0⋅9,6⋅1,77⋅2,-1⋅0,102⋅10009792450819,3552435⋅467431008,3552435⋅467431008,3552435⋅467431008,3552435⋅467431008,17⋅94952738370833,7⋅450884154752682,25899⋅260664521214,95⋅49999999999999,35⋅59292180657952
1306893708⋅56,5⋅906095,3⋅9380192,91⋅05,0⋅9,6⋅3,77⋅2,-1⋅0,107⋅16151099176727,7450487⋅564722869,7450487⋅564722869,7450487⋅564722869,7450487⋅564722869,18⋅67960157659531,7⋅362646305028106,26106⋅325809298723,96⋅6,35⋅58637653098897
1306893708⋅77,5⋅906343,3⋅9380645,90⋅43,0⋅9,6⋅5,77⋅2,-1⋅0,101⋅76230976474069,5406610⋅325064779,5406610⋅325064779,5406610⋅325064779,5406610⋅325064779,20⋅066047614541375,7⋅339505722402226,26091⋅573507129244,93⋅80000000000001,35⋅57978532363988
1306893708⋅99,5⋅9066061,3⋅9381124,89⋅89,0⋅8,6⋅9,77⋅2,-1⋅0,103⋅15059666991547,5191246⋅720046033,5191246⋅720046033,5191246⋅720046033,5191246⋅720046033,21⋅64470712592368,7⋅391262896530298,26088⋅707726381836,92⋅30000000000001,35⋅573086942187565
1306893709⋅21,5⋅9068687,3⋅9381601,89⋅5,0⋅7,7⋅3,77⋅3,-1⋅0,102⋅52747481703074,4931222⋅389338355,4931222⋅389338355,4931222⋅389338355,4931222⋅389338355,22⋅45505883248542,7⋅340937087851848,25809⋅676333562613,92⋅90000000000002,35⋅566847878320544
1306893709⋅42,5⋅9071305,3⋅9382076,89⋅29,0⋅7,7⋅8,77⋅3,-1⋅0,107⋅39863405679675,1400636⋅2206865763,1400636⋅2206865763,1400636⋅2206865763,1400636⋅2206865763,24⋅545764992494288,7⋅367335132801509,25379⋅038649188267,93⋅30000000000003,35⋅56089971559089
1306893709⋅63,5⋅9073892,3⋅9382543,89⋅3,0⋅6,8⋅3,77⋅3,-1⋅0,106⋅06145307475794,1193972⋅7373702915,1193972⋅7373702915,1193972⋅7373702915,1193972⋅7373702915,25⋅32822116505036,7⋅321737233062274,25732⋅23071768965,92⋅50000000000001,35⋅555426181032715
1306893709⋅84,5⋅9076359,3⋅9382989,89⋅52,0⋅6,8⋅8,77⋅3,-1⋅0,101⋅05431531376114,1417117⋅1185647105,1417117⋅1185647105,1417117⋅1185647105,1417117⋅1185647105,24⋅216165931781337,7⋅448550612899654,26015⋅182873419893,92⋅7,35⋅551215769834116
1306893710⋅06,5⋅907906,3⋅9383477,90⋅0,0⋅5,9⋅2,77⋅3,-1⋅0,105⋅78674602448923,1113528⋅8787754655,1113528⋅8787754655,1113528⋅8787754655,1113528⋅8787754655,23⋅619554988418255,7⋅502258325759065,26428⋅566625509757,91⋅1,35⋅547969925564644
1306893710⋅27,5⋅908164,3⋅9383942,90⋅7,0⋅4,9⋅4,77⋅3,-1⋅0,105⋅81291928869382,2760845⋅369233943,2760845⋅369233943,2760845⋅369233943,2760845⋅369233943,23⋅333843278251734,7⋅47610856248405,25809⋅410684596023,90⋅89999999999999,35⋅5464847987055
1306893710⋅48,5⋅9084208,3⋅9384406,91⋅61,0⋅3,9⋅6,77⋅4,-1⋅0,105⋅24323415432733,552746⋅2222801106,552746⋅2222801106,552746⋅2222801106,552746⋅2222801106,23⋅810318248848716,7⋅252974869488706,25956⋅321062076797,90⋅6,35⋅54631638225756
1306893710⋅69,5⋅9086776,3⋅938487,92⋅71,0⋅3,9⋅7,77⋅4,-1⋅0,105⋅53012721784435,1119798⋅7315859483,1119798⋅7315859483,1119798⋅7315859483,1119798⋅7315859483,24⋅536296386009006,7⋅334094111704248,26540⋅01466283189,90⋅6,35⋅547587160910226
1306893710⋅9,5⋅9089318,3⋅938533,93⋅98,0⋅2,9⋅8,77⋅4,-1⋅0,104⋅38059527129442,1472111⋅0645541977,1472111⋅0645541977,1472111⋅0645541977,1472111⋅0645541977,23⋅57524138302623,7⋅5823681172336785,26274⋅63032164624,93⋅2,35⋅55030478995659
1306893711⋅32,5⋅9094375,3⋅9386247,96⋅95,0⋅1,9⋅7,77⋅4,-1⋅0,103⋅83739859333976,1429868⋅122640893,1429868⋅122640893,1429868⋅122640893,1429868⋅122640893,22⋅538671045781612,7⋅429041836352438,25757⋅587149314317,94⋅5,35⋅55570942687697
1306893711⋅54,5⋅9096998,3⋅9386725,98⋅68,0⋅0,9⋅6,77⋅4,-1⋅0,103⋅13010231243595,6838877⋅336923874,6838877⋅336923874,6838877⋅336923874,6838877⋅336923874,20⋅6637724239355,7⋅412668630231993,25398⋅294851036386,95⋅00000000000001,35⋅5627369859321
1306893711⋅76,5⋅9099741,3⋅9387226,100⋅6,0⋅0,9⋅5,77⋅4,-1⋅0,107⋅67801857578677,7281661⋅424363685,7281661⋅424363685,7281661⋅424363685,7281661⋅424363685,18⋅54841432679131,7⋅219680328328066,25609⋅95293131839,93⋅60000000000001,35⋅57139512241504
1306893711⋅97,5⋅9102324,3⋅9387699,102⋅5,-0⋅1,9⋅4,77⋅4,-1⋅0,106⋅27057015632236,4321943⋅601392761,4321943⋅601392761,4321943⋅601392761,4321943⋅601392761,18⋅379692790454605,7⋅260096049603752,25055⋅091007232837,92⋅80000000000001,35⋅58150010929168
1306893712⋅18,5⋅9104771,3⋅9388149,104⋅37,-0⋅1,9⋅3,77⋅4,-1⋅0,100⋅60490525647921,6724805⋅494075812,6724805⋅494075812,6724805⋅494075812,6724805⋅494075812,20⋅49913028867004,6⋅905803348344056,24924⋅92031510598,94⋅7,35⋅592868219527894
1306893712⋅39,5⋅9107375,3⋅9388629,106⋅4,-0⋅1,9⋅1,77⋅4,-1⋅0,107⋅32202865973278,8497562⋅820090542,8497562⋅820090542,8497562⋅820090542,8497562⋅820090542,21⋅606637213912528,7⋅024522438436499,24931⋅887050682093,95⋅60000000000001,35⋅60542290019281
1306893712⋅61,5⋅9110073,3⋅9389129,108⋅56,-0⋅2,9⋅0,77⋅4,-1⋅0,106⋅11775821976853,3301563⋅432185725,3301563⋅432185725,3301563⋅432185725,3301563⋅432185725,23⋅531386196545967,7⋅022375149378924,24937⋅390888695547,94⋅4,35⋅61909525364863
1306893712⋅82,5⋅9112613,3⋅9389601,110⋅61,-0⋅2,8⋅8,77⋅4,-1⋅0,104⋅84499285744884,3332760⋅007911558,3332760⋅007911558,3332760⋅007911558,3332760⋅007911558,24⋅74716184667257,7⋅219989180059843,24652⋅64376676958,94⋅9,35⋅633640310516526
1306893713⋅04,5⋅9115163,3⋅9390076,112⋅67,-0⋅2,8⋅6,77⋅4,-1⋅0,100⋅39554718753314,5703466⋅1407219805,5703466⋅1407219805,5703466⋅1407219805,5703466⋅1407219805,23⋅98425569480575,7⋅0522929016576335,24652⋅279952994602,96⋅60000000000001,35⋅6489202755209
1306893713⋅26,5⋅9117882,3⋅9390585,114⋅84,-0⋅2,8⋅4,77⋅4,-1⋅0,106⋅85807985559315,7235424⋅350935158,7235424⋅350935158,7235424⋅350935158,7235424⋅350935158,24⋅084887240887593,7⋅051125154124375,24470⋅77284928455,95⋅30000000000001,35⋅66488921690323
1306893713⋅47,5⋅9120469,3⋅9391071,116⋅82,-0⋅3,8⋅1,77⋅4,-1⋅0,106⋅79938124739994,5043606⋅448458028,5043606⋅448458028,5043606⋅448458028,5043606⋅448458028,25⋅60754406722104,7⋅2422624779083735,25048⋅922970636533,93⋅4,35⋅680100284269805
1306893713⋅68,5⋅9122922,3⋅9391535,118⋅61,-0⋅3,7⋅8,77⋅4,-1⋅0,101⋅06686162096754,7816532⋅798347052,7816532⋅798347052,7816532⋅798347052,7816532⋅798347052,25⋅885239414935583,7⋅2579723121979525,25320⋅631660574832,92⋅0,35⋅69535728339491
1306893713⋅89,5⋅9125523,3⋅9392028,120⋅38,-0⋅3,7⋅6,77⋅4,-1⋅0,107⋅11534774805992,9721313⋅93096079,9721313⋅93096079,9721313⋅93096079,9721313⋅93096079,27⋅654706901697423,7⋅3823166653385695,25381⋅74444879285,89⋅8,35⋅7104994531237
1306893714⋅11,5⋅912821,3⋅939254,122⋅05,-0⋅3,7⋅3,77⋅4,-1⋅0,105⋅59096727375388,4583002⋅0350230485,4583002⋅0350230485,4583002⋅0350230485,4583002⋅0350230485,29⋅361026675420312,7⋅473593948269599,25102⋅502500172992,90⋅7,35⋅725465551111455
1306893714⋅32,5⋅9130755,3⋅9393026,123⋅46,-0⋅3,7⋅0,77⋅3,-1⋅0,104⋅81408954726314,4967287⋅629462283,4967287⋅629462283,4967287⋅629462283,4967287⋅629462283,26⋅87163965692735,7⋅5359391455414375,24955⋅208876205346,88⋅5,35⋅74007950561714
1306893714⋅53,5⋅9133279,3⋅9393509,124⋅68,-0⋅2,6⋅8,77⋅3,-1⋅0,103⋅8270133910237,5542710⋅282512412,5542710⋅282512412,5542710⋅282512412,5542710⋅282512412,26⋅637171669550785,7⋅38811687704688,25112⋅088103217,88⋅6,35⋅75407338138267
1306893714⋅75,5⋅9135929,3⋅9394018,125⋅75,-0⋅2,6⋅6,77⋅3,-1⋅0,104⋅26541812660405,4768219⋅919441429,4768219⋅919441429,4768219⋅919441429,4768219⋅919441429,24⋅645276906162884,7⋅515134574827519,24990⋅53873249036,87⋅5,35⋅767232830201564
1306893714⋅97,5⋅9138548,3⋅9394522,126⋅6,-0⋅2,6⋅4,77⋅3,-1⋅0,102⋅74402346120162,4569630⋅497026005,4569630⋅497026005,4569630⋅497026005,4569630⋅497026005,22⋅37637210505694,7⋅220019179912144,25042⋅89562307115,89⋅10000000000001,35⋅779473643849855
1306893715⋅18,5⋅914116,3⋅9395025,127⋅26,-0⋅2,6⋅3,77⋅3,-1⋅0,107⋅5032713221326,10387014⋅778744416,10387014⋅778744416,10387014⋅778744416,10387014⋅778744416,23⋅319417403202834,7⋅407045714648058,24861⋅46641520978,87⋅80000000000001,35⋅79064271646578
1306893715⋅61,5⋅9146413,3⋅9396038,128⋅08,-0⋅1,6⋅4,77⋅3,-1⋅0,105⋅41278290377686,6724855⋅555979398,6724855⋅555979398,6724855⋅555979398,6724855⋅555979398,23⋅168123788667863,7⋅2539491514985555,24830⋅17017774522,85⋅80000000000001,35⋅80077832451478
1306893715⋅82,5⋅9149018,3⋅9396539,128⋅3,-0⋅1,6⋅5,77⋅3,-1⋅0,107⋅19016780807283,3518488⋅767626687,3518488⋅767626687,3518488⋅767626687,3518488⋅767626687,21⋅58503878168916,7⋅167196205773115,24231⋅545673558812,87⋅6,35⋅80956660098022
1306893716⋅03,5⋅9151629,3⋅9397042,128⋅41,-0⋅1,6⋅6,77⋅3,-1⋅0,107⋅24429041168776,2891858⋅494714626,2891858⋅494714626,2891858⋅494714626,2891858⋅494714626,24⋅084232137309005,7⋅511463468228194,24632⋅416555083633,88⋅6,35⋅81706878820682
1306893716⋅24,5⋅915416,3⋅9397529,128⋅44,-0⋅0,6⋅8,77⋅3,-1⋅0,104⋅01098915620678,9335368⋅41205126,9335368⋅41205126,9335368⋅41205126,9335368⋅41205126,24⋅125714993937606,7⋅277009763468369,24925⋅6256686281,92⋅3,35⋅823238954436036
1306893716⋅46,5⋅9156932,3⋅9398062,128⋅41,-0⋅0,6⋅9,77⋅3,-1⋅0,108⋅69020486743281,9479032⋅455733372,9479032⋅455733372,9479032⋅455733372,9479032⋅455733372,21⋅912146060038847,7⋅39846417942872,25392⋅39522981588,91⋅1,35⋅82810772084024
1306893716⋅67,5⋅9159499,3⋅9398554,128⋅33,0⋅1,7⋅0,77⋅3,-1⋅0,105⋅60579051024803,9638575⋅104314044,9638575⋅104314044,9638575⋅104314044,9638575⋅104314044,22⋅806472528955663,7⋅605229941783495,25547⋅13578928118,91⋅30000000000001,35⋅83183584857427
1306893716⋅9,5⋅9162321,3⋅9399096,128⋅21,0⋅1,7⋅1,77⋅3,-1⋅0,106⋅01458124803405,4884328⋅582266878,4884328⋅582266878,4884328⋅582266878,4884328⋅582266878,24⋅117967523266504,7⋅712116034629452,25256⋅05882729487,92⋅30000000000001,35⋅83453816703446
1306893717⋅11,5⋅9164938,3⋅9399597,128⋅08,0⋅1,7⋅2,77⋅3,-1⋅0,107⋅47365067092414,1037310⋅7618908243,1037310⋅7618908243,1037310⋅7618908243,1037310⋅7618908243,25⋅691892419804383,7⋅47859638492033,25268⋅95572402862,93⋅60000000000001,35⋅836321850324055
1306893717⋅33,5⋅9167811,3⋅9400146,127⋅92,0⋅2,7⋅2,77⋅3,-1⋅0,112⋅63031948565727,3418326⋅035621794,3418326⋅035621794,3418326⋅035621794,3418326⋅035621794,28⋅279082478885858,7⋅853804781675823,25797⋅223218049512,91⋅7,35⋅83733234901171
1306893717⋅54,5⋅9170365,3⋅9400634,127⋅77,0⋅2,7⋅3,77⋅3,-1⋅0,104⋅88805119645824,3107228⋅583667308,3107228⋅583667308,3107228⋅583667308,3107228⋅583667308,27⋅286065717988958,7⋅738365411088463,25305⋅721859034376,90⋅60000000000001,35⋅83772276895922
1306893717⋅75,5⋅9173063,3⋅940115,127⋅61,0⋅2,7⋅4,77⋅3,-1⋅0,110⋅99732017892659,987249⋅8729538321,987249⋅8729538321,987249⋅8729538321,987249⋅8729538321,27⋅891488545988558,7⋅841492948422599,25261⋅61643203545,91⋅39999999999999,35⋅83736297018407
1306893717⋅96,5⋅9175654,3⋅9401644,127⋅46,0⋅3,7⋅5,77⋅4,-1⋅0,106⋅46775347097662,6332948⋅050410716,6332948⋅050410716,6332948⋅050410716,6332948⋅050410716,30⋅07087002422498,7⋅771315752078728,25534⋅55785026818,90⋅3,35⋅836719925564644
1306893718⋅59,5⋅9183634,3⋅9403164,127⋅1,0⋅3,7⋅7,77⋅4,-1⋅0,109⋅2464745618632,6943973⋅107679251,6943973⋅107679251,6943973⋅107679251,6943973⋅107679251,28⋅534924595228922,7⋅627857901708914,25153⋅33472139352,91⋅0,35⋅83571708217007
1306893719⋅02,5⋅9189079,3⋅9404199,126⋅96,0⋅4,7⋅7,77⋅4,-1⋅0,109⋅24710684371225,1655886⋅0725087572,1655886⋅0725087572,1655886⋅0725087572,1655886⋅0725087572,28⋅576395677158345,7⋅874922157068826,24630⋅83941475543,89⋅10000000000001,35⋅83458409879299
1306893719⋅44,5⋅9194405,3⋅9405209,126⋅96,0⋅4,8⋅0,77⋅4,-1⋅0,109⋅46233167873005,2927861⋅123903456,2927861⋅123903456,2927861⋅123903456,2927861⋅123903456,29⋅17475561177993,7⋅589953070964397,24635⋅920183659204,91⋅2,35⋅83347408129518
1306893719⋅65,5⋅9197127,3⋅9405725,126⋅96,0⋅4,8⋅1,77⋅4,-1⋅0,111⋅58253158856003,5964467⋅698095683,5964467⋅698095683,5964467⋅698095683,5964467⋅698095683,30⋅601702031292792,7⋅476350721850979,24214⋅393947816206,90⋅7,35⋅83242530614208
1306893719⋅88,5⋅9199995,3⋅9406268,127⋅04,0⋅4,8⋅2,77⋅4,-1⋅0,107⋅62646856664415,8234107⋅193630847,8234107⋅193630847,8234107⋅193630847,8234107⋅193630847,28⋅722911780242335,7⋅254688571727772,24400⋅588476382072,88⋅2,35⋅83152963685074
1306893720⋅09,5⋅9202739,3⋅9406787,127⋅15,0⋅4,8⋅3,77⋅4,-1⋅0,112⋅77615387830963,9015338⋅499096602,9015338⋅499096602,9015338⋅499096602,9015338⋅499096602,27⋅835678188331393,7⋅28680048168482,24653⋅163354955526,86⋅7,35⋅83081769459352
1306893720⋅3,5⋅9205489,3⋅9407307,127⋅3,0⋅4,8⋅4,77⋅4,-1⋅0,112⋅73167748026337,477090⋅4589247517,477090⋅4589247517,477090⋅4589247517,477090⋅4589247517,25⋅74605048359791,7⋅149286753887901,24449⋅29968077901,86⋅4,35⋅83034306642204
1306893720⋅51,5⋅9208127,3⋅9407806,127⋅48,0⋅4,8⋅5,77⋅4,-1⋅0,108⋅36878573864765,1505973⋅9263868895,1505973⋅9263868895,1505973⋅9263868895,1505973⋅9263868895,24⋅668987137991017,7⋅2980820204560874,24852⋅96046899696,88⋅0,35⋅83012106292247
1306893720⋅95,5⋅9213881,3⋅9408892,128⋅02,0⋅4,8⋅5,77⋅5,-1⋅0,112⋅79103657417355,2270952⋅3485565106,2270952⋅3485565106,2270952⋅3485565106,2270952⋅3485565106,23⋅3485959031384,7⋅333025211967689,25210⋅78031857484,89⋅00000000000001,35⋅830434929939095
1306893721⋅37,5⋅9219278,3⋅940991,128⋅65,0⋅4,8⋅4,77⋅5,-1⋅0,110⋅85152495405801,2153292⋅8175383313,2153292⋅8175383313,2153292⋅8175383313,2153292⋅8175383313,21⋅427470094600388,7⋅354717158370518,24572⋅4769347606,87⋅20000000000002,35⋅83134590981661
1306893722⋅01,5⋅9227501,3⋅9411461,129⋅81,0⋅4,8⋅3,77⋅5,-1⋅0,110⋅80572939515851,447056⋅3326394068,447056⋅3326394068,447056⋅3326394068,447056⋅3326394068,22⋅19805824680587,7⋅3956755915943875,24681⋅064405900324,86⋅10000000000002,35⋅83342049424356
1306893722⋅66,5⋅9235995,3⋅9413063,131⋅14,0⋅4,8⋅2,77⋅5,-1⋅0,112⋅66933644393804,7748318⋅083209259,7748318⋅083209259,7748318⋅083209259,7748318⋅083209259,21⋅687853617835227,7⋅231177280527289,24983⋅44106124453,86⋅70000000000002,35⋅83662040675449
1306893723⋅51,5⋅9247183,3⋅9415172,133⋅02,0⋅4,8⋅2,77⋅6,-1⋅0,113⋅48555489143473,10006737⋅419492498,10006737⋅419492498,10006737⋅419492498,10006737⋅419492498,23⋅02947281074278,7⋅549690499947258,24662⋅83986123433,83⋅80000000000001,35⋅84125951436604
1306893723⋅72,5⋅9249947,3⋅9415694,133⋅5,0⋅4,8⋅1,77⋅6,-1⋅0,113⋅68682079400998,7502617⋅9588927245,7502617⋅9588927245,7502617⋅9588927245,7502617⋅9588927245,21⋅39166926280388,7⋅36406677428174,24933⋅835975128462,83⋅70000000000002,35⋅846266076045836
1306893724⋅98,5⋅9266557,3⋅9418832,136⋅44,0⋅4,8⋅1,77⋅6,-1⋅0,113⋅68668478418519,9775097⋅594814623,9775097⋅594814623,9775097⋅594814623,9775097⋅594814623,21⋅811518574226998,7⋅6874963085070895,24912⋅233806276843,83⋅90000000000002,35⋅853462051548895
1306893726⋅47,5⋅9286492,3⋅9422599,140⋅2,0⋅4,8⋅1,77⋅7,-1⋅0,115⋅39065868345453,5352178⋅779950643,5352178⋅779950643,5352178⋅779950643,5352178⋅779950643,23⋅39035799269847,7⋅763075768821492,25335⋅122315863693,86⋅7,35⋅86345220902921
1306893728⋅18,5⋅93095,3⋅9426942,144⋅97,0⋅4,8⋅1,77⋅7,-1⋅0,116⋅03636020972351,1624104⋅370667962,1624104⋅370667962,1624104⋅370667962,1624104⋅370667962,25⋅70482120809334,7⋅893717637778893,25126⋅63905304046,88⋅5,35⋅87697911191635
1306893729⋅46,5⋅9326953,3⋅9430227,148⋅92,0⋅4,8⋅1,77⋅8,-1⋅0,117⋅57028552953714,2920657⋅8503275607,2920657⋅8503275607,2920657⋅8503275607,2920657⋅8503275607,27⋅015970776379373,7⋅597531867500618,25389⋅24393112255,86⋅4,35⋅893392060297806
1306893731⋅35,5⋅9352955,3⋅9435133,155⋅3,0⋅4,8⋅1,77⋅8,-1⋅0,118⋅64280361849478,2304634⋅419162549,2304634⋅419162549,2304634⋅419162549,2304634⋅419162549,29⋅76007634924385,7⋅487894314241485,25349⋅469568475986,86⋅50000000000001,35⋅91427569984286
1306893732⋅82,5⋅9373202,3⋅9438942,160⋅65,0⋅4,8⋅1,77⋅9,-1⋅0,118⋅81117667797223,2737065⋅146168811,2737065⋅146168811,2737065⋅146168811,2737065⋅146168811,30⋅535661865114577,7⋅506300159677172,26307⋅177078042256,90⋅20000000000002,35⋅93877263772563
1306893733⋅45,5⋅9382029,3⋅9440604,163⋅07,0⋅3,8⋅1,77⋅9,-1⋅0,120⋅8140239777668,3416753⋅203642071,3416753⋅203642071,3416753⋅203642071,3416753⋅203642071,28⋅860749395660495,7⋅383201357779034,25807⋅32915578507,89⋅60000000000001,35⋅96423414253752
1306893734⋅93,5⋅9402798,3⋅9444519,168⋅98,0⋅3,8⋅1,77⋅9,-1⋅0,121⋅00573305562074,3121236⋅69526524,3121236⋅69526524,3121236⋅69526524,3121236⋅69526524,29⋅026587313423477,7⋅582032309513518,25634⋅639914987332,90⋅89999999999999,35⋅99320177158389
1306893735⋅99,5⋅941762,3⋅9447322,173⋅38,0⋅4,8⋅1,77⋅9,-1⋅0,120⋅64038850334565,2972648⋅839168332,2972648⋅839168332,2972648⋅839168332,2972648⋅839168332,28⋅605038509140307,7⋅568299499392123,25759⋅19138929692,91⋅6,36⋅02409853448853
1306893736⋅44,5⋅9423976,3⋅9448525,175⋅31,0⋅4,8⋅1,78⋅0,-1⋅0,121⋅91307746863218,3068523⋅2131687347,3068523⋅2131687347,3068523⋅2131687347,3068523⋅2131687347,28⋅451369064009228,7⋅588037124777429,26067⋅988197099374,91⋅49999999999999,36⋅05610531489098
1306893738⋅57,5⋅9454272,3⋅9454275,184⋅83,0⋅4,8⋅1,78⋅0,-1⋅0,122⋅7185922222865,2721092⋅46020222,2721092⋅46020222,2721092⋅46020222,2721092⋅46020222,30⋅319548838359538,7⋅457791667659864,26084⋅97957427545,94⋅2,36⋅093149278145574
1306893739⋅0,5⋅9460384,3⋅9455438,186⋅82,0⋅5,8⋅1,78⋅0,-1⋅0,122⋅68875349466781,2741260⋅9673244106,2741260⋅9673244106,2741260⋅9673244106,2741260⋅9673244106,29⋅94131056752503,7⋅4169981607324065,26084⋅549198146873,91⋅49999999999999,36⋅12883825452352
1306893739⋅44,5⋅9466693,3⋅9456639,188⋅89,0⋅5,8⋅1,78⋅1,-1⋅0,123⋅69619505670559,3319843⋅4132917696,3319843⋅4132917696,3319843⋅4132917696,3319843⋅4132917696,28⋅73452457861213,7⋅406945423774988,25861⋅148904615577,90⋅9,36⋅16246030176762
1306893740⋅92,5⋅9488007,3⋅94607,196⋅05,0⋅6,8⋅1,78⋅1,-1⋅0,124⋅28591778525566,3164829⋅2932262276,3164829⋅2932262276,3164829⋅2932262276,3164829⋅2932262276,27⋅126553036609003,7⋅6270707220892096,25807⋅758315201256,90⋅5,36⋅19853969809307
1306893741⋅13,5⋅9490975,3⋅9461266,197⋅06,0⋅6,8⋅1,78⋅1,-1⋅0,122⋅12337951099484,3306456⋅640186014,3306456⋅640186014,3306456⋅640186014,3306456⋅640186014,24⋅97294354487605,7⋅800569933982033,26248⋅78442208689,91⋅6,36⋅23050820203009
1306893741⋅99,5⋅9503361,3⋅9463638,201⋅35,0⋅6,8⋅1,78⋅2,-1⋅0,124⋅32055445108887,6375285⋅546869989,6375285⋅546869989,6375285⋅546869989,6375285⋅546869989,26⋅075346069402364,7⋅720046721913598,25919⋅126525149237,88⋅2,36⋅261665244899724
1306893742⋅62,5⋅9512506,3⋅9465399,204⋅56,0⋅7,8⋅1,78⋅2,-1⋅0,125⋅3160203030781,8371425⋅3400177015,8371425⋅3400177015,8371425⋅3400177015,8371425⋅3400177015,27⋅155238430687692,7⋅686270012012996,25830⋅812235732337,86⋅9,36⋅29342705592335
1306893743⋅26,5⋅9521757,3⋅9467188,207⋅85,0⋅7,8⋅1,78⋅2,-1⋅0,124⋅88650347108648,10519597⋅551236805,10519597⋅551236805,10519597⋅551236805,10519597⋅551236805,26⋅443706717962108,7⋅698583605183063,26356⋅67545028902,85⋅4,36⋅32318318015782
