flight id:201
flight code:MiG-23MLD
origin:RU
date:2011-06-01
from:batumi
to:nalchik
motor(s):1
mass aircraft:10550.096328
mass fuel:10550.096328
lift coef:1.9060340730520209
drag coef:0.012773573396515615

timestamp,longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893652⋅85,9⋅0397416,3⋅6160099,676⋅63,-21⋅8,11⋅5,142⋅2,-1⋅0,173⋅97241839539976,52870746⋅75083262,31⋅090459775450682,7⋅367540411620353,23728⋅710155950248,90⋅4,35⋅80072139299449
1306893653⋅28,9⋅0402392,3⋅6155191,685⋅55,-38⋅4,10⋅4,141⋅3,-1⋅0,172⋅41030497569497,54460108⋅424613886,30⋅146778653592094,7⋅510953373759909,23485⋅876552481644,92⋅4,35⋅85268552247831
1306893653⋅72,9⋅0407678,3⋅6150159,694⋅55,-41⋅7,9⋅1,140⋅4,-1⋅0,174⋅68719968874,55599776⋅40521969,31⋅505236851119296,7⋅362654246250626,23728⋅36672749579,88⋅9,35⋅90745914452556
1306893654⋅14,9⋅0412772,3⋅6145454,702⋅36,-46⋅4,8⋅3,139⋅7,-1⋅0,172⋅97562330474508,56151160⋅68717506,32⋅13757643940218,7⋅056559209257963,23713⋅498876258476,91⋅5,35⋅96414658984489
1306893654⋅56,9⋅0417976,3⋅6140785,709⋅38,-52⋅0,8⋅1,138⋅9,-1⋅0,173⋅4458704487983,56033612⋅68793489,31⋅897921451727726,6⋅779013026488551,23948⋅627003213496,91⋅2,36⋅02171439386939
1306893654⋅99,9⋅0423332,3⋅6136152,715⋅64,-54⋅0,7⋅7,137⋅9,-1⋅0,170⋅49826142067155,54770911⋅130202785,32⋅05315373797753,6⋅9686202296260396,23747⋅71963711853,91⋅60000000000002,36⋅07948889080727
1306893655⋅41,9⋅0428772,3⋅6131633,721⋅08,-55⋅3,7⋅4,136⋅7,-1⋅0,173⋅04065691701672,53061654⋅955508985,31⋅613435246705794,7⋅216110668958114,24623⋅27796461968,88⋅90000000000002,36⋅136321786695284
1306893655⋅84,9⋅043429,3⋅6127249,725⋅76,-57⋅1,7⋅4,135⋅4,-1⋅0,167⋅38504320027113,51470660⋅670362666,30⋅665491585870488,7⋅437833516927787,24269⋅62739578521,88⋅4,36⋅19149348398313
1306893656⋅26,9⋅043994,3⋅6122987,729⋅81,-58⋅1,7⋅4,133⋅9,-1⋅0,170⋅47718487589765,50199317⋅71778992,30⋅022385007811003,7⋅616200648782105,25073⋅086077254167,91⋅50000000000001,36⋅24435328275828
1306893656⋅68,9⋅0445743,3⋅6118851,733⋅31,-58⋅5,7⋅4,132⋅3,-1⋅0,170⋅05246160124778,49031175⋅294123024,29⋅393685897996107,7⋅668407894747251,25355⋅369984212964,91⋅70000000000002,36⋅29408972195338
1306893656⋅89,9⋅0448714,3⋅6116829,734⋅88,-58⋅8,7⋅4,131⋅5,-1⋅0,170⋅27560852896076,48120582⋅25429735,29⋅32047991506405,7⋅627942285480315,25034⋅691323686857,89⋅60000000000001,36⋅3386818041931
1306893657⋅32,9⋅0454812,3⋅611288,737⋅7,-59⋅3,7⋅4,129⋅7,-1⋅0,166⋅89916026772514,46969923⋅71334404,29⋅922380407841978,7⋅48723623850205,25645⋅842494427114,88⋅00000000000001,36⋅378604157648915
1306893657⋅74,9⋅0461051,3⋅6109114,740⋅12,-59⋅5,7⋅4,127⋅7,-1⋅0,169⋅5513286847154,46401281⋅41424698,29⋅848523606052,7⋅645542766451356,26159⋅78788480989,88⋅30000000000001,36⋅41348932825259
1306893658⋅18,9⋅0467658,3⋅6105421,742⋅26,-59⋅7,7⋅4,125⋅6,-1⋅0,166⋅3861370910062,46001786⋅82809651,28⋅372416367879076,7⋅844872255605144,26303⋅92779471977,88⋅1,36⋅444033947675166
1306893658⋅61,9⋅047416,3⋅6102073,744⋅03,-59⋅9,7⋅4,123⋅6,-1⋅0,162⋅94321358761758,47028099⋅30729991,27⋅476762655933598,8⋅105393558825435,26680⋅171297054163,88⋅00000000000001,36⋅47055953822634
1306893659⋅05,9⋅0481097,3⋅6098802,745⋅62,-59⋅9,7⋅5,121⋅3,-1⋅0,164⋅85353973186096,49861370⋅692326345,27⋅671200241326535,7⋅80876080563139,26297⋅04119184351,85⋅3,36⋅493510106905255
1306893659⋅48,9⋅0487954,3⋅6095865,746⋅95,-59⋅9,7⋅6,118⋅9,-1⋅0,162⋅4975063310973,52333086⋅336336724,25⋅41270234039348,7⋅749997171607687,25459⋅282750029986,87⋅2,36⋅51331435012486
1306893659⋅9,9⋅0494832,3⋅6093202,748⋅08,-59⋅9,7⋅7,116⋅6,-1⋅0,162⋅59801405693594,56210540⋅15950665,24⋅61130246645439,7⋅4393112357225935,25774⋅849207931406,90⋅5,36⋅53040096429808
1306893660⋅33,9⋅0501892,3⋅6090757,749⋅09,-60⋅1,7⋅8,114⋅2,-1⋅0,159⋅35221245802947,59787928⋅7305261,24⋅007308963913587,7⋅423761903350818,25359⋅159214634863,89⋅9,36⋅545160369372454
1306893660⋅75,9⋅0508787,3⋅6088643,749⋅95,-60⋅1,8⋅0,111⋅8,-1⋅0,156⋅13020347477718,63155495⋅70683216,25⋅01991684364661,7⋅248216830738063,25062⋅843198532693,89⋅5,36⋅557898777071486
1306893661⋅17,9⋅0515785,3⋅6086769,750⋅72,-60⋅1,8⋅1,109⋅3,-1⋅0,155⋅40209666282163,66586348⋅62600379,23⋅37871501567195,6⋅922977109007742,24841⋅15399855486,90⋅0,36⋅57002476132345
1306893661⋅6,9⋅0523006,3⋅6085116,751⋅42,-60⋅1,8⋅3,106⋅7,-1⋅0,153⋅6682466522854,70546518⋅91966484,22⋅409428600366773,6⋅9882401719386325,24542⋅839594617864,90⋅80000000000001,36⋅5805278234407
1306893662⋅03,9⋅0530269,3⋅6083737,752⋅06,-60⋅1,8⋅5,104⋅1,-1⋅0,152⋅3097167747527,73547324⋅19159411,22⋅5695561449469,7⋅161451473933139,24360⋅3951689999,91⋅5,36⋅5896682433882
1306893662⋅5,9⋅0538215,3⋅608255,752⋅7,-60⋅1,8⋅7,101⋅1,-1⋅0,150⋅1886582221339,76340668⋅02611083,21⋅17504855197559,7⋅288609540847622,24345⋅05026295779,91⋅30000000000001,36⋅59766036937245
1306893662⋅94,9⋅0545627,3⋅6081747,753⋅24,-60⋅1,8⋅9,98⋅3,-1⋅0,147⋅8648453747418,78363576⋅79849051,19⋅806301896981225,6⋅996195058384215,24451⋅033548572734,90⋅8,36⋅604710894306834
1306893663⋅36,9⋅0552657,3⋅6081255,753⋅73,-60⋅1,9⋅0,95⋅6,-1⋅0,145⋅5793241891952,79317115⋅42312591,17⋅80799749174051,7⋅174781944984071,24680⋅755172023368,91⋅3,36⋅610919337001505
1306893663⋅79,9⋅0559825,3⋅6081028,754⋅2,-60⋅1,9⋅2,92⋅8,-1⋅0,143⋅8793457141667,80324640⋅71881776,19⋅10039178539291,7⋅287731616523103,24570⋅38470007949,91⋅8,36⋅61646942449056
1306893664⋅22,9⋅0566877,3⋅608108,754⋅65,-60⋅1,9⋅5,89⋅9,-1⋅0,141⋅07290261234454,80602659⋅0419168,18⋅79811975392176,7⋅435211688030277,24823⋅791483891247,88⋅8,36⋅62149895204961
1306893664⋅65,9⋅057391,3⋅608141,755⋅08,-60⋅1,9⋅7,87⋅1,-1⋅0,140⋅47529013469165,80939193⋅0574701,21⋅33492895587355,7⋅425180973479307,24350⋅919758503227,87⋅69999999999999,36⋅62608447260955
1306893665⋅07,9⋅058079,3⋅608201,755⋅5,-59⋅9,9⋅7,84⋅2,-1⋅0,140⋅67032176600767,80640996⋅95656097,19⋅172704494340977,7⋅407853267555195,24319⋅372337808265,86⋅39999999999999,36⋅63033316027359
1306893665⋅49,9⋅0587424,3⋅6082858,755⋅89,-59⋅5,9⋅7,81⋅4,-1⋅0,136⋅19417929579305,79122455⋅7871277,19⋅415534220764222,7⋅598237327063356,24061⋅129120518737,85⋅6,36⋅63429094680027
1306893665⋅91,9⋅0593873,3⋅6083942,756⋅27,-59⋅0,9⋅7,78⋅6,-1⋅0,133⋅3150030860471,77669320⋅06708081,19⋅43224433538573,7⋅806051050207719,24030⋅36942644464,84⋅19999999999999,36⋅63800376394813
1306893666⋅35,9⋅0600577,3⋅6085348,756⋅65,-58⋅4,9⋅7,75⋅6,-1⋅0,133⋅3459677605348,75738769⋅85586546,17⋅523598287102352,7⋅577391905568847,23270⋅927612442494,84⋅6,36⋅641517543475686
1306893666⋅77,9⋅060684,3⋅6086926,757⋅0,-57⋅9,9⋅7,72⋅9,-1⋅0,132⋅07169157459765,73240765⋅13200514,19⋅39291105913722,7⋅331179501426368,22764⋅742316567597,84⋅60000000000002,36⋅644809319503686
1306893667⋅21,9⋅0613209,3⋅6088802,757⋅35,-57⋅4,9⋅7,70⋅1,-1⋅0,130⋅03253126699397,70982688⋅64251783,19⋅76460198852457,7⋅515921022133788,22337⋅05814876075,84⋅80000000000001,36⋅647955644963005
1306893667⋅65,9⋅061952,3⋅609094,757⋅69,-57⋅0,9⋅7,67⋅3,-1⋅0,131⋅13309512503898,68208141⋅67180946,21⋅705690817585392,7⋅369848012903632,22109⋅230019513878,85⋅70000000000002,36⋅650987141026
1306893705⋅11,9⋅0342818,3⋅6372321,792⋅35,56⋅6,9⋅7,310⋅9,-1⋅0,95⋅12280610339727,64059180⋅27223281,21⋅90724048093692,7⋅421297235773522,22996⋅2251362518,83⋅9,36⋅68019208415811
1306893705⋅32,9⋅0340075,3⋅6374138,792⋅6,56⋅7,9⋅7,312⋅2,-1⋅0,138⋅46355051587582,56983740⋅70559762,23⋅78459291519549,7⋅440634778016605,23082⋅527982850133,84⋅50000000000001,36⋅70924392142845
1306893705⋅54,9⋅0337345,3⋅6376026,792⋅86,56⋅8,9⋅7,313⋅6,-1⋅0,133⋅46456112792166,26057004⋅790095553,24⋅00087008945612,7⋅22196625586359,23269⋅38725173206,83⋅9,36⋅73816561871628
1306893705⋅75,9⋅033467,3⋅6377959,793⋅1,56⋅9,9⋅7,314⋅8,-1⋅0,140⋅19309448002508,9525006⋅64292095,25⋅9707554883941,7⋅612805200785844,24137⋅67625470675,82⋅4,36⋅76694952072854
1306893705⋅97,9⋅0332052,3⋅6379936,793⋅35,56⋅9,9⋅7,316⋅1,-1⋅0,133⋅4378604459371,45730745⋅25235304,24⋅862029419175922,7⋅7031835613537165,24033⋅61825725432,82⋅2,36⋅79562624863754
1306893706⋅19,9⋅0329363,3⋅6382061,793⋅6,57⋅0,9⋅7,317⋅5,-1⋅0,140⋅32789569747356,80179394⋅0981808,25⋅030198310314777,7⋅584557794564645,23788⋅458718821057,85⋅10000000000001,36⋅8242034577364
1306893706⋅4,9⋅0326981,3⋅6384028,793⋅82,57⋅0,9⋅7,318⋅9,-1⋅0,133⋅02327298437294,92285521⋅11483055,27⋅315158115374288,7⋅7254194349202026,24106⋅399172818154,85⋅30000000000001,36⋅85265818214585
1306893706⋅63,9⋅0324374,3⋅638628,794⋅07,57⋅1,9⋅7,320⋅2,-1⋅0,136⋅2826196611946,78526885⋅37496832,25⋅912562860930713,7⋅680408033625371,24351⋅472425603664,83⋅30000000000001,36⋅88103635362442
1306893706⋅84,9⋅032197,3⋅6388457,794⋅3,57⋅1,9⋅7,321⋅6,-1⋅0,141⋅7238624803677,60638652⋅14811044,27⋅358027412360585,7⋅683670008476434,24811⋅26192378337,86⋅3,36⋅90932266158592
1306893707⋅05,9⋅031978,3⋅639053,794⋅51,57⋅1,9⋅7,322⋅8,-1⋅0,131⋅99823722926746,40433269⋅48047305,25⋅24134421953111,7⋅787411481644305,24567⋅669606383868,85⋅60000000000001,36⋅93750945073728
1306893707⋅26,9⋅0317515,3⋅6392772,794⋅73,57⋅2,9⋅7,324⋅2,-1⋅0,140⋅70366210114736,16761347⋅526549576,24⋅124302429842434,7⋅676146087449641,24111⋅567749115733,84⋅4,36⋅93933141049231
1306893707⋅48,9⋅031534,3⋅639503,794⋅95,57⋅2,9⋅7,325⋅6,-1⋅0,132⋅5642363868305,16417306⋅29821889,22⋅91041705028901,7⋅7692172005322995,23793⋅752485839806,84⋅6,36⋅94113040436808
1306893707⋅7,9⋅0313223,3⋅6397333,795⋅17,57⋅2,9⋅7,326⋅9,-1⋅0,132⋅75482360356807,13848979⋅46903423,21⋅092945606247284,7⋅996160059795365,23571⋅23931608446,86⋅7,36⋅94289877707149
1306893707⋅91,9⋅0311175,3⋅6399671,795⋅38,57⋅2,9⋅7,328⋅2,-1⋅0,139⋅8645308089729,11512312⋅034232426,19⋅38172577667091,7⋅717783657915467,23037⋅677091959184,86⋅7,36⋅94464418389563
1306893708⋅12,9⋅0309281,3⋅6401944,795⋅58,57⋅2,9⋅7,329⋅6,-1⋅0,133⋅17039945736929,9790168⋅400187567,21⋅465818913925926,7⋅696357285135171,23090⋅84472764168,89⋅6,36⋅946351314254336
1306893708⋅34,9⋅0307358,3⋅6404368,795⋅8,57⋅3,9⋅7,330⋅9,-1⋅0,133⋅9207589162316,9348209⋅605828576,23⋅788438538969718,7⋅486026425582758,23025⋅201488971372,88⋅7,36⋅94803547873378
1306893708⋅56,9⋅0305426,3⋅6406937,796⋅02,57⋅3,9⋅7,332⋅3,-1⋅0,140⋅31797089033964,8539005⋅504216319,22⋅644467861420303,7⋅4231494416759345,23625⋅222988021098,87⋅20000000000002,36⋅94971964321322
1306893708⋅77,9⋅0303752,3⋅6409286,796⋅21,57⋅3,9⋅7,333⋅6,-1⋅0,132⋅31245466579426,7994125⋅498767435,22⋅916078890711976,7⋅459145147063392,23806⋅762934255843,86⋅4,36⋅95135787593413
1306893708⋅99,9⋅0302055,3⋅64118,796⋅42,57⋅3,9⋅6,335⋅0,-1⋅0,133⋅48108658488064,9050409⋅229792433,21⋅1719232508078,7⋅4339616951986764,22978⋅256336848444,84⋅5,36⋅952980798068864
1306893709⋅21,9⋅0300444,3⋅6414329,796⋅62,57⋅3,9⋅6,336⋅3,-1⋅0,132⋅7323332042991,11545852⋅634441247,22⋅282755277734307,7⋅348699313009863,23485⋅267067415887,83⋅8,36⋅954596064910504
1306893709⋅42,9⋅0298917,3⋅6416873,796⋅83,57⋅3,9⋅6,337⋅7,-1⋅0,138⋅71061460858587,12043654⋅523676349,23⋅948493785171657,7⋅366521448556025,23502⋅50024528664,85⋅3,36⋅95620367645907
1306893709⋅63,9⋅0297489,3⋅6419404,797⋅03,57⋅3,9⋅6,339⋅1,-1⋅0,136⋅4763194280249,14169557⋅339143667,25⋅396089995796494,7⋅129881470309532,23789⋅86265432857,85⋅3,36⋅95779597742145
1306893709⋅84,9⋅0296198,3⋅6421836,797⋅21,57⋅3,9⋅6,340⋅4,-1⋅0,129⋅32780273975882,16778544⋅993302282,26⋅816321855488948,7⋅092161791669687,24453⋅962768246118,83⋅6,36⋅95935765721147
1306893710⋅06,9⋅0294867,3⋅6424518,797⋅42,57⋅3,9⋅6,341⋅7,-1⋅0,135⋅626523345995,17755863⋅092462126,28⋅76618948983326,7⋅287494969776556,25034⋅969274421273,82⋅89999999999999,36⋅9609193370015
1306893710⋅27,9⋅0293675,3⋅6427099,797⋅62,57⋅3,9⋅6,343⋅0,-1⋅0,135⋅4066695827556,18693004⋅304351076,27⋅26138373536965,7⋅053682264131705,25530⋅34669501102,82⋅10000000000001,36⋅96248101679153
1306893710⋅48,9⋅0292566,3⋅6429685,797⋅81,57⋅3,9⋅6,344⋅4,-1⋅0,134⋅5971763333564,21306074⋅248005632,27⋅394708262072154,7⋅2834061496679965,26009⋅058944375058,83⋅70000000000002,36⋅96401973070229
1306893710⋅69,9⋅0291535,3⋅6432287,798⋅0,57⋅3,9⋅6,345⋅6,-1⋅0,134⋅647077577801,23539241⋅883930657,26⋅080927920432874,7⋅4052704583737,25281⋅195072886225,84⋅7,36⋅965535478733784
1306893710⋅9,9⋅0290591,3⋅6434879,798⋅19,57⋅3,9⋅6,347⋅0,-1⋅0,132⋅93366536139737,25085128⋅922963914,27⋅41206192058324,7⋅588282111882551,24852⋅058890319364,86⋅00000000000001,36⋅96705122676528
1306893711⋅11,9⋅0289723,3⋅6437485,798⋅38,57⋅3,9⋅6,348⋅3,-1⋅0,132⋅9767780093474,26661106⋅503252044,29⋅24002144361028,7⋅684418561835795,25314⋅323804696607,84⋅80000000000001,36⋅968551664210594
1306893711⋅32,9⋅0288941,3⋅6440077,798⋅57,57⋅3,9⋅6,349⋅7,-1⋅0,131⋅5068210065494,30406817⋅402449746,30⋅34717780381323,7⋅6874986027637044,24851⋅41787654543,84⋅9,36⋅97004444636283
1306893711⋅54,9⋅0288206,3⋅6442793,798⋅77,57⋅3,9⋅6,351⋅0,-1⋅0,130⋅6954597571252,32177857⋅874358222,31⋅021992767161173,7⋅62430166737248,24521⋅085000796764,84⋅0,36⋅97152957322198
1306893711⋅76,9⋅0287525,3⋅6445646,798⋅97,57⋅3,9⋅6,352⋅4,-1⋅0,137⋅23747689925585,34590820⋅80819266,30⋅98639239718189,7⋅812236976112484,23935⋅760082636563,86⋅5,36⋅97301470008111
1306893711⋅97,9⋅0286968,3⋅6448343,799⋅17,57⋅3,9⋅6,353⋅7,-1⋅0,135⋅46788335044772,36181258⋅14612111,30⋅009852208338142,7⋅575386672339486,23690⋅75976086047,85⋅00000000000001,36⋅97451513752643
1306893712⋅18,9⋅0286516,3⋅6450906,799⋅35,57⋅3,9⋅6,355⋅1,-1⋅0,127⋅67473427527915,35898364⋅21821362,28⋅23287679025595,7⋅642574840222869,23230⋅524620843076,86⋅0,36⋅975992609092486
1306893712⋅39,9⋅0286114,3⋅6453641,799⋅54,57⋅3,9⋅6,356⋅3,-1⋅0,136⋅39624591799193,38041533⋅70802842,28⋅16207921545621,7⋅65898056037147,23295⋅360957447076,83⋅1,36⋅977462425365445
1306893712⋅61,9⋅0285786,3⋅6456481,799⋅74,57⋅3,9⋅6,357⋅7,-1⋅0,134⋅99655407199842,36193668⋅52099894,26⋅959575172466852,7⋅680359568446045,22891⋅243996402787,81⋅4,36⋅97893989693151
1306893712⋅82,9⋅028556,3⋅6459158,799⋅93,57⋅3,9⋅6,359⋅1,-1⋅0,132⋅91503810198017,37293543⋅51948467,28⋅882451820657074,7⋅451606250341609,23047⋅16052390714,80⋅60000000000001,36⋅98041736849756
1306893713⋅04,9⋅0285414,3⋅6461849,800⋅12,57⋅3,9⋅6,0⋅5,-1⋅0,127⋅04996766653592,41377470⋅090016626,28⋅61976959791357,7⋅489187455410554,23486⋅26336520885,79⋅2,36⋅98189484006362
1306893713⋅26,9⋅0285346,3⋅6464718,800⋅33,57⋅3,9⋅6,1⋅9,-1⋅0,135⋅99682245060333,43735505⋅42881547,28⋅45479732102276,7⋅501398776679229,23919⋅787393624698,79⋅00000000000001,36⋅983387622215844
1306893713⋅47,9⋅0285365,3⋅6467445,800⋅52,57⋅2,9⋅6,3⋅1,-1⋅0,135⋅50207008308365,43615319⋅73889822,26⋅531502899829555,7⋅43501284536353,23808⋅829360412186,81⋅6,36⋅98488040436807
