flight id:101
flight code:MiG-29A
origin:RU
date:2011-06-01
from:maykop-khanskaya
to:beslan
motor(s):2
mass aircraft:10922.041768
mass fuel:10922.041768
lift coef:1.604765498192893
drag coef:0.011066253455886965

longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
2.0939009,6.5995682,1534.11,-12.7,2.1,35.5,-1.0,396.69324998444085,320463754.08092606,320463754.08092606,26.490673131818497,7.439350958945758,25522.42560568793,92.20000000000002,36.80943001588088
2.0945523,6.6001608,1536.22,-12.5,2.1,35.5,-1.0,393.48251053555356,322402752.8074809,322402752.8074809,25.87657731851096,7.6680780554152035,25768.61703127639,89.9,36.8250085373157
2.0952037,6.600755,1538.35,-12.8,2.1,35.4,-1.0,394.19728473170665,323899295.3004619,323899295.3004619,26.493109953799674,7.539654128104285,26212.668616409792,90.80000000000001,36.840709543439935
2.0958489,6.6013448,1540.48,-13.1,2.1,35.3,-1.0,390.8358391901258,332493395.08126324,332493395.08126324,26.88843261892528,7.433429128637975,25887.731924704938,92.60000000000001,36.8565253789605
2.096522,6.6019618,1542.72,-13.1,2.1,35.3,-1.0,389.8838922512724,333667542.4981531,333667542.4981531,27.312144068189664,7.373476352954985,26092.654465294512,94.50000000000001,36.87252494151518
2.0972262,6.6026091,1545.1,-12.6,2.1,35.2,-1.0,408.7941154225873,336728493.7816672,336728493.7816672,26.59188707008496,7.385798793908002,26775.865052975405,94.20000000000002,36.888815405207204
2.0978898,6.6032206,1547.37,-12.1,2.2,35.1,-1.0,404.14917330932263,337716348.9930768,337716348.9930768,27.41914255095036,7.358213250107052,26299.802078870292,92.0,36.90536614886425
2.0985191,6.6038019,1549.54,-11.7,2.2,35.0,-1.0,383.6232940735209,333179894.3070838,333179894.3070838,26.992287946885913,7.441855638445566,26579.299607974022,93.60000000000001,36.92194751369365
2.0991889,6.6044219,1551.88,-11.6,2.2,35.0,-1.0,409.185447785387,336438995.1813312,336438995.1813312,25.12416637830365,7.629655830690212,26099.976003622796,92.7,36.93874322672952
2.0998837,6.6050666,1554.33,-11.6,2.2,34.9,-1.0,405.67535091242047,328209745.4020768,328209745.4020768,23.474779760671776,7.658374882368312,26026.230454317447,91.8,36.95582984090275
2.1005379,6.6056751,1556.67,-11.6,2.2,34.8,-1.0,400.62945956787615,330803108.4396822,330803108.4396822,23.705033494213087,7.429635155086005,25908.98628913508,91.60000000000001,36.9731001821101
2.1011952,6.6062878,1559.04,-11.4,2.2,34.8,-1.0,384.65004732149356,341967200.1840063,341967200.1840063,25.037098063728386,7.355325964936374,25693.181353886048,93.6,36.99056956093774
2.1018961,6.6069427,1561.6,-11.2,2.2,34.7,-1.0,411.0817366860037,346701062.51728016,346701062.51728016,23.777955379407004,7.553813555362927,25941.192144929868,92.5,37.00836811736819
2.1025628,6.6075669,1564.06,-11.0,2.2,34.7,-1.0,410.1854400456409,344338612.5277686,344338612.5277686,22.931542175638587,7.335716553886715,25659.879855803338,90.39999999999999,37.02641929847055
2.1031951,6.6081603,1566.43,-10.8,2.3,34.6,-1.0,389.25625243763295,352483445.08008593,352483445.08008593,22.22741232342009,7.508351699068353,25803.885768713015,90.4,37.04456999838307
2.1038649,6.6087901,1568.95,-10.7,2.3,34.5,-1.0,413.2908700331261,356306386.2183988,356306386.2183988,24.041601237278574,7.615422784331633,25529.658636488104,88.90000000000002,37.06282787239881
2.1045565,6.6094418,1571.59,-10.6,2.3,34.5,-1.0,407.76682782499967,344156401.5285397,344156401.5285397,22.058394686422886,7.6270447995143735,25937.09833410351,88.80000000000001,37.08136899225883
2.1052107,6.6100595,1574.11,-10.5,2.3,34.4,-1.0,404.4688364129833,349837746.41677326,349837746.41677326,21.477254756056407,7.581722170130815,25518.26282045526,86.00000000000001,37.100178047376936
2.1058587,6.6106727,1576.63,-10.4,2.3,34.4,-1.0,401.2294985513756,355602138.55551744,355602138.55551744,21.03544879702656,7.4043697942442295,25939.265553848745,84.69999999999999,37.11912489777064
2.1065378,6.6113165,1579.31,-10.3,2.3,34.3,-1.0,401.8143107876997,354876628.4336827,354876628.4336827,21.396976238675393,7.216025361276003,25646.945284578946,83.7,37.138247819905374
2.1072075,6.6119529,1581.97,-10.2,2.4,34.2,-1.0,396.754470775115,358539928.6246893,358539928.6246893,22.600052816216177,7.27985123704356,25686.526914156173,85.8,37.157615711418934
2.1078742,6.6125875,1584.65,-10.0,2.4,34.2,-1.0,414.5093022022657,376685161.5978841,376685161.5978841,22.62403507459716,7.096819768153114,25387.881595930976,84.7,37.17722091701824
2.1085409,6.6132234,1587.36,-10.0,2.4,34.1,-1.0,415.02378745064414,369685520.68794197,369685520.68794197,22.14945395619544,7.050738935472607,24481.155466678636,84.89999999999999,37.19694095201386
2.1092107,6.6138634,1590.11,-9.9,2.4,34.1,-1.0,398.3254855532125,362279081.89783996,362279081.89783996,22.73271209507295,7.378910683883289,24976.216531820628,86.0,37.21688299050904
2.1098711,6.6144958,1592.85,-9.7,2.4,34.0,-1.0,412.1149789476525,369918860.9514919,369918860.9514919,22.6764140284842,7.478247996567282,24766.81450463553,84.89999999999999,37.2371082748485
2.1105316,6.6151293,1595.61,-9.6,2.4,34.0,-1.0,412.58782346068557,359242283.06101173,359242283.06101173,21.977642958418123,7.4501315871964335,24253.529957320963,83.7,37.257517286222075
2.1111702,6.6157431,1598.32,-9.4,2.4,33.9,-1.0,399.3262439375249,359213246.8781204,359213246.8781204,21.016004763079184,7.1530297352068315,24383.328810817162,85.7,37.27797988464728
2.111868,6.616415,1601.3,-9.3,2.5,33.9,-1.0,417.1380795366712,373686117.7985268,373686117.7985268,21.2265913171014,7.340624136218193,25051.8694671198,86.00000000000001,37.29879462655454
2.1125129,6.617037,1604.09,-9.2,2.5,33.8,-1.0,404.2155485895138,373575319.0080802,373575319.0080802,23.95859024202683,7.337567731286307,24713.183413943327,88.90000000000002,37.31981606137519
2.1132201,6.6177203,1607.18,-9.1,2.5,33.8,-1.0,405.2152761650831,378389876.2744484,378389876.2744484,23.2421481167808,7.559705479529773,24899.886165367396,89.4,37.34115136321246
2.1138744,6.6183537,1610.07,-9.0,2.5,33.7,-1.0,411.07547031683833,389520633.5439031,389520633.5439031,23.664118098624485,7.720350958361785,24112.540932818014,88.10000000000001,37.36266273679076
2.114591,6.6190486,1613.26,-8.9,2.5,33.6,-1.0,430.59062942853456,383519135.8305085,383519135.8305085,21.65628313073451,7.989207821326994,24132.109000897133,89.00000000000001,37.384564530316574
2.1152265,6.619666,1616.12,-8.8,2.6,33.6,-1.0,400.0992055736464,373570830.49263006,373570830.49263006,21.29676155986752,8.067920324966533,24232.179151169526,91.0,37.40658115323871
2.1158964,6.6203179,1619.17,-8.7,2.6,33.6,-1.0,422.5131902374069,386552663.98882204,386552663.98882204,22.616249715840084,8.048032221158012,23776.88604804938,91.2,37.42882743495349
2.1165382,6.6209435,1622.12,-8.6,2.6,33.5,-1.0,405.0341154473391,377508934.79048723,377508934.79048723,23.227258069536433,7.802827786759434,23847.097457861433,92.89999999999999,37.451234477823135
2.1171863,6.6215762,1625.13,-8.6,2.6,33.5,-1.0,409.451473707338,381085488.69947344,381085488.69947344,23.285368164957333,7.739912511409523,24565.437133506508,95.79999999999998,37.47383290301998
2.1185074,6.6228691,1631.34,-8.4,2.6,33.5,-1.0,418.0725128956099,397651421.4525927,397651421.4525927,25.644450421738043,8.088254665766467,23873.10942797618,95.19999999999999,37.49911068079776
2.1198442,6.6241815,1637.75,-8.2,2.6,33.5,-1.0,414.0162115169522,397920761.1656358,397920761.1656358,26.22760439742637,7.89927166052886,23508.09096707934,95.80000000000001,37.52701422410485
2.1211466,6.6254644,1644.12,-8.1,2.6,33.5,-1.0,413.8834588146185,401779628.38530356,401779628.38530356,24.598655369975354,7.7650508521962935,23094.286061086757,95.80000000000001,37.55765836233756
2.1218104,6.6261196,1647.41,-8.0,2.6,33.5,-1.0,422.51619605905165,407027860.4537866,407027860.4537866,25.685964630298677,7.8335183199147265,23751.179395418687,94.2,37.588455606432056
2.1225084,6.6268098,1650.91,-8.0,2.6,33.1,-1.0,405.9693287083063,400487225.0075917,400487225.0075917,25.175800553098995,7.751282611628405,24485.81823710489,95.00000000000001,37.619719823404935
