flight id:301
flight code:Su-25T
origin:RU
date:2011-06-01
from:gelendzhik
to:maykop-khanskaya
motor(s):2
mass aircraft:11495.835648
mass fuel:11495.835648
lift coef:1.1776856990315037
drag coef:0.011020666513337473

timestamp,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893622.01,7.0928633,1999.58,-0.2,2.7,84.2,-1.0,207.80966300216667,60364129.318983205,60364129.318983205,25.983995286110233,7.453338581317783,25574.8650028239,90.20000000000002,46.92702518597921
1306893622.22,7.0929002,1999.6,-0.2,2.5,84.2,-1.0,209.968301462666,60646460.53178236,60646460.53178236,25.11102497165729,7.453016889982806,25657.912570483997,91.4,46.93510152018744
1306893624.18,7.0932401,1999.75,-0.1,2.5,84.2,-1.0,207.34372404623423,59906481.44414945,59906481.44414945,24.285605325821766,7.380364293687763,25731.222973051645,93.10000000000001,46.944088834273174
1306893636.22,7.0953439,1999.75,-0.1,2.5,84.2,-1.0,207.99439372042394,59198434.94298464,59198434.94298464,24.65729677330691,7.504269130114068,26628.285370767793,93.2,46.95325222009995
1306893721.58,7.1100879,1999.75,-0.1,2.5,84.4,-1.0,207.9857420603902,58508567.21530337,58508567.21530337,24.329979218952484,7.593989422755213,26277.57754361739,94.10000000000001,46.961496970756116
1306893774.79,7.1190569,1999.75,-0.1,2.5,84.5,-1.0,207.94734258261613,57804050.9852952,57804050.9852952,24.008068346900117,7.487489723072205,25666.378288494685,95.2,46.967621205226806
1306893934.25,7.1449165,1999.75,-0.1,2.5,84.8,-1.0,207.96716195467405,57820655.13443629,57820655.13443629,23.769489926307276,7.645774191921637,26250.87545591385,93.39999999999999,46.97035414485935
1306894252.29,7.1919138,1999.75,-0.1,2.5,85.4,-1.0,207.97490717962555,58521997.837572314,58521997.837572314,21.953430874815247,7.783261069107686,25985.50343595591,93.3,46.97258183514806
1306894305.39,7.1991644,1999.75,-0.1,2.5,85.5,-1.0,207.95927114423532,59137369.560840525,59137369.560840525,23.71429835562615,7.699948931127819,25748.21712402529,92.69999999999999,46.97317894800896
1306894334.0,7.2030006,1999.75,0.3,2.5,85.5,-1.0,207.97868399505936,59766565.11956345,59766565.11956345,23.083228612233665,7.591235860509028,24796.72881580579,90.29999999999998,46.973561712663376
1306894334.42,7.2030562,1999.75,13.7,2.6,85.6,-1.0,207.93898838446916,60407656.08033185,60407656.08033185,21.985775980260474,7.731783092560282,25234.529287502424,88.4,46.97369185264588
1306894334.63,7.2030828,2000.01,24.8,2.9,85.8,-1.0,207.0758516600198,60336629.09575573,60336629.09575573,21.508080019410585,7.907518370133342,25193.371722034415,86.7,46.9740057196625
1306894335.05,7.2031304,2000.08,40.6,3.9,86.8,-1.0,210.47213073820865,60602730.22458337,60602730.22458337,21.495625715365176,8.014979231671596,25400.782168318357,87.2,46.974258344334416
1306894335.47,7.2031635,2000.2,42.3,3.9,88.0,-1.0,203.86743950782218,60312898.604643226,60312898.604643226,19.655267806913432,7.997021491369826,24516.47615217813,87.4,46.974602832523395
1306894335.89,7.2031829,2000.38,45.1,4.3,89.2,-1.0,208.903634373502,61019120.13093558,61019120.13093558,18.258613976946243,8.000053628615072,25127.727433422922,89.80000000000001,46.975085115987966
1306894336.32,7.2031859,2000.61,52.1,5.2,90.8,-1.0,208.5021946756785,60795646.00877088,60795646.00877088,19.679757122711273,8.022959793107637,25289.637374074588,88.10000000000001,46.97574347119357
1306894336.76,7.2031666,2000.92,54.8,5.6,92.8,-1.0,212.46738171291463,60409047.52035855,60409047.52035855,20.300194837490935,7.9598596486636115,25195.002561056135,89.80000000000001,46.9766391404849
1306894336.98,7.2031486,2001.08,54.8,5.5,93.8,-1.0,201.4638732181845,59813622.138122015,59813622.138122015,20.86450380687228,7.718718960601298,25565.685925529608,88.40000000000002,46.97765729446565
1306894337.42,7.2030923,2001.44,55.6,5.6,95.8,-1.0,211.8645029625131,62385459.47631575,62385459.47631575,20.36517969087997,7.993348270816599,25365.593942500596,90.70000000000002,46.978951038997586
1306894337.84,7.2030158,2001.79,57.7,6.0,97.8,-1.0,209.19847963483895,63218504.31954151,63218504.31954151,20.9751174218646,7.973568780020125,26120.545453414514,90.4,46.98051271878761
1306894338.26,7.2029167,2002.15,58.5,6.0,99.9,-1.0,206.40563786541907,65535797.133970834,65535797.133970834,23.05116540326242,7.705950031289173,25792.049607982462,91.00000000000001,46.98234998912882
1306894338.89,7.2027172,2002.71,58.6,6.0,103.1,-1.0,211.782122581631,69084316.92787156,69084316.92787156,22.23940490776307,7.677057496017177,25857.25580115203,91.6,46.98441691826269
1306894339.1,7.2026397,2002.88,58.9,6.0,104.2,-1.0,207.626977514785,68564037.82781796,68564037.82781796,22.390938551307247,7.550052334545981,25143.313004240208,91.6,46.98656040032743
1306894339.52,7.2024662,2003.22,59.5,6.0,106.4,-1.0,208.23559524712297,68937126.58092646,68937126.58092646,22.61019514899154,7.319767222581459,25470.91729097339,94.4,46.988872298840114
1306894339.95,7.2022619,2003.56,59.5,6.2,108.6,-1.0,209.31437218796214,69380955.11941908,69380955.11941908,24.139215366199515,7.15644239314171,24638.684583531765,91.2,46.991306682042215
1306894340.37,7.2020323,2003.88,59.5,6.2,110.9,-1.0,213.62989155245174,68685189.88201351,68685189.88201351,24.514896597999314,7.0247680015345475,24891.984815523545,91.60000000000001,46.99380996288211
1306894340.79,7.2017855,2004.17,59.8,6.2,113.0,-1.0,207.40085255433274,66892968.004582904,66892968.004582904,25.10033537343629,6.985103275552021,24506.145811566294,91.5,46.99629793313582
1306894341.21,7.2015116,2004.45,59.8,6.3,115.3,-1.0,209.7538365423346,68420386.35631008,68420386.35631008,25.68110814567265,7.142506280353883,23975.206205274648,92.10000000000001,46.9988777669066
1306894341.63,7.2012144,2004.7,59.8,6.3,117.5,-1.0,209.21407495152636,66155580.77243573,66155580.77243573,24.3886131067839,6.961510942619525,24149.933454245605,92.50000000000001,47.0013733924534
1306894342.05,7.2008938,2004.94,59.8,6.3,119.8,-1.0,209.0964687748857,64726468.28282203,64726468.28282203,23.089622925711893,7.081835972709452,23993.46000430878,94.20000000000002,47.00378480977624
1306894342.7,7.200352,2005.28,59.8,6.3,123.3,-1.0,209.04675685157022,64325224.114912115,64325224.114912115,21.454318033192873,7.266182198667585,24479.518544596467,95.60000000000002,47.0061809165129
1306894343.12,7.1999738,2005.48,59.8,6.3,125.5,-1.0,208.65593734866775,62632892.27161295,62632892.27161295,24.147327525999877,7.301995654812399,24411.160315207704,94.50000000000001,47.008301432698374
1306894343.54,7.199569,2005.68,59.8,6.3,127.8,-1.0,210.7239013460716,61994121.2212219,61994121.2212219,24.717600056421958,7.629591873121229,24954.81989332902,93.7,47.01044491476311
1306894343.96,7.199151,2005.85,59.8,6.3,130.1,-1.0,206.65394924038264,61047351.31537287,61047351.31537287,26.8930593436222,7.714101807088944,24884.260527621343,92.9,47.012458256845356
1306894344.17,7.1989312,2005.94,59.8,6.3,131.1,-1.0,209.24240520930837,60132028.545046344,60132028.545046344,26.393904324142365,7.674747535781447,25198.428044889108,94.90000000000002,47.01428021660038
1306894344.81,7.1982283,2006.19,59.8,6.3,134.6,-1.0,209.38417956790525,58398278.553450026,58398278.553450026,26.183083222040594,7.661057190085826,24966.20240035008,93.20000000000002,47.01604858930379
1306894345.02,7.1979954,2006.27,59.8,6.3,135.8,-1.0,202.783551117613,57329522.209747985,57329522.209747985,26.234587511604705,7.560246833795817,25556.400588037162,92.30000000000001,47.01765620085236
1306894345.44,7.1975067,2006.41,59.8,6.3,138.0,-1.0,206.12028087588078,57830751.336004786,57830751.336004786,27.206634555219274,7.716503931282013,25917.837566506532,90.70000000000002,47.01915663829768
1306894345.65,7.1972521,2006.49,59.8,6.3,139.1,-1.0,208.5795146962823,57650566.46291687,57650566.46291687,29.70389708409367,7.747648459058322,25594.184316902727,90.2,47.0205269357605
1306894346.28,7.1964706,2006.7,59.8,6.3,142.6,-1.0,205.8516564407335,57361687.77694685,57361687.77694685,31.136301647344798,7.674694493330771,25229.905324513384,88.60000000000001,47.02187426734405
1306894346.91,7.1956419,2006.9,59.8,6.3,145.9,-1.0,207.43442372628942,57199320.06664712,57199320.06664712,32.39861921232515,7.768779815105195,25263.66161827984,84.9,47.02311442482437
1306894347.12,7.1953704,2006.96,59.8,6.3,147.1,-1.0,198.24292649040694,55705926.83930665,55705926.83930665,30.909578073704616,7.515048943396022,25608.173460485556,86.4,47.02424740820144
1306894347.75,7.194501,2007.16,59.8,6.3,150.4,-1.0,205.23364048503126,54216776.60852015,54216776.60852015,30.9560137676424,7.234133866702225,25436.606307728915,84.60000000000001,47.02538039157852
1306894348.38,7.1936101,2007.34,59.8,6.3,153.9,-1.0,202.31440185438723,52999732.57404379,52999732.57404379,29.661659834549084,7.207680475858316,25629.09710556463,83.7,47.02652103024869
1306894348.59,7.1933047,2007.4,59.8,6.3,155.0,-1.0,203.11471627714866,51734455.94177914,51734455.94177914,29.713080355726905,7.512655768162127,25298.74723381427,84.8,47.02763870303959
1306894349.22,7.1923777,2007.58,59.8,6.3,158.4,-1.0,201.13042921642764,51365464.83033177,51365464.83033177,28.729047142614967,7.606580712786756,24923.820859797288,85.70000000000002,47.02870278877887
1306894349.86,7.1914165,2007.76,59.8,6.3,161.9,-1.0,199.26913346548787,51287192.09636305,51287192.09636305,29.00307589965044,7.6192740420942,25104.793776795905,87.2,47.02984342744904
1306894350.07,7.1910921,2007.82,59.1,6.0,163.0,-1.0,201.13985349093971,50369966.24542867,50369966.24542867,26.073713942053388,7.589602392359369,25281.29178388931,87.9,47.0309228237745
1306894350.49,7.1904456,2007.92,55.8,5.2,165.0,-1.0,198.29274341926987,51693904.73692237,51693904.73692237,25.45203381303112,7.419335743947935,25550.80890065092,87.39999999999999,47.03201753068614
1306894350.71,7.1901021,2007.96,53.3,4.8,165.9,-1.0,198.99548520788645,51829920.67065457,51829920.67065457,25.393048090487213,7.369710504402854,25765.714852707242,87.1,47.03298209761527
1306894351.35,7.1890895,2007.97,46.5,3.9,168.2,-1.0,199.53409573292367,52171458.63113947,52171458.63113947,25.745333284099765,7.330552518665412,25716.797567510075,89.2,47.03380121397572
1306894351.56,7.1887669,2007.93,44.3,3.7,168.9,-1.0,192.44174859076097,52945105.55626732,52945105.55626732,26.002695404156484,7.292498478491234,25470.883907624222,86.5,47.03454377740529
1306894351.99,7.188085,2007.82,39.9,3.3,170.1,-1.0,197.38144423184687,50949448.008038715,50949448.008038715,24.052674586780782,7.3387698025029025,25159.936061443907,89.0,47.03504902674912
1306894352.23,7.1877146,2007.74,37.4,3.2,170.6,-1.0,191.5117844963684,48327768.286230266,48327768.286230266,25.49805669948145,7.5878717306375485,24936.869848250688,90.10000000000001,47.035355238472654
1306894352.86,7.1867146,2007.46,31.3,2.9,172.0,-1.0,195.75243482870138,45105089.38786882,45105089.38786882,24.010341021954606,7.588244035085825,25262.185467999734,90.4,47.03540117023119
1306894353.08,7.1863599,2007.36,29.5,2.9,172.4,-1.0,197.88606311361,41237904.040015176,41237904.040015176,24.994647374551203,7.624368649477163,25512.81809594073,93.3,47.03523275378324
1306894353.5,7.1856862,2007.15,26.1,2.9,173.1,-1.0,196.42712332276156,39645753.495890655,39645753.495890655,24.253856796567582,7.7211999543007455,24951.949471819382,93.3,47.034765780904856
1306894353.71,7.1853577,2007.06,24.6,2.7,173.4,-1.0,191.42584522500684,40185276.94209558,40185276.94209558,25.02390530580405,7.663917280357456,24329.211112906058,94.4,47.03418397863014
1306894354.34,7.1843472,2006.8,20.2,2.7,174.2,-1.0,195.54000191147802,39777143.44730499,39777143.44730499,24.155579617058113,7.882923302093479,24504.520655096774,93.30000000000001,47.03332658580424
1306894354.55,7.1840101,2006.73,19.0,2.7,174.4,-1.0,195.2743765819956,41520901.085320294,41520901.085320294,24.87256878822273,7.759985054580153,24149.137715055178,94.50000000000001,47.03238498475437
1306894354.97,7.183345,2006.62,16.6,2.7,174.9,-1.0,192.53545118850022,42224711.435883924,42224711.435883924,22.794814118862043,7.620051919929495,23262.10906971342,93.60000000000001,47.03135152018744
1306894355.18,7.1830091,2006.57,15.4,2.7,175.1,-1.0,194.15034360485,40099292.54917147,40099292.54917147,22.60167640094743,7.684541625380744,22731.879770179134,95.4,47.03031040032743
1306894355.82,7.1819816,2006.5,12.4,2.7,175.6,-1.0,194.54617892395373,40953025.32949557,40953025.32949557,22.66395977523183,7.6827855980974356,22560.092984697007,95.9,47.02929990163977
1306894356.03,7.1816437,2006.49,11.6,2.7,175.7,-1.0,194.70239474136287,41495009.8020904,41495009.8020904,22.314316710828198,7.499881156933021,22789.658326067656,96.4,47.02834299000373
1306894356.45,7.1809759,2006.5,9.9,2.7,176.0,-1.0,192.4085328333239,42076104.297520705,42076104.297520705,22.34993898200858,7.220853679340559,22724.10020452903,95.20000000000002,47.02760808186724
1306894356.66,7.1806379,2006.51,9.1,2.7,176.1,-1.0,194.55783929963906,43592372.97593361,43592372.97593361,20.818182661627304,7.212839661722992,23253.464904031058,93.90000000000002,47.02695738195472
1306894357.29,7.17963,2006.59,7.1,2.7,176.4,-1.0,193.27528255145572,45589826.48689718,45589826.48689718,21.997688881639235,7.083325809499895,23474.939679634514,90.90000000000002,47.02652868554178
1306894357.93,7.1786074,2006.72,5.4,2.7,176.6,-1.0,192.90999969864185,45284106.68448805,45284106.68448805,22.73829631093441,6.993032080266303,24172.036155361202,92.30000000000001,47.026268405576765
1306894358.15,7.1782516,2006.77,4.9,2.7,176.7,-1.0,195.0423381046939,45168426.860351466,45168426.860351466,22.743845355758307,6.808213403582768,23584.263053467334,93.7,47.0262454396975
1306894358.79,7.1772255,2006.93,3.5,2.7,176.7,-1.0,193.3447615478261,46131194.67031632,46131194.67031632,21.469614104102966,6.754974377286225,24188.860363325144,91.9,47.02639854555927
1306894359.43,7.176193,2007.1,2.4,2.7,176.7,-1.0,194.42030449792958,46094315.57541236,46094315.57541236,23.74922887903035,6.808933478016737,24480.56321328348,91.89999999999999,47.02676599962751
1306894359.64,7.175861,2007.16,2.0,2.7,176.7,-1.0,190.6715482465352,46199964.22436166,46199964.22436166,23.94568613080384,6.72467675242901,24511.465481460596,91.10000000000001,47.02721766191972
1306894360.27,7.174854,2007.34,1.1,2.7,176.7,-1.0,192.66254060925158,45295719.678022124,45295719.678022124,25.916958794916933,6.918382755486916,25316.97733979622,89.9,47.027860706539144
1306894360.9,7.1738422,2007.53,0.4,2.7,176.7,-1.0,193.50399806203708,44048735.34457642,44048735.34457642,26.298047552415884,6.99131175207893,24778.412454696954,86.8,47.028656857020344
1306894361.12,7.173491,2007.59,0.1,2.7,176.7,-1.0,192.36694355218407,41932187.05302868,41932187.05302868,25.687336037194697,7.17814194858194,25045.662613814064,85.30000000000001,47.029491283966976
1306894361.75,7.1724824,2007.78,-0.4,2.7,176.7,-1.0,192.90771623219868,40208944.48826866,40208944.48826866,26.26921043108712,7.237175145041248,24551.40371792948,85.50000000000001,47.03046350618919
1306894362.38,7.1714643,2007.96,-0.9,2.7,176.7,-1.0,194.6488097768844,39486646.07912558,39486646.07912558,26.175934423209508,7.360199319986827,24031.92530256252,86.10000000000002,47.03151228134229
1306894362.59,7.1711276,2008.02,-1.0,2.7,176.7,-1.0,193.17862367393693,40013173.16127206,40013173.16127206,27.372796973313203,7.406736493732452,23459.603675390004,85.2,47.03250746944378
1306894363.01,7.1704542,2008.15,-1.3,2.7,176.7,-1.0,193.22733900258297,40522624.40076806,40522624.40076806,28.13138969476556,7.666014763801955,24152.54057882992,83.2,47.03356389988998
1306894363.22,7.1701255,2008.21,-1.4,2.7,176.9,-1.0,188.91053368163446,41120833.35604422,41120833.35604422,27.37062607140916,7.843692843913194,23639.329337509356,83.4,47.03454377740529
1306894363.85,7.1691026,2008.39,-1.7,2.7,176.9,-1.0,195.55088259590468,40700457.23474272,40700457.23474272,25.546342256058267,7.952265464449999,24145.610061664025,86.00000000000001,47.035531310213685
1306894364.06,7.1687772,2008.45,-1.8,2.7,176.9,-1.0,187.1741028088232,39538450.99986268,39538450.99986268,24.81831842883295,8.101030414545184,24310.73484589124,86.30000000000001,47.03651884302209
1306894364.48,7.1681039,2008.57,-1.8,2.7,176.9,-1.0,193.25722548074611,36006762.118820705,36006762.118820705,23.556312415947165,7.853283190497577,24412.27558551692,87.30000000000001,47.03746044407196
1306894364.69,7.1677689,2008.63,-2.0,2.7,176.9,-1.0,192.4259591030251,34013222.12770619,34013222.12770619,21.74397342921356,7.8538410187406855,24621.95385164036,88.2,47.038302526311675
1306894365.32,7.1667558,2008.81,-2.2,2.7,176.7,-1.0,193.88868847113181,32845106.054968253,32845106.054968253,23.73958641234762,8.000760364207897,24613.291703675495,89.00000000000001,47.03923647206846
1306894365.74,7.1660762,2008.93,-2.3,2.7,176.7,-1.0,195.06309288927895,32595130.073248483,32595130.073248483,24.116648443451027,7.931298821839729,24427.03011715421,87.50000000000001,47.04011683077363
1306894366.38,7.1650584,2009.11,-2.4,2.7,176.7,-1.0,191.92499551222048,34821335.836356156,34821335.836356156,23.104945220506433,8.053579619300985,25269.09751589853,89.80000000000001,47.04099718947879
1306894368.06,7.1623598,2009.59,-2.5,2.7,176.7,-1.0,193.87008320125773,38032222.65392545,38032222.65392545,23.228877541626595,8.098057956079382,25963.64258410567,87.7,47.04219907049366
1306894368.48,7.1616916,2009.71,-2.4,2.7,176.7,-1.0,192.21944427080697,40668564.44364708,40668564.44364708,22.48774661345089,7.961934431850725,25365.2078792429,90.10000000000001,47.04339329621544
1306894369.96,7.1593141,2010.14,-2.4,2.7,176.1,-1.0,194.05157743286486,41610725.34679032,41610725.34679032,23.276638576335085,7.8493205994624775,25883.23885222643,89.8,47.0448707677815
1306894371.44,7.1569372,2010.56,-2.2,2.7,175.9,-1.0,194.1352672306919,43023104.15729313,43023104.15729313,23.40565469248539,7.570948835237831,25188.224229916763,88.1,47.04653196638167
1306894372.28,7.1556032,2010.8,-2.1,2.7,175.8,-1.0,192.17969557602453,41776988.196899526,41776988.196899526,24.339896328269443,7.522730719210363,25506.00921048011,89.10000000000001,47.04833096025744
1306894373.12,7.1542534,2011.04,-2.0,2.7,175.7,-1.0,194.39166942102185,41572404.197991185,41572404.197991185,23.521228145565043,7.649224925160345,25197.675066638287,86.60000000000001,47.050221817650254
1306894373.97,7.1528941,2011.28,-1.9,2.7,175.7,-1.0,193.59190709849764,41489245.64950045,41489245.64950045,23.464042671961312,7.753842867348616,25728.620929424964,89.2,47.052250470318675
1306894374.18,7.1525595,2011.34,-1.9,2.7,175.6,-1.0,192.89559328940186,41729912.25975994,41729912.25975994,21.25510016649588,7.542239505232639,26035.081074075522,91.2,47.054187259470034
1306894378.42,7.1457737,2012.55,-1.3,2.7,175.6,-1.0,160.25153734566067,41854981.323222704,41854981.323222704,20.98331551813094,7.740397168359082,26141.53681154557,93.2,47.05695847556802
1306894378.63,7.1454345,2012.61,-1.3,2.7,175.2,-1.0,162.2037001666551,40802209.84866416,40802209.84866416,22.174899500048923,7.641421859658196,25644.611812044233,92.3,47.059637828148944
1306894379.05,7.1447721,2012.73,-1.2,2.7,175.2,-1.0,157.77130469041404,39310347.28094944,39310347.28094944,20.404586652214032,7.392847587087783,25304.423755090487,92.60000000000001,47.06204159017869
1306894380.95,7.1417165,2013.28,-1.0,2.7,175.2,-1.0,161.39364588062335,35764555.9275537,35764555.9275537,21.72369754604751,7.19839849990548,25501.238495916623,90.4,47.06477452981123
1306894382.0,7.1400529,2013.58,-1.0,2.7,175.0,-1.0,158.7619606338357,31754665.12265185,31754665.12265185,21.423382279910204,7.381349852699309,25773.078598288746,91.9,47.06740795063363
1306894382.85,7.1386886,2013.82,-0.8,2.7,175.0,-1.0,161.13902580507886,27825589.770751227,27825589.770751227,22.800936710333417,7.3713499725559215,25964.803607969377,92.70000000000002,47.069903576180444
1306894385.16,7.1349958,2014.48,-0.6,2.7,175.0,-1.0,160.49135463871093,24394193.023103464,24394193.023103464,21.649939135596938,7.415185826639374,25475.91986801013,91.60000000000001,47.07272072403696
1306894387.05,7.1319751,2015.02,-0.6,2.7,174.8,-1.0,160.5280835253089,22298108.636458855,22298108.636458855,23.436588306886968,7.561791867306823,25081.70370004632,92.9,47.075767530686136
1306894388.32,7.1299444,2015.38,-0.4,2.7,174.8,-1.0,160.63499578094704,21616401.406800207,21616401.406800207,23.014508373403004,7.269377580385151,24465.01166024736,91.9,47.07890620085235
1306894390.21,7.1269177,2015.92,-0.3,2.7,174.8,-1.0,160.97302573201154,21756703.179230988,21756703.179230988,23.30017795063537,7.492620835021638,24137.288542963262,89.0,47.082412325086835
1306894391.89,7.1242285,2016.41,-0.3,2.7,174.7,-1.0,160.898471545944,21935591.08189867,21935591.08189867,24.98214250519173,7.274038596571419,24250.42232485904,88.1,47.08536726821894
1306894392.73,7.1228888,2016.65,-0.2,2.7,174.7,-1.0,160.29619438804986,22427282.23006179,22427282.23006179,23.271657154616165,7.405826106833862,24561.775977950172,88.7,47.08846000662664
1306894396.51,7.1168489,2017.73,-0.1,2.7,174.7,-1.0,160.62146573450053,22293570.575524572,22293570.575524572,23.959724341271,7.369358545191911,24020.50772255133,89.3,47.09228765317082
1306894735.79,6.574482,2115.19,-0.1,3.8,174.7,-1.0,160.76889859391525,22285230.651105497,22285230.651105497,21.973194076890998,7.649695889479018,24163.10641164805,92.6,47.170302745034334
1306894736.0,6.5741464,2115.43,-0.1,4.6,174.7,-1.0,160.72003549303693,22072688.41492004,22072688.41492004,21.45434868140082,7.724548257550338,23367.78056822015,93.3,47.248271905139326
1306894736.64,6.5731241,2117.47,-0.1,6.5,174.7,-1.0,160.62193512496142,21970826.265992746,21970826.265992746,21.19767297185162,7.854499682056474,23531.5505104962,90.7,47.32761901800022
1306894737.27,6.5721135,2122.01,-0.1,7.9,174.7,-1.0,161.61459009201397,21874752.180565115,21874752.180565115,21.87922425178749,7.911948084034706,24144.07636362366,92.5,47.409936384579396
1306894737.48,6.5717794,2124.09,-0.1,8.3,174.7,-1.0,160.20957514692952,21887496.157925364,21887496.157925364,20.130154256753663,7.6253012562311895,24494.802059858008,92.60000000000001,47.493432666294176
1306894738.11,6.5707841,2131.92,-0.1,9.1,174.7,-1.0,159.15333908457583,21507300.001095917,21507300.001095917,19.84130372816123,7.772158864775742,25309.916927547336,91.8,47.582647451945974
1306894738.74,6.5697858,2141.85,-0.1,9.5,174.7,-1.0,159.99367560818033,21025400.93726869,21025400.93726869,22.0362707106191,7.430425032814282,25347.618485945077,91.9,47.67905055780774
1306894738.95,6.5694496,2145.58,-0.1,9.6,174.7,-1.0,162.08604627668396,20600583.7740103,20600583.7740103,21.671869095346395,7.6951753919395856,25914.282071117665,90.7,47.77793397863014
1306894739.37,6.5687907,2153.31,0.3,9.6,174.7,-1.0,158.50906198286864,20540111.087650657,20540111.087650657,23.492666384524014,7.668472788654892,25925.088503257513,89.20000000000002,47.88255121397572
1306894740.02,6.567773,2166.05,0.3,9.5,174.7,-1.0,158.361676790412,20289108.469432496,20289108.469432496,21.968274674392344,7.948849384891316,26701.970439526565,91.5,47.99609452106234
1306894740.65,6.5667804,2178.93,0.3,9.2,174.7,-1.0,159.50780746052857,20475559.39046782,20475559.39046782,21.867667436618525,7.881311923313498,26365.279780879657,90.10000000000001,48.04488935920757
1306894741.29,6.5657774,2191.97,0.3,8.8,174.7,-1.0,158.56110776862312,20817699.9420057,20817699.9420057,22.372294297244025,7.689073613369981,26734.269383545703,89.9,48.1034829725059
1306894741.72,6.5650977,2200.63,0.3,8.4,174.7,-1.0,160.09098126693738,20516245.882646993,20516245.882646993,21.479921123213888,7.627004144705607,26724.687408667196,90.6,48.16714438982874
1306894741.93,6.5647711,2204.71,0.3,8.3,174.7,-1.0,157.05197474668307,20487091.40305855,20487091.40305855,22.935782159609417,7.770326230817589,26366.102818350628,89.5,48.230453663669515
1306894742.35,6.5641066,2212.8,0.3,7.9,174.7,-1.0,160.14370104681467,19885657.61486465,19885657.61486465,25.472674878390347,8.061927570595147,26163.077349441657,87.2,48.29836376865639
1306894742.56,6.563778,2216.68,0.3,7.8,174.7,-1.0,157.96129114332015,19548077.076192517,19548077.076192517,26.505410199796348,7.880259388575651,25647.28558149566,87.60000000000001,48.36325003287336
