flight id:201
flight code:MiG-23MLD
origin:RU
date:2011-06-01
from:krasnodar pashkovsky
to:mozdok
motor(s):1
mass aircraft:10550.096328
mass fuel:10550.096328
lift coef:1.9060340730520209
drag coef:0.012773573396515615

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,air_speed,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893642.64,9.0301145,3.6260531,520.73,-0.4,9.9,143.5,903436.13,-319361.63,119.13337636684591,10958007.81268201,23.987452400772963,7.6074483722565045,25169.261852445514,87.00000000000001,34.953942710120536
1306893643.9,9.0311045,3.6250211,540.3,-0.6,9.7,143.5,903535.06,-319464.78,124.43427406033392,12920126.102204109,25.774741914150503,7.647488185208998,25181.615787015406,88.7,35.01009428492368
1306893644.33,9.0314495,3.6246601,547.51,-0.7,9.7,143.5,903569.56,-319500.88,127.27155743210041,15498831.946689984,25.27849540750507,7.383843058650625,25298.20296366734,87.39999999999999,35.07170408369884
1306893644.75,9.0317965,3.6242964,554.83,-0.8,9.5,143.4,903604.31,-319537.25,130.9664259363879,18491174.38814254,25.174158052270396,7.3171565163644345,25049.185045830825,89.19999999999999,35.13889459113541
1306893645.18,9.032159,3.6239157,562.39,-0.9,9.2,143.4,903640.56,-319575.31,133.43607867993475,21490935.71945984,27.14320608684948,7.2367072204149165,24491.02127146984,90.5,35.21175001545737
1306893645.62,9.03253,3.6235255,569.92,-1.0,9.0,143.4,903677.69,-319614.38,133.64076319498474,24289273.670463346,25.6356023711627,7.188049296592422,25128.29355322443,90.30000000000001,35.2900866296306
1306893646.04,9.0328917,3.6231447,576.93,-1.1,8.8,143.4,903713.88,-319652.47,136.16646322590438,26604221.74173424,24.794737173905133,7.055797954388247,24680.902946074013,91.00000000000001,35.37328435491494
1306893646.47,9.0332681,3.6227478,583.83,-1.1,8.8,143.3,903751.56,-319692.19,138.30132743467294,28456975.126458347,25.16725938514976,7.202300567000916,24236.178111842786,93.30000000000001,35.45055688334889
1306893646.89,9.0336485,3.6223465,590.36,-1.4,8.4,143.3,903789.63,-319732.34,142.62951410776876,29974525.899245497,25.65657430589978,7.247430918250499,24466.59432476388,92.80000000000003,35.520434398659475
1306893647.31,9.0340264,3.6219477,596.39,-1.5,8.3,143.3,903827.5,-319772.25,141.7651575858427,31508959.683108624,24.00047799492504,6.999496583092677,24193.270947506608,92.10000000000002,35.5871962096831
1306893648.15,9.0348089,3.6211221,607.49,-1.8,8.3,143.3,903905.88,-319854.91,146.24970097388382,32747895.011912953,23.50754217226954,7.031475145327986,24035.921661657914,91.40000000000002,35.65361353251774
1306893648.58,9.0352237,3.6206848,612.75,-1.9,8.4,143.3,903947.38,-319898.66,150.77261844037454,34159013.338413745,24.679131108995477,6.993913409536984,23778.45352598517,92.3,35.70907613094294
1306893649.0,9.0356265,3.6202607,617.67,-1.9,8.6,143.1,903987.69,-319941.09,149.840366229154,35953880.586408764,23.634590321863726,7.0769117207795205,23846.6291649017,93.5,35.762785667250895
1306893649.44,9.0360637,3.6198018,623.0,-1.9,8.9,143.1,904031.44,-319987.0,154.63438802694301,37440862.226023436,25.3778905251602,6.911668074125557,24181.82336450765,93.80000000000001,35.814971800234275
1306893649.86,9.0364889,3.6193572,628.31,-1.9,9.1,143.1,904074.0,-320031.44,157.03393023785554,39352547.13583582,25.62010407882061,6.925728803272674,23963.71277208394,93.0,35.86543549227277
1306893650.29,9.0369415,3.6188857,634.18,-1.9,9.3,142.9,904119.19,-320078.56,162.41879371289775,41449936.16889154,24.98990609568584,7.181703378654684,23436.165564056784,92.99999999999999,35.9146284056586
1306893650.71,9.0373823,3.6184282,640.17,-1.9,9.5,142.9,904163.25,-320124.25,161.75944517234893,43724629.553091384,25.716952247179748,7.370799651583788,23658.462954023387,94.5,35.96304047914941
1306893651.15,9.0378512,3.6179435,646.84,-1.9,9.6,142.9,904210.0,-320172.66,163.6539268924854,45787813.64204387,27.733730576893443,7.30097674998263,23953.770447912746,92.7,36.01127648089919
1306893651.58,9.0383142,3.6174667,653.69,-1.9,9.6,142.7,904256.19,-320220.25,164.99189039985023,48149856.22372473,26.590387468589604,7.075150365424686,23817.59091476654,93.1,36.0597574520278
1306893652.0,9.0387772,3.6169917,660.76,-1.9,9.6,142.7,904302.38,-320267.63,168.36841267291837,49881919.48636253,26.220737421110197,7.0282911483747865,24115.74882525883,94.4,36.10903457363761
1306893652.43,9.0392588,3.6164993,668.34,-3.8,11.0,142.7,904350.38,-320316.72,170.55372715966675,51322552.26866075,28.25501004305349,7.143132096411675,24695.389601358973,92.49999999999999,36.15561703208029
1306893652.85,9.0397416,3.6160099,676.63,-21.8,11.5,142.2,904398.38,-320365.47,173.97241839539976,52870746.75083262,26.831412486186593,7.447698865536219,25018.00244409457,92.5,36.20451904432877
1306893653.28,9.0402392,3.6155191,685.55,-38.4,10.4,141.3,904447.69,-320414.22,172.41030497569497,54460108.424613886,27.82349392925847,7.638524870973823,24519.09985904199,93.5,36.256483173812576
1306893653.72,9.0407678,3.6150159,694.55,-41.7,9.1,140.4,904499.75,-320463.97,174.68719968874,55599776.40521969,27.580937610093937,7.680930186999106,24708.94697308172,90.99999999999999,36.31125679585982
1306893654.14,9.0412772,3.6145454,702.36,-46.4,8.3,139.7,904549.69,-320510.31,172.97562330474508,56151160.68717506,27.309384010525317,7.490914961839892,25441.84169505456,91.60000000000001,36.36794424117915
1306893654.56,9.0417976,3.6140785,709.38,-52.0,8.1,138.9,904600.56,-320556.09,173.4458704487983,56033612.68793489,28.582027822036054,7.256909566274363,25754.162505342036,94.2,36.425512045203654
1306893654.99,9.0423332,3.6136152,715.64,-54.0,7.7,137.9,904652.56,-320601.31,170.49826142067155,54770911.130202785,28.68731282239202,7.049674542297623,25508.272227261616,92.5,36.48328654214154
1306893655.41,9.0428772,3.6131633,721.08,-55.3,7.4,136.7,904705.13,-320645.19,173.04065691701672,53061654.955508985,26.252067794445555,7.05399359594092,25335.88848126128,91.30000000000001,36.540119438029556
1306893655.84,9.043429,3.6127249,725.76,-57.1,7.4,135.4,904758.13,-320687.44,167.38504320027113,51470660.670362666,25.357685678220175,7.327399608460932,25793.108765385266,89.40000000000002,36.5952911353174
1306893656.26,9.043994,3.6122987,729.81,-58.1,7.4,133.9,904812.06,-320728.19,170.47718487589765,50199317.71778992,27.528228597340703,7.396704780052588,25986.882847513793,91.10000000000001,36.64815093409254
1306893656.68,9.0445743,3.6118851,733.31,-58.5,7.4,132.3,904867.06,-320767.34,170.05246160124778,49031175.294123024,27.480862523680322,7.163845422984581,26017.693190326485,92.90000000000002,36.69788737328764
1306893656.89,9.0448714,3.6116829,734.88,-58.8,7.4,131.5,904895.06,-320786.34,170.27560852896076,48120582.25429735,26.879613875176606,7.052901638456513,25893.38228071226,93.80000000000001,36.74247945552736
1306893657.32,9.0454812,3.611288,737.7,-59.3,7.4,129.7,904952.19,-320823.06,166.89916026772514,46969923.71334404,25.625500579459302,6.840545282217171,25489.85341336562,92.60000000000002,36.78240180898318
1306893657.74,9.0461051,3.6109114,740.12,-59.5,7.4,127.7,905010.25,-320857.59,169.5513286847154,46401281.41424698,23.422911131797644,6.760665388039557,25196.794621378554,92.0,36.81728697958686
1306893658.18,9.0467658,3.6105421,742.26,-59.7,7.4,125.6,905071.25,-320890.88,166.3861370910062,46001786.82809651,22.76508039761633,7.005253997089021,25191.529716934936,92.50000000000001,36.847831599009425
1306893658.61,9.047416,3.6102073,744.03,-59.9,7.4,123.6,905130.88,-320920.44,162.94321358761758,47028099.30729991,22.452889856611243,7.080733430201047,25425.477891039696,92.20000000000002,36.874357189560605
1306893659.05,9.0481097,3.6098802,745.62,-59.9,7.5,121.3,905193.94,-320948.63,164.85353973186096,49861370.692326345,21.500628720873664,7.04549385780071,26155.27737920099,91.89999999999999,36.89730775823953
1306893659.48,9.0487954,3.6095865,746.95,-59.9,7.6,118.9,905255.88,-320973.19,162.4975063310973,52333086.336336724,21.9439570229196,6.946888028463493,26609.726114789544,93.30000000000001,36.917112001459124
1306893659.9,9.0494832,3.6093202,748.08,-59.9,7.7,116.6,905317.5,-320994.69,162.59801405693594,56210540.15950665,23.7415959638299,6.617255805884218,26882.50820702684,93.4,36.93419861563235
1306893660.33,9.0501892,3.6090757,749.09,-60.1,7.8,114.2,905380.31,-321013.53,159.35221245802947,59787928.7305261,24.055461666475676,6.894947122235172,26071.76249514807,90.3,36.94895802070671
1306893660.75,9.0508787,3.6088643,749.95,-60.1,8.0,111.8,905441.25,-321028.91,156.13020347477718,63155495.70683216,21.749477126656426,7.064702309374067,26095.35846167291,91.5,36.96169642840576
1306893661.17,9.0515785,3.6086769,750.72,-60.1,8.1,109.3,905502.69,-321041.47,155.40209666282163,66586348.62600379,22.89019037619844,7.127455242712482,25892.316564306362,88.8,36.97382241265773
1306893661.6,9.0523006,3.6085116,751.42,-60.1,8.3,106.7,905565.56,-321051.31,153.6682466522854,70546518.91966484,24.74873923045155,7.2850032702963965,25895.67087438659,89.20000000000002,36.98432547477496
1306893662.03,9.0530269,3.6083737,752.06,-60.1,8.5,104.1,905628.44,-321058.06,152.3097167747527,73547324.19159411,25.549452385875178,7.397483143837616,26077.653157867877,92.90000000000002,36.99346589472247
1306893662.5,9.0538215,3.608255,752.7,-60.1,8.7,101.1,905696.69,-321061.84,150.1886582221339,76340668.02611083,26.464438101310336,7.204013955785186,25791.824078606685,93.20000000000002,37.00145802070672
1306893662.94,9.0545627,3.6081747,753.24,-60.1,8.9,98.3,905759.88,-321062.03,147.8648453747418,78363576.79849051,28.304487252477298,7.107881506423567,25181.268972221995,92.70000000000002,37.00850854564111
1306893663.36,9.0552657,3.6081255,753.73,-60.1,9.0,95.6,905819.38,-321059.16,145.5793241891952,79317115.42312591,27.681232717326473,7.360828480565049,25119.754957423927,94.2,37.01471698833577
1306893663.79,9.0559825,3.6081028,754.2,-60.1,9.2,92.8,905879.56,-321053.19,143.8793457141667,80324640.71881776,29.157206472040347,7.3757093819521975,24642.065134291744,94.70000000000002,37.020267075824826
1306893664.22,9.0566877,3.608108,754.65,-60.1,9.5,89.9,905938.38,-321044.25,141.07290261234454,80602659.0419168,27.6214024367023,7.557656434831055,24281.380226186586,97.10000000000002,37.025296603383886
1306893664.65,9.057391,3.608141,755.08,-60.1,9.7,87.1,905996.63,-321032.25,140.47529013469165,80939193.0574701,27.337666881431996,7.312708911673211,24475.973916431994,96.60000000000001,37.02988212394381
1306893665.07,9.058079,3.608201,755.5,-59.9,9.7,84.2,906053.13,-321017.44,140.67032176600767,80640996.95656097,29.16241529043215,7.267446199692311,24309.290720952653,93.80000000000001,37.034130811607845
1306893665.49,9.0587424,3.6082858,755.89,-59.5,9.7,81.4,906107.19,-321000.13,136.19417929579305,79122455.7871277,29.89264659509876,7.018615852388556,24428.727964836085,95.00000000000001,37.038088598134536
1306893665.91,9.0593873,3.6083942,756.27,-59.0,9.7,78.6,906159.38,-320980.44,133.3150030860471,77669320.06708081,30.12288036982614,6.922794135012381,25386.26170609607,94.90000000000002,37.04180141528239
1306893666.35,9.0600577,3.6085348,756.65,-58.4,9.7,75.6,906213.13,-320956.84,133.3459677605348,75738769.85586546,29.05574190802763,6.757390406323105,25802.598232592427,92.00000000000001,37.04531519480995
1306893666.77,9.060684,3.6086926,757.0,-57.9,9.7,72.9,906262.94,-320931.84,132.07169157459765,73240765.13200514,27.41007522673692,6.962443887728134,25459.020104154337,88.9,37.048606970837945
1306893667.21,9.0613209,3.6088802,757.35,-57.4,9.7,70.1,906313.19,-320903.44,130.03253126699397,70982688.64251783,26.012608713963207,7.173119352530563,25665.114024460276,89.5,37.051753296297264
1306893667.65,9.061952,3.609094,757.69,-57.0,9.7,67.3,906362.56,-320872.16,131.13309512503898,68208141.67180946,25.200458978875712,7.073336451459104,24862.72874123568,88.20000000000002,37.05478479236025
1306893705.11,9.0342818,3.6372321,792.35,56.6,9.7,310.9,903607.94,-318068.25,95.12280610339727,64059180.27223281,23.508672491429618,7.033699568897765,24646.738740189066,89.60000000000001,37.083989735492366
1306893705.32,9.0340075,3.6374138,792.6,56.7,9.7,312.2,903582.13,-318051.28,138.46355051587582,56983740.70559762,24.610421328448147,7.163968227737801,25109.341246523898,87.8,37.11304157276271
1306893705.54,9.0337345,3.6376026,792.86,56.8,9.7,313.6,903556.38,-318033.5,133.46456112792166,26057004.790095553,23.25170951947625,7.336959499584775,25320.076299149136,88.8,37.141963270050546
1306893705.75,9.033467,3.6377959,793.1,56.9,9.7,314.8,903531.0,-318015.16,140.19309448002508,9525006.64292095,21.36913543935195,7.381928180392282,25466.96689255258,89.49999999999999,37.170747172062796
1306893705.97,9.0332052,3.6379936,793.35,56.9,9.7,316.1,903506.0,-317996.25,133.4378604459371,45730745.25235304,19.95384799938066,7.429005405795806,25837.48122915657,91.00000000000001,37.199423899971805
1306893706.19,9.0329363,3.6382061,793.6,57.0,9.7,317.5,903480.25,-317975.78,140.32789569747356,80179394.0981808,19.08235839222525,7.50456684884965,25534.081775886483,88.70000000000002,37.22800110907067
1306893706.4,9.0326981,3.6384028,793.82,57.0,9.7,318.9,903457.25,-317956.69,133.02327298437294,92285521.11483055,20.52547165613195,7.883886365483129,25533.79317889281,90.4,37.25645583348012
1306893706.63,9.0324374,3.638628,794.07,57.1,9.7,320.2,903431.94,-317934.72,136.2826196611946,78526885.37496832,21.59082962660347,7.876460046833422,25844.068394975504,90.5,37.28483400495868
1306893706.84,9.032197,3.6388457,794.3,57.1,9.7,321.6,903408.44,-317913.34,141.7238624803677,60638652.14811044,21.272784478944814,8.016297462158791,25916.83361474778,90.10000000000001,37.313120312920184
1306893707.05,9.031978,3.639053,794.51,57.1,9.7,322.8,903386.88,-317892.84,131.99823722926746,40433269.48047305,21.481878597730162,8.0836304514465,26368.010044384588,92.0,37.34130710207154
1306893707.26,9.0317515,3.6392772,794.73,57.2,9.7,324.2,903364.44,-317870.59,140.70366210114736,16761347.526549576,22.62636921280169,8.244094948397013,26440.207320183454,90.3,37.34312906182658
1306893707.48,9.031534,3.639503,794.95,57.2,9.7,325.6,903342.69,-317848.03,132.5642363868305,16417306.29821889,24.011919255343997,8.080875796894578,25989.72873716859,91.10000000000001,37.34492805570235
1306893707.7,9.0313223,3.6397333,795.17,57.2,9.7,326.9,903321.44,-317824.91,132.75482360356807,13848979.46903423,24.566325621830092,8.145494718856959,25508.50080928306,93.8,37.34669642840575
1306893707.91,9.0311175,3.6399671,795.38,57.2,9.7,328.2,903300.63,-317801.28,139.8645308089729,11512312.034232426,26.00122590712108,7.969376817905516,25002.726139630282,95.5,37.3484418352299
1306893708.12,9.0309281,3.6401944,795.58,57.2,9.7,329.6,903281.25,-317778.25,133.17039945736929,9790168.400187567,26.98897010687293,8.20935083936303,24114.58394584747,94.80000000000001,37.3501489655886
1306893708.34,9.0307358,3.6404368,795.8,57.3,9.7,330.9,903261.38,-317753.53,133.9207589162316,9348209.605828576,26.777623875956696,8.091584703097414,24220.590235622367,98.0,37.351833130068044
1306893708.56,9.0305426,3.6406937,796.02,57.3,9.7,332.3,903241.19,-317727.25,140.31797089033964,8539005.504216319,25.29485986397336,7.7577844010364245,23424.248354303076,95.7,37.35351729454749
1306893708.77,9.0303752,3.6409286,796.21,57.3,9.7,333.6,903223.5,-317703.06,132.31245466579426,7994125.498767435,23.660188543624994,7.8313961721578265,23831.95421837838,96.4,37.3551555272684
1306893708.99,9.0302055,3.64118,796.42,57.3,9.6,335.0,903205.38,-317677.09,133.48108658488064,9050409.229792433,24.60112551972827,7.73646870612038,24109.991483755297,95.10000000000001,37.35677844940313
1306893709.21,9.0300444,3.6414329,796.62,57.3,9.6,336.3,903187.94,-317650.84,132.7323332042991,11545852.634441247,25.96397296495369,7.816344395125633,23847.930621342995,93.30000000000001,37.35839371624477
1306893709.42,9.0298917,3.6416873,796.83,57.3,9.6,337.7,903171.19,-317624.34,138.71061460858587,12043654.523676349,27.313869014361384,7.7019581341271,24604.422698998023,92.4,37.36000132779333
1306893709.63,9.0297489,3.6419404,797.03,57.3,9.6,339.1,903155.25,-317597.88,136.4763194280249,14169557.339143667,27.29550114933566,7.793172372230886,24927.22057018042,90.5,37.36159362875571
1306893709.84,9.0296198,3.6421836,797.21,57.3,9.6,340.4,903140.69,-317572.34,129.32780273975882,16778544.993302282,26.107079953102996,7.823880252869079,25697.175912362258,88.60000000000001,37.363155308545736
1306893710.06,9.0294867,3.6424518,797.42,57.3,9.6,341.7,903125.31,-317544.06,135.626523345995,17755863.092462126,25.964293285198362,7.95701608454838,26148.09221496953,87.30000000000001,37.36471698833576
1306893710.27,9.0293675,3.6427099,797.62,57.3,9.6,343.0,903111.31,-317516.75,135.4066695827556,18693004.304351076,26.01920993860268,7.838332789920191,26582.211340878337,87.30000000000001,37.36627866812579
1306893710.48,9.0292566,3.6429685,797.81,57.3,9.6,344.4,903098.0,-317489.28,134.5971763333564,21306074.248005632,25.655054186667428,8.049312817397904,26113.768629974686,85.40000000000002,37.367817382036556
1306893710.69,9.0291535,3.6432287,798.0,57.3,9.6,345.6,903085.25,-317461.53,134.647077577801,23539241.883930657,27.59445951696734,8.19401315110699,26186.3489828412,89.10000000000001,37.36933313006804
1306893710.9,9.0290591,3.6434879,798.19,57.3,9.6,347.0,903073.31,-317433.81,132.93366536139737,25085128.922963914,28.524876890112363,8.15810936788939,25761.150244410717,90.10000000000001,37.37084887809954
1306893711.11,9.0289723,3.6437485,798.38,57.3,9.6,348.3,903061.94,-317405.84,132.9767780093474,26661106.503252044,29.066590930466795,8.057103774178945,24892.493407805487,90.00000000000001,37.37234931554487
1306893711.32,9.0288941,3.6440077,798.57,57.3,9.6,349.7,903051.31,-317377.91,131.5068210065494,30406817.402449746,28.975902923505302,7.948144972780789,24714.66369526005,88.5,37.3738420976971
1306893711.54,9.0288206,3.6442793,798.77,57.3,9.6,351.0,903040.94,-317348.56,130.6954597571252,32177857.874358222,28.672010018756016,8.069547188724682,24621.90957494269,89.80000000000001,37.37532722455624
1306893711.76,9.0287525,3.6445646,798.97,57.3,9.6,352.4,903030.75,-317317.63,137.23747689925585,34590820.80819266,26.896747134468338,8.049412541045484,24712.34025412827,92.10000000000001,37.37681235141538
1306893711.97,9.0286968,3.6448343,799.17,57.3,9.6,353.7,903021.81,-317288.25,135.46788335044772,36181258.14612111,26.684907224054147,7.963065071331675,24020.287862354977,93.60000000000001,37.3783127888607
1306893712.18,9.0286516,3.6450906,799.35,57.3,9.6,355.1,903014.0,-317260.25,127.67473427527915,35898364.21821362,25.507231453693226,7.923190805059628,23737.50420975393,95.2,37.379790260426745
1306893712.39,9.0286114,3.6453641,799.54,57.3,9.6,356.3,903006.38,-317230.31,136.39624591799193,38041533.70802842,25.550346088877507,7.974190320676943,23772.067561656615,95.0,37.38126007669972
1306893712.61,9.0285786,3.6456481,799.74,57.3,9.6,357.7,902999.13,-317199.09,134.99655407199842,36193668.52099894,24.86473256487367,8.022051783074264,23788.95933074357,96.4,37.38273754826578
1306893712.82,9.028556,3.6459158,799.93,57.3,9.6,359.1,902993.06,-317169.56,132.91503810198017,37293543.51948467,23.863871109295733,8.20112857237134,24483.748898644462,93.49999999999999,37.38421501983183
1306893713.04,9.0285414,3.6461849,800.12,57.3,9.6,0.5,902987.56,-317139.78,127.04996766653592,41377470.090016626,23.42502314766612,7.917994539778541,24359.681205179455,94.5,37.385692491397876
1306893713.26,9.0285346,3.6464718,800.33,57.3,9.6,1.9,902982.5,-317107.94,135.99682245060333,43735505.42881547,23.187298021789594,7.919853365814278,24875.8232344432,94.30000000000001,37.38718527355012
1306893713.47,9.0285365,3.6467445,800.52,57.2,9.6,3.1,902978.38,-317077.56,135.50207008308365,43615319.73889822,22.224254945132543,7.93134873368114,25598.061184420865,95.30000000000001,37.38867805570234
1306893713.68,9.0285462,3.6470028,800.7,57.0,9.5,4.5,902975.13,-317048.72,127.77846790260834,46908496.30159611,20.624436086758617,7.847158525206703,25198.110499905004,93.30000000000001,37.39015552726839
1306893713.89,9.0285643,3.647276,800.89,56.2,9.3,5.7,902972.31,-317018.09,136.11029480921405,49171666.44371406,20.83467892891598,7.975249553101798,24604.000768084767,93.80000000000001,37.391625343541364
1306893714.11,9.0285914,3.6475576,801.09,54.8,8.9,7.0,902970.13,-316986.44,133.9172567166138,45674389.8056162,22.85472094266169,7.752741677512891,25107.522639923543,94.0,37.39309515981432
1306893714.32,9.0286243,3.6478233,801.27,52.8,8.4,8.2,902968.69,-316956.47,132.66485575751918,47622127.70736319,24.995420587799153,7.7655031861759225,24705.5285593906,94.3,37.39456497608729
1306893714.53,9.0286634,3.6480858,801.43,50.8,8.0,9.2,902967.81,-316926.81,131.15489818338807,49731157.56857047,22.907972834016196,7.702881421812157,24860.697747315007,91.6,37.39601182648099
1306893714.75,9.0287108,3.6483601,801.59,48.6,7.6,10.2,902967.44,-316895.72,131.2526744946197,49639624.08011734,25.69319088647603,7.60374356332965,25129.354931462083,89.80000000000001,37.39742805570235
1306893714.97,9.0287634,3.6486299,801.74,46.4,7.3,11.2,902967.56,-316865.06,129.35507976135227,50774909.34156341,25.520794019741697,7.394370086937636,24408.654795353577,91.4,37.39881366375134
1306893715.18,9.0288211,3.6488976,801.87,44.2,7.0,12.1,902968.19,-316834.59,135.18561592954572,57075946.1208247,25.302144677329927,7.430501130594818,24664.34143711131,90.30000000000001,37.4001533400418
1306893715.39,9.0288837,3.6491646,801.99,42.1,6.7,12.8,902969.19,-316804.13,135.23888778589705,55442106.69519736,23.92079524166977,7.334417320363669,24553.97208644447,89.69999999999999,37.40142411869447
1306893715.61,9.0289513,3.649432,802.09,39.8,6.5,13.6,902970.63,-316773.59,129.15412869978024,53039850.10444769,25.572304616946145,7.1898666563217315,24209.385062367186,90.89999999999999,37.40262599970934
1306893715.82,9.0290221,3.6496949,802.18,37.5,6.3,14.3,902972.38,-316743.47,133.90085503821845,55441059.490513206,26.732780826340427,7.055408263793122,23902.941604627467,92.3,37.40375898308642
1306893716.03,9.0290968,3.6499571,802.27,35.5,6.2,14.8,902974.5,-316713.41,133.78877709441093,51529300.47803406,25.766753757875243,6.96106164828612,23913.57332423834,92.8,37.40481541353261
1306893716.24,9.0291724,3.65021,802.34,33.3,6.0,15.4,902976.81,-316684.38,129.01273866466278,50587586.81619925,25.576310974916463,7.151021579592898,23366.014320613707,89.5,37.405772325168655
1306893716.46,9.0292584,3.6504856,802.42,31.2,5.9,16.0,902979.69,-316652.69,135.02981174508122,54372110.61243185,25.278934411984398,7.064334757491428,24263.305838464687,86.60000000000001,37.40665268387383
1306893716.67,9.029341,3.6507396,802.49,29.4,5.8,16.5,902982.56,-316623.44,130.38527525447046,53724465.502158746,25.849190356563618,7.1640425778895365,24138.03659941296,87.20000000000002,37.407464144941194
1306893716.9,9.0294347,3.6510175,802.56,27.3,5.8,17.0,902986.0,-316591.41,130.54038916925836,54524486.01692512,23.87176979159107,7.028944821505627,23764.164180355354,87.90000000000002,37.40820670837076
1306893717.11,9.029524,3.651274,802.63,25.6,5.7,17.4,902989.38,-316561.81,132.38160920248077,57647857.674437,23.399088826533344,7.212793520773321,24030.2750589661,87.3,37.408888029455625
1306893717.33,9.0296246,3.6515542,802.71,23.6,5.6,17.9,902993.38,-316529.44,138.81406394050785,55377414.021304645,23.428537049111252,7.412656927662747,24449.341717038915,87.7,37.40953107407505
1306893717.54,9.029716,3.6518023,802.79,22.0,5.6,18.2,902997.13,-316500.75,128.3859274259597,51367980.43099407,24.224867595819276,7.49153932860284,24630.05680018087,89.69999999999999,37.410143497522114
1306893717.75,9.0298144,3.6520632,802.88,20.5,5.6,18.5,903001.19,-316470.56,135.6759133095802,54482978.20840459,22.874386863376994,7.483139126367369,25120.47928110955,89.9,37.4107482656761
1306893717.96,9.0299105,3.6523128,802.97,19.0,5.5,18.9,903005.25,-316441.66,129.62785957979355,50650790.36687587,21.320387481595347,7.792748072138229,25942.49159167089,91.80000000000001,37.411353033830075
1306893718.17,9.0300092,3.6525643,803.07,17.6,5.5,19.1,903009.56,-316412.5,131.06266263985262,50407534.860022135,23.780254325082296,7.5642550265508195,26290.814396112313,91.40000000000002,37.41196545727714
1306893718.59,9.030215,3.6530758,803.31,15.0,5.5,19.6,903018.69,-316353.13,133.74741141473814,54612656.7986567,23.391720494731278,7.564106293046198,26789.423405186153,91.30000000000001,37.41270802070672
1306893719.02,9.0304289,3.6535919,803.58,12.5,5.5,20.1,903028.38,-316293.16,132.0481164205321,54016387.89219637,24.018308651300043,7.768295064941166,26746.82893740095,91.5,37.413596034704966
1306893719.44,9.0306416,3.6540936,803.87,10.3,5.5,20.4,903038.25,-316234.81,131.71993362801607,54536929.18421877,24.134495470168375,7.709858729167865,27008.939463019065,90.60000000000001,37.414652465151164
1306893719.65,9.0307515,3.6543489,804.03,9.4,5.5,20.6,903043.38,-316205.13,134.26613494164116,55574334.67264795,24.28761608938722,7.601593085532889,26878.06458939926,90.6,37.41577779323515
